COUNTYFIPS,COUNTY,STATE,community_type,pct_bachelors_degree,pct_graduate_degree,pct_hs_graduate,pct_less_than_hs,pct_associate_degree,pct_any_posths_education
38077,County_38077,Pennsylvania,Rural,16.49,8.06,81.41,18.59,5.61,30.77
31161,County_31161,New Mexico,Suburban/Small City,18.4,4.8,78.82,21.18,3.29,25.85
8135,County_8135,Delaware,Rural,13.7,7.75,77.03,22.97,3.92,27.76
29047,County_29047,New Hampshire,Suburban/Small City,22.62,6.51,85.75,14.25,8.05,37.64
15909,County_15909,Iowa,Rural,16.78,3.14,75.35,24.65,4.97,29.18
2319,County_2319,Alaska,Urban,15.23,5.64,73.87,26.13,5.4,31.07
46267,County_46267,Virginia,Urban,12.61,2.49,72.36,27.64,11.53,30.73
55631,County_55631,Other,Urban,10.15,5.26,79.63,20.37,6.96,26.34
28553,County_28553,Nevada,Suburban/Small City,16.32,9.92,83.33,16.67,9.23,36.38
12941,County_12941,Idaho,Rural,14.45,4.58,75.59,24.41,8.5,27.11
11591,County_11591,Hawaii,Urban,13.68,6.21,86.49,13.51,6.5,29.51
52257,County_52257,Other,Urban,19.03,2.82,81.82,18.18,11.48,33.41
33251,County_33251,North Carolina,Rural,22.15,5.94,83.76,16.24,5.47,33.33
3725,County_3725,Arizona,Urban,9.11,7.82,65.94,34.06,4.8,26.19
31417,County_31417,New Mexico,Rural,12.45,5.0,73.43,26.57,6.32,25.89
13149,County_13149,Illinois,Rural,8.63,6.4,71.94,28.06,6.92,21.9
40725,County_40725,South Carolina,Rural,9.53,6.51,73.24,,3.51,23.37
56063,County_56063,Other,Urban,18.43,10.9,78.67,21.33,8.88,
24317,County_24317,Mississippi,Urban,15.55,9.74,71.54,28.46,7.62,35.49
18341,County_18341,Louisiana,Urban,7.08,6.37,67.21,32.79,6.96,19.78
15601,County_15601,Iowa,Rural,11.86,2.24,78.51,21.49,6.99,20.31
2943,County_2943,Alaska,Urban,26.82,6.48,85.56,14.44,8.28,45.82
10949,County_10949,Georgia,Rural,22.71,5.88,66.52,33.48,6.51,36.96
1041,County_1041,Alabama,Rural,4.96,0.0,72.65,27.35,8.59,13.86
9777,County_9777,Florida,Rural,13.73,,70.8,29.2,6.67,30.67
27263,County_27263,Nebraska,Rural,17.45,5.84,81.99,18.01,7.79,29.01
1701,County_1701,Alabama,Urban,22.06,6.25,81.44,18.56,4.46,33.31
41389,County_41389,South Dakota,Rural,12.19,3.17,82.4,17.6,6.22,22.13
18099,County_18099,Louisiana,Urban,19.92,6.93,78.63,21.37,8.25,40.76
33977,County_33977,North Carolina,Suburban/Small City,15.34,7.24,81.02,18.98,5.77,33.06
32383,County_32383,New York,Rural,,4.87,73.78,26.22,6.44,18.36
48105,County_48105,West Virginia,Suburban/Small City,10.52,7.28,70.3,29.7,6.09,28.24
5719,County_5719,California,Rural,21.91,6.05,85.15,14.85,10.3,40.02
21621,County_21621,Massachusetts,Rural,13.43,7.17,74.78,25.22,9.31,34.29
21237,County_21237,Massachusetts,Rural,15.1,2.87,77.36,22.64,4.99,24.97
51665,County_51665,Other,Urban,23.92,7.28,73.27,26.73,9.92,43.31
26887,County_26887,Montana,Rural,14.76,5.13,82.06,17.94,6.72,32.27
7849,County_7849,Connecticut,Rural,20.05,8.8,74.77,,7.41,
46889,County_46889,Virginia,Urban,23.81,12.69,85.45,14.55,8.57,48.28
16355,County_16355,Kansas,Urban,20.37,9.96,76.69,23.31,2.7,32.32
17175,County_17175,Kentucky,Rural,18.82,3.79,83.75,16.25,4.82,30.95
56707,County_56707,Other,Rural,,5.38,68.25,31.75,8.75,27.84
21071,County_21071,Massachusetts,Rural,21.56,8.79,79.22,20.78,9.01,43.52
34825,County_34825,North Dakota,Rural,,4.65,71.8,28.2,6.6,18.43
38521,County_38521,Pennsylvania,Urban,15.78,4.47,72.26,27.74,3.72,30.61
55273,County_55273,Other,Rural,,2.2,70.08,29.92,6.05,17.89
25471,County_25471,Missouri,Suburban/Small City,16.24,7.81,76.55,23.45,4.27,31.31
23357,County_23357,Minnesota,Urban,14.16,6.56,71.85,28.15,6.56,30.09
8215,County_8215,Delaware,Rural,12.46,6.75,71.07,28.93,6.93,26.0
26945,County_26945,Montana,Rural,12.26,7.98,,18.89,8.02,30.8
43269,County_43269,Texas,Rural,15.07,5.81,77.01,22.99,8.64,35.83
5749,County_5749,California,Rural,3.61,0.58,72.51,27.49,4.57,8.36
34923,County_34923,North Dakota,Urban,15.31,1.96,65.05,34.95,5.84,22.28
21557,County_21557,Massachusetts,Rural,19.86,7.84,80.1,19.9,4.31,37.34
52597,County_52597,Other,Rural,11.58,3.63,68.86,31.14,4.22,22.47
27993,County_27993,Nebraska,Urban,14.33,2.63,,39.99,4.34,23.1
40159,County_40159,South Carolina,Rural,17.37,3.66,67.16,32.84,3.59,27.97
28781,County_28781,Nevada,Rural,6.13,4.39,73.36,26.64,6.79,20.56
45099,County_45099,Vermont,Rural,27.07,10.36,82.55,,9.13,49.66
17679,County_17679,Kentucky,Suburban/Small City,13.87,8.12,74.73,25.27,6.05,33.51
53289,County_53289,Other,Rural,15.89,3.94,77.26,22.74,3.84,26.78
44211,County_44211,Utah,Rural,21.88,6.71,,22.63,5.01,37.43
30561,County_30561,New Jersey,Urban,15.77,4.29,71.53,28.47,10.98,32.89
20501,County_20501,Maryland,Rural,14.21,10.63,75.39,24.61,,36.41
51407,County_51407,Other,Rural,24.15,8.33,79.81,20.19,8.72,44.16
27011,County_27011,Nebraska,Rural,7.35,6.02,76.27,23.73,10.35,28.1
38923,County_38923,Pennsylvania,Suburban/Small City,16.11,4.01,79.29,20.71,5.8,28.89
21681,County_21681,Massachusetts,Rural,9.12,6.6,67.43,32.57,7.61,23.98
8899,County_8899,Delaware,Suburban/Small City,14.65,2.0,58.7,41.3,7.82,29.11
14069,County_14069,Indiana,Urban,15.19,5.55,68.44,31.56,10.5,31.77
4615,County_4615,Arkansas,Urban,4.26,8.59,77.86,22.14,8.66,21.18
35427,County_35427,Ohio,Rural,14.04,4.8,73.36,26.64,8.3,29.61
2549,County_2549,Alaska,Suburban/Small City,14.96,4.08,70.66,29.34,6.16,27.12
26209,County_26209,Montana,Rural,14.95,2.18,75.55,24.45,4.3,25.09
43117,County_43117,Texas,Rural,13.16,7.11,66.45,33.55,6.86,30.52
34889,County_34889,North Dakota,Rural,14.83,6.92,61.6,38.4,5.64,23.88
9819,County_9819,Florida,Rural,14.67,4.06,73.88,26.12,6.14,26.9
31887,County_31887,New Mexico,Rural,19.97,9.92,68.41,31.59,6.24,35.54
48807,County_48807,West Virginia,Rural,11.58,8.76,76.19,23.81,5.63,26.21
27447,County_27447,Nebraska,Rural,8.96,4.49,68.07,31.93,8.0,20.97
18273,County_18273,Louisiana,Urban,17.76,5.93,74.98,25.02,4.72,31.36
34399,County_34399,North Dakota,Urban,24.91,8.01,89.25,10.75,7.49,
17981,County_17981,Kentucky,Urban,7.38,3.8,65.67,34.33,7.28,24.66
8393,County_8393,Delaware,Rural,,5.21,67.22,32.78,5.14,23.25
22439,County_22439,Michigan,Urban,9.05,7.11,70.44,29.56,4.16,22.2
31785,County_31785,New Mexico,Rural,18.85,4.66,73.26,26.74,3.65,31.08
6853,County_6853,Colorado,Urban,11.36,3.89,73.32,26.68,6.62,22.25
16195,County_16195,Kansas,Suburban/Small City,20.87,4.08,73.15,26.85,9.42,
16181,County_16181,Kansas,Suburban/Small City,,,81.12,18.88,7.51,21.6
8141,County_8141,Delaware,Rural,16.54,10.54,89.48,10.52,9.5,40.85
27479,County_27479,Nebraska,Rural,10.88,7.38,64.35,35.65,7.49,23.19
6177,County_6177,Colorado,Urban,22.34,6.92,79.27,20.73,5.48,38.75
17721,County_17721,Kentucky,Rural,9.81,2.88,68.25,31.75,6.82,18.33
1901,County_1901,Alabama,Urban,19.93,9.12,83.05,16.95,9.88,38.96
41619,County_41619,South Dakota,Rural,4.28,5.36,76.72,23.28,1.11,9.59
47163,County_47163,Washington,Urban,23.21,15.56,85.19,14.81,8.14,48.04
33181,County_33181,North Carolina,Urban,22.93,,77.25,22.75,6.3,41.25
33085,County_33085,North Carolina,Rural,17.39,6.23,82.86,17.14,7.15,33.19
53981,County_53981,Other,Rural,15.67,4.3,70.84,29.16,6.14,
28213,County_28213,Nevada,Rural,14.59,1.48,73.48,26.52,5.46,24.06
12067,County_12067,Idaho,Rural,13.58,4.32,79.03,20.97,3.67,24.55
5343,County_5343,California,Rural,26.51,6.24,74.86,25.14,9.86,46.23
46755,County_46755,Virginia,Rural,13.1,5.42,66.0,34.0,2.9,21.73
7325,County_7325,Connecticut,Rural,12.16,6.14,,17.44,5.57,27.51
49117,County_49117,Wisconsin,Urban,20.14,7.45,71.25,28.75,7.93,38.66
48533,County_48533,West Virginia,Urban,5.4,6.15,71.27,28.73,7.02,21.26
16777,County_16777,Kansas,Rural,13.74,7.56,73.34,26.66,5.51,28.63
37595,County_37595,Oregon,Urban,12.47,4.54,83.76,16.24,7.45,29.3
22493,County_22493,Michigan,Rural,13.72,10.09,83.09,16.91,7.07,33.17
2275,County_2275,Alaska,Rural,10.41,2.05,77.7,22.3,7.25,23.12
4643,County_4643,Arkansas,Rural,19.45,9.7,84.2,15.8,6.81,38.0
38739,County_38739,Pennsylvania,Rural,14.19,3.78,82.29,17.71,5.36,25.73
55373,County_55373,Other,Rural,22.61,5.69,80.13,19.87,7.45,35.85
54673,County_54673,Other,Rural,16.93,8.15,69.71,30.29,0.0,25.21
31063,County_31063,New Mexico,Rural,25.73,11.68,94.48,5.52,4.42,45.24
13589,County_13589,Illinois,Urban,12.98,4.04,66.98,33.02,3.36,22.6
5983,County_5983,California,Rural,11.74,3.59,78.4,21.6,4.07,25.71
11007,County_11007,Hawaii,Rural,18.49,11.95,77.3,22.7,4.03,35.31
28815,County_28815,Nevada,Urban,25.67,10.0,82.83,17.17,12.86,55.22
37719,County_37719,Oregon,Urban,3.97,7.51,75.35,24.65,7.2,19.49
8743,County_8743,Delaware,Suburban/Small City,11.2,7.01,78.51,21.49,6.92,25.16
45629,County_45629,Vermont,Rural,5.74,3.09,59.37,,5.02,18.82
26301,County_26301,Montana,Rural,6.29,5.01,74.89,25.11,4.35,17.89
35927,County_35927,Ohio,Urban,26.65,12.22,87.18,12.82,6.74,47.93
21201,County_21201,Massachusetts,Rural,9.68,3.79,70.89,29.11,,20.09
35409,County_35409,Ohio,Urban,8.21,4.03,67.66,32.34,,22.55
16947,County_16947,Kansas,Urban,13.93,6.68,76.74,23.26,3.76,28.89
22519,County_22519,Michigan,Rural,16.92,5.77,78.81,21.19,8.24,35.19
38649,County_38649,Pennsylvania,Rural,19.24,10.96,81.1,18.9,5.36,38.54
17017,County_17017,Kentucky,Rural,9.61,3.77,71.88,,5.83,16.95
41105,County_41105,South Dakota,Rural,15.25,5.28,81.95,18.05,5.98,28.14
16715,County_16715,Kansas,Rural,3.98,0.97,76.5,23.5,6.52,14.92
34483,County_34483,North Dakota,Rural,18.08,5.95,77.51,22.49,5.86,31.98
25785,County_25785,Missouri,Rural,8.7,0.99,74.3,25.7,9.57,22.27
8217,County_8217,Delaware,Rural,25.66,10.81,81.91,18.09,7.75,46.62
34571,County_34571,North Dakota,Rural,16.36,6.95,80.66,,11.89,34.0
5757,County_5757,California,Urban,15.72,4.88,65.76,34.24,5.43,27.93
9769,County_9769,Florida,Rural,3.83,2.19,65.88,34.12,5.92,15.3
33615,County_33615,North Carolina,Rural,17.09,7.88,70.7,29.3,7.73,34.6
19369,County_19369,Maine,Urban,7.9,3.21,64.98,35.02,7.65,19.94
32239,County_32239,New York,Urban,12.66,5.79,64.48,35.52,5.05,25.35
19115,County_19115,Maine,Urban,16.09,5.75,89.7,10.3,4.76,27.75
4513,County_4513,Arkansas,Suburban/Small City,16.15,7.21,73.44,26.56,7.78,33.83
32147,County_32147,New York,Rural,10.51,5.09,76.36,23.64,3.78,23.29
4835,County_4835,Arkansas,Suburban/Small City,18.9,8.19,68.35,31.65,5.73,35.73
1763,County_1763,Alabama,Rural,26.17,7.12,78.79,21.21,8.94,47.19
4621,County_4621,Arkansas,Rural,14.12,1.86,71.28,28.72,7.6,25.29
34387,County_34387,North Dakota,Rural,6.58,2.58,70.76,29.24,,13.92
28045,County_28045,Nevada,Rural,10.65,7.43,74.7,25.3,5.07,27.08
16741,County_16741,Kansas,Urban,8.81,6.81,81.06,18.94,7.78,23.04
23947,County_23947,Minnesota,Rural,28.2,7.89,,14.82,3.68,42.31
43879,County_43879,Texas,Rural,12.59,6.49,73.49,26.51,6.52,27.32
55623,County_55623,Other,Rural,7.45,2.11,66.47,33.53,5.04,19.52
21777,County_21777,Massachusetts,Urban,4.43,3.13,72.35,27.65,4.91,13.91
32479,County_32479,New York,Urban,15.46,6.03,69.4,,5.56,26.13
10963,County_10963,Georgia,Urban,,5.68,81.98,18.02,7.4,26.87
50101,County_50101,Wyoming,Suburban/Small City,21.28,10.01,79.12,20.88,9.51,40.99
25989,County_25989,Missouri,Rural,4.34,3.8,59.57,40.43,4.32,13.47
35811,County_35811,Ohio,Rural,8.32,3.51,65.77,34.23,6.88,18.26
26961,County_26961,Montana,Rural,9.25,4.54,66.07,33.93,4.1,20.54
20293,County_20293,Maryland,Suburban/Small City,28.32,7.86,83.29,16.71,7.88,46.83
30541,County_30541,New Jersey,Urban,28.97,11.1,87.95,12.05,9.89,51.25
50211,County_50211,Wyoming,Rural,23.36,8.6,70.07,29.93,,40.93
27959,County_27959,Nebraska,Rural,18.03,8.35,76.46,23.54,8.18,38.22
36565,County_36565,Oklahoma,Rural,17.09,7.9,78.35,21.65,5.16,34.1
38017,County_38017,Pennsylvania,Rural,,,81.25,18.75,5.6,32.13
15083,County_15083,Iowa,Urban,5.87,1.24,67.96,32.04,5.6,16.37
50475,County_50475,Wyoming,Rural,17.33,9.7,83.02,16.98,6.1,35.48
40989,County_40989,South Carolina,Urban,9.98,2.93,71.68,28.32,6.78,21.59
48239,County_48239,West Virginia,Urban,10.16,7.62,73.08,26.92,9.61,28.69
21353,County_21353,Massachusetts,Suburban/Small City,11.7,6.34,72.75,27.25,10.72,28.95
19479,County_19479,Maine,Rural,14.67,7.83,82.91,17.09,4.63,30.11
3869,County_3869,Arizona,Rural,15.21,7.06,80.9,19.1,6.07,31.08
12621,County_12621,Idaho,Rural,5.56,1.94,68.59,31.41,6.26,13.67
49409,County_49409,Wisconsin,Suburban/Small City,7.52,1.9,70.01,29.99,4.57,18.43
35815,County_35815,Ohio,Rural,19.79,7.04,80.89,19.11,,31.83
4051,County_4051,Arkansas,Rural,11.33,6.73,77.67,22.33,2.55,24.47
49391,County_49391,Wisconsin,Rural,16.21,10.19,82.59,17.41,7.99,34.21
32555,County_32555,New York,Urban,24.34,8.15,87.82,12.18,8.21,41.42
11049,County_11049,Hawaii,Rural,9.36,1.96,67.2,32.8,4.21,21.53
25671,County_25671,Missouri,Urban,14.52,10.39,81.89,18.11,6.26,33.45
4005,County_4005,Arkansas,Urban,13.13,4.9,66.37,33.63,6.08,27.73
19525,County_19525,Maine,Rural,19.73,2.64,65.76,34.24,5.93,32.96
51331,County_51331,Other,Rural,14.82,2.39,70.03,29.97,5.38,25.12
53087,County_53087,Other,Rural,15.25,7.44,68.76,31.24,7.36,32.47
46225,County_46225,Virginia,Rural,7.75,1.2,62.16,37.84,7.28,17.37
37775,County_37775,Oregon,Rural,19.72,8.06,72.76,27.24,7.12,36.46
16679,County_16679,Kansas,Rural,12.96,6.65,76.91,23.09,3.08,27.45
4861,County_4861,Arkansas,Urban,20.73,8.76,75.5,24.5,6.01,34.45
35051,County_35051,Ohio,Suburban/Small City,11.74,8.51,,25.96,7.33,29.06
9843,County_9843,Florida,Rural,17.64,6.06,82.84,17.16,7.66,32.68
41835,County_41835,South Dakota,Rural,16.69,,74.1,25.9,8.67,32.63
48451,County_48451,West Virginia,Urban,21.55,6.11,81.26,18.74,9.93,40.04
47645,County_47645,Washington,Urban,,3.93,68.16,31.84,5.64,20.55
37163,County_37163,Oregon,Urban,12.21,1.53,73.11,26.89,6.38,
12135,County_12135,Idaho,Urban,14.88,5.82,76.45,23.55,7.24,30.3
35863,County_35863,Ohio,Rural,12.32,3.22,77.66,22.34,4.33,22.74
30837,County_30837,New Jersey,Urban,15.67,8.29,85.75,14.25,5.24,29.44
55151,County_55151,Other,Suburban/Small City,9.71,1.84,71.38,28.62,6.43,17.02
55711,County_55711,Other,Urban,17.53,9.46,79.04,20.96,5.66,35.04
7357,County_7357,Connecticut,Rural,14.05,2.95,65.69,34.31,6.12,27.1
48647,County_48647,West Virginia,Urban,12.56,3.96,70.29,29.71,5.29,23.31
12593,County_12593,Idaho,Rural,15.37,9.84,76.09,23.91,4.87,32.87
10219,County_10219,Georgia,Urban,14.31,1.98,75.77,24.23,7.25,25.22
34497,County_34497,North Dakota,Suburban/Small City,20.9,6.71,78.14,21.86,6.42,35.08
47103,County_47103,Washington,Rural,21.83,7.49,80.43,19.57,7.08,41.16
3673,County_3673,Arizona,Urban,,,62.2,37.8,6.17,31.86
13497,County_13497,Illinois,Rural,13.33,,70.7,29.3,6.31,24.72
30677,County_30677,New Jersey,Suburban/Small City,11.86,6.69,63.49,36.51,6.03,26.71
48957,County_48957,West Virginia,Rural,22.01,3.81,78.27,21.73,11.58,38.65
31057,County_31057,New Mexico,Rural,11.24,3.69,57.15,42.85,8.75,21.12
31967,County_31967,New Mexico,Urban,12.15,2.03,68.35,31.65,6.13,20.85
31833,County_31833,New Mexico,Rural,12.47,7.88,74.37,,5.66,28.58
1081,County_1081,Alabama,Rural,11.22,4.43,75.18,24.82,6.39,25.55
46943,County_46943,Virginia,Rural,17.08,7.95,82.45,17.55,9.8,38.57
46499,County_46499,Virginia,Urban,,2.99,68.91,31.09,8.12,26.85
3865,County_3865,Arizona,Rural,10.95,3.31,62.45,37.55,3.58,20.18
44827,County_44827,Utah,Urban,7.69,5.39,73.97,26.03,7.32,19.08
37873,County_37873,Oregon,Urban,13.24,7.64,79.3,20.7,7.12,29.93
24731,County_24731,Mississippi,Urban,11.33,,76.76,23.24,8.23,28.05
21825,County_21825,Massachusetts,Rural,21.49,7.55,76.93,23.07,8.16,37.03
12333,County_12333,Idaho,Urban,7.98,7.25,74.57,25.43,5.63,23.23
12809,County_12809,Idaho,Rural,21.88,8.23,84.91,15.09,10.16,40.35
17021,County_17021,Kentucky,Rural,22.15,8.95,86.96,13.04,7.16,42.51
24073,County_24073,Mississippi,Rural,13.8,7.68,65.13,34.87,6.51,31.89
38357,County_38357,Pennsylvania,Urban,5.71,2.78,75.87,24.13,7.19,15.41
40299,County_40299,South Carolina,Urban,20.25,6.94,72.1,27.9,6.0,35.07
53927,County_53927,Other,Rural,18.88,10.54,70.85,29.15,5.69,33.98
17087,County_17087,Kentucky,Urban,,7.94,79.18,20.82,6.18,33.4
36709,County_36709,Oklahoma,Rural,16.69,5.29,75.17,24.83,5.5,26.43
10703,County_10703,Georgia,Rural,16.45,3.7,66.92,33.08,5.73,26.89
52791,County_52791,Other,Rural,13.39,8.44,80.74,19.26,6.85,30.22
17091,County_17091,Kentucky,Urban,12.87,3.51,62.21,37.79,7.19,29.99
21779,County_21779,Massachusetts,Rural,21.12,7.43,78.03,21.97,3.83,35.69
32621,County_32621,New York,Urban,21.75,4.75,84.94,15.06,10.28,40.43
32297,County_32297,New York,Rural,18.8,8.2,75.77,24.23,6.37,35.2
37625,County_37625,Oregon,Rural,9.54,0.58,74.14,25.86,4.82,14.58
53727,County_53727,Other,Urban,9.8,4.13,76.99,23.01,5.78,21.42
27155,County_27155,Nebraska,Rural,5.78,5.8,67.97,32.03,6.52,19.04
35809,County_35809,Ohio,Rural,0.93,3.77,77.04,22.96,5.08,13.58
10247,County_10247,Georgia,Rural,19.18,6.87,74.94,25.06,4.98,33.93
1837,County_1837,Alabama,Urban,13.84,6.79,86.88,13.12,5.88,28.08
12475,County_12475,Idaho,Suburban/Small City,8.25,3.31,71.91,28.09,5.31,17.15
10891,County_10891,Georgia,Urban,22.35,12.16,,18.91,9.12,46.5
55203,County_55203,Other,Rural,19.22,2.77,73.12,26.88,6.07,27.99
15319,County_15319,Iowa,Rural,,5.18,79.25,20.75,4.41,24.38
10239,County_10239,Georgia,Rural,21.21,4.06,66.36,33.64,4.03,32.59
32241,County_32241,New York,Urban,17.01,8.51,78.06,21.94,8.71,33.89
29309,County_29309,New Hampshire,Urban,25.16,,78.92,21.08,7.65,38.5
41475,County_41475,South Dakota,Urban,16.96,3.28,66.8,33.2,5.74,28.12
10011,County_10011,Georgia,Urban,15.51,10.28,84.77,15.23,8.64,33.91
31093,County_31093,New Mexico,Rural,22.08,4.41,77.72,22.28,8.85,39.32
11647,County_11647,Hawaii,Rural,7.77,2.88,58.84,41.16,3.5,13.76
10937,County_10937,Georgia,Urban,17.41,5.81,74.93,25.07,7.61,32.41
12887,County_12887,Idaho,Rural,17.23,9.06,78.2,21.8,9.56,38.26
32425,County_32425,New York,Rural,9.37,1.93,58.31,41.69,6.69,20.63
40289,County_40289,South Carolina,Rural,20.86,9.67,93.42,6.58,10.69,44.22
36665,County_36665,Oklahoma,Rural,14.19,4.41,80.77,19.23,,29.03
26749,County_26749,Montana,Urban,20.33,6.36,71.16,28.84,4.78,34.02
7819,County_7819,Connecticut,Suburban/Small City,12.66,3.34,73.28,26.72,3.56,20.12
53177,County_53177,Other,Rural,10.78,3.2,64.69,35.31,5.82,20.6
10767,County_10767,Georgia,Urban,,5.69,83.26,16.74,6.9,15.83
22835,County_22835,Michigan,Suburban/Small City,24.02,6.39,71.94,,8.07,40.85
32163,County_32163,New York,Rural,12.84,5.54,72.75,27.25,8.55,29.19
19269,County_19269,Maine,Rural,25.06,7.63,84.07,15.93,5.23,40.47
2123,County_2123,Alaska,Rural,15.82,5.0,75.18,24.82,8.54,31.24
29937,County_29937,New Hampshire,Suburban/Small City,13.98,7.44,71.12,28.88,3.53,27.33
10815,County_10815,Georgia,Rural,14.76,7.81,81.47,18.53,4.82,31.07
33019,County_33019,North Carolina,Rural,18.26,3.82,74.3,25.7,4.58,28.49
15327,County_15327,Iowa,Rural,13.82,8.71,81.26,18.74,10.21,32.05
46801,County_46801,Virginia,Urban,23.73,6.94,76.18,23.82,5.05,37.97
51133,County_51133,Other,Rural,11.32,6.78,75.54,24.46,4.11,27.51
14721,County_14721,Indiana,Urban,7.49,2.48,75.27,24.73,1.49,14.33
45655,County_45655,Vermont,Rural,11.27,3.38,75.56,24.44,6.49,21.06
51701,County_51701,Other,Urban,18.74,7.79,78.82,21.18,7.46,35.9
46841,County_46841,Virginia,Rural,3.13,2.56,69.61,30.39,,12.34
40299,County_40299,South Carolina,Suburban/Small City,19.33,8.21,66.42,33.58,7.31,35.21
47393,County_47393,Washington,Urban,28.99,8.26,84.76,15.24,8.41,46.26
34169,County_34169,North Dakota,Urban,7.27,1.68,60.01,39.99,6.97,18.25
41369,County_41369,South Dakota,Urban,10.18,6.44,69.25,30.75,3.35,25.95
22989,County_22989,Michigan,Suburban/Small City,16.07,0.21,71.96,28.04,4.76,25.8
34371,County_34371,North Dakota,Rural,7.04,7.0,79.56,20.44,7.2,23.29
54523,County_54523,Other,Urban,16.1,5.53,82.83,17.17,6.77,31.32
44201,County_44201,Utah,Rural,19.22,8.77,69.99,30.01,6.75,34.1
1323,County_1323,Alabama,Suburban/Small City,13.51,3.32,72.86,27.14,3.58,25.41
11891,County_11891,Hawaii,Urban,17.8,8.76,77.35,22.65,5.1,32.14
31675,County_31675,New Mexico,Rural,16.86,5.79,70.15,29.85,7.51,30.75
43583,County_43583,Texas,Urban,21.14,10.17,75.0,25.0,4.8,34.6
13363,County_13363,Illinois,Urban,0.0,4.23,64.36,35.64,2.76,6.62
47701,County_47701,Washington,Suburban/Small City,17.22,5.07,70.27,29.73,5.92,25.72
29539,County_29539,New Hampshire,Rural,7.68,5.8,72.52,27.48,5.24,19.42
12365,County_12365,Idaho,Rural,,3.59,68.96,31.04,6.22,21.79
25657,County_25657,Missouri,Urban,27.04,7.75,84.66,15.34,7.0,43.33
12355,County_12355,Idaho,Rural,11.25,11.0,86.31,13.69,8.22,33.47
30697,County_30697,New Jersey,Urban,10.03,7.0,75.18,24.82,7.42,26.04
52033,County_52033,Other,Suburban/Small City,4.05,6.74,75.36,24.64,7.07,20.28
27727,County_27727,Nebraska,Rural,13.93,2.3,74.08,25.92,5.94,25.44
5111,County_5111,California,Urban,17.95,7.99,79.96,20.04,4.31,31.01
45655,County_45655,Vermont,Suburban/Small City,,8.25,71.38,28.62,1.37,32.88
42623,County_42623,Tennessee,Urban,20.8,7.91,84.76,15.24,9.27,40.5
49209,County_49209,Wisconsin,Rural,20.09,7.08,75.66,24.34,8.78,36.2
52889,County_52889,Other,Rural,7.76,7.61,60.11,39.89,5.38,
20331,County_20331,Maryland,Urban,18.41,4.46,69.81,30.19,7.43,29.34
17097,County_17097,Kentucky,Rural,13.09,1.27,58.06,41.94,9.19,28.23
18987,County_18987,Louisiana,Suburban/Small City,16.29,8.28,81.41,18.59,6.34,31.02
24187,County_24187,Mississippi,Urban,26.73,8.54,78.05,21.95,7.14,46.14
17429,County_17429,Kentucky,Rural,20.04,4.2,78.03,21.97,9.42,36.01
37293,County_37293,Oregon,Urban,,5.18,83.25,16.75,8.51,27.75
19925,County_19925,Maine,Urban,14.39,3.58,63.27,36.73,6.71,25.36
15485,County_15485,Iowa,Rural,22.88,7.31,68.36,31.64,7.49,37.21
37561,County_37561,Oregon,Rural,8.98,1.42,66.03,33.97,8.7,24.03
43087,County_43087,Texas,Rural,21.37,7.38,72.26,27.74,3.94,36.71
2239,County_2239,Alaska,Rural,9.03,6.6,66.63,33.37,4.4,22.89
1917,County_1917,Alabama,Rural,23.53,10.96,85.52,14.48,8.62,46.63
18911,County_18911,Louisiana,Urban,16.56,2.28,72.27,27.73,4.91,
50885,County_50885,Wyoming,Rural,18.56,5.43,77.41,22.59,0.02,26.28
3329,County_3329,Arizona,Rural,12.7,2.08,73.86,26.14,5.59,22.36
29063,County_29063,New Hampshire,Rural,9.99,6.84,69.32,30.68,5.92,23.2
54587,County_54587,Other,Rural,13.63,7.8,77.28,22.72,5.5,29.36
27957,County_27957,Nebraska,Urban,,4.68,77.73,22.27,5.37,35.12
33603,County_33603,North Carolina,Rural,27.33,8.33,85.16,14.84,7.07,44.56
33835,County_33835,North Carolina,Rural,13.91,5.88,70.49,29.51,6.67,28.19
47533,County_47533,Washington,Rural,20.23,11.2,82.25,17.75,7.61,
19949,County_19949,Maine,Suburban/Small City,11.25,7.57,70.29,29.71,4.36,28.27
40249,County_40249,South Carolina,Urban,15.19,4.05,75.38,24.62,7.83,30.69
17341,County_17341,Kentucky,Urban,21.77,6.82,85.4,14.6,5.85,36.98
