COUNTYFIPS,COUNTY,STATE,community_type,median_household_income,acs_median_hh_income,per_capita_income,gini_index
8215,County_8215,Delaware,Rural,38458.0,39907.0,16227.0,0.443
26945,County_26945,Montana,Rural,70758.0,69534.0,,0.439
43269,County_43269,Texas,Rural,50297.0,51741.0,20964.0,0.487
5749,County_5749,California,Rural,30618.0,27676.0,12874.0,0.526
34923,County_34923,North Dakota,Urban,43887.0,42433.0,18399.0,0.497
21557,County_21557,Massachusetts,Rural,47010.0,49886.0,29152.0,0.453
52597,County_52597,Other,Rural,32231.0,32608.0,9732.0,0.455
27993,County_27993,Nebraska,Urban,26060.0,25007.0,11187.0,0.483
40159,County_40159,South Carolina,Rural,60448.0,57786.0,27977.0,0.429
28781,County_28781,Nevada,Rural,37637.0,37516.0,16181.0,0.467
45099,County_45099,Vermont,Rural,65637.0,64526.0,34343.0,0.462
17679,County_17679,Kentucky,Suburban/Small City,63530.0,62998.0,28249.0,0.482
53289,County_53289,Other,Rural,57166.0,58367.0,25922.0,0.448
44211,County_44211,Utah,Rural,57073.0,56781.0,25620.0,0.43
30561,County_30561,New Jersey,Urban,48183.0,47542.0,20092.0,0.451
20501,County_20501,Maryland,Rural,56474.0,56842.0,26894.0,0.486
51407,County_51407,Other,Rural,76939.0,78008.0,32127.0,0.439
27011,County_27011,Nebraska,Rural,26655.0,24546.0,19322.0,0.451
38923,County_38923,Pennsylvania,Suburban/Small City,55116.0,56491.0,27020.0,
21681,County_21681,Massachusetts,Rural,32391.0,,20267.0,0.512
8899,County_8899,Delaware,Suburban/Small City,43892.0,44200.0,,0.517
14069,County_14069,Indiana,Urban,47717.0,48896.0,21603.0,0.455
4615,County_4615,Arkansas,Urban,40746.0,40830.0,16646.0,0.489
35427,County_35427,Ohio,Rural,39273.0,39650.0,18935.0,0.48
2549,County_2549,Alaska,Suburban/Small City,51273.0,53627.0,24618.0,0.51
26209,County_26209,Montana,Rural,41485.0,42867.0,14743.0,0.502
43117,County_43117,Texas,Rural,49710.0,50369.0,25455.0,0.483
34889,County_34889,North Dakota,Rural,51226.0,52532.0,17752.0,0.452
9819,County_9819,Florida,Rural,43760.0,41752.0,21184.0,0.469
31887,County_31887,New Mexico,Rural,53231.0,56356.0,24951.0,0.471
48807,County_48807,West Virginia,Rural,34454.0,34020.0,12591.0,0.474
27447,County_27447,Nebraska,Rural,38317.0,39869.0,16639.0,0.44
18273,County_18273,Louisiana,Urban,50452.0,50451.0,24591.0,0.452
34399,County_34399,North Dakota,Urban,76240.0,74903.0,27236.0,0.429
17981,County_17981,Kentucky,Urban,46501.0,46558.0,10665.0,0.479
8393,County_8393,Delaware,Rural,45914.0,46561.0,15952.0,0.469
22439,County_22439,Michigan,Urban,38578.0,41007.0,15208.0,0.5
31785,County_31785,New Mexico,Rural,46500.0,,16839.0,0.492
6853,County_6853,Colorado,Urban,55334.0,53626.0,18230.0,0.457
16195,County_16195,Kansas,Suburban/Small City,53436.0,53966.0,24386.0,0.46
16181,County_16181,Kansas,Suburban/Small City,55217.0,53067.0,17347.0,0.473
8141,County_8141,Delaware,Rural,68053.0,69819.0,32055.0,0.422
27479,County_27479,Nebraska,Rural,41558.0,42966.0,17574.0,
6177,County_6177,Colorado,Urban,58434.0,59914.0,27162.0,0.461
17721,County_17721,Kentucky,Rural,32300.0,32393.0,17923.0,0.514
1901,County_1901,Alabama,Urban,71250.0,73224.0,31735.0,0.439
41619,County_41619,South Dakota,Rural,40829.0,42916.0,17467.0,0.491
47163,County_47163,Washington,Urban,81237.0,80580.0,32876.0,0.408
33181,County_33181,North Carolina,Urban,63231.0,61780.0,27839.0,0.428
33085,County_33085,North Carolina,Rural,62838.0,61280.0,28837.0,0.444
53981,County_53981,Other,Rural,56340.0,58063.0,19176.0,0.472
28213,County_28213,Nevada,Rural,43244.0,43253.0,17407.0,0.468
12067,County_12067,Idaho,Rural,66120.0,67641.0,23551.0,0.436
5343,County_5343,California,Rural,60280.0,56179.0,23961.0,0.448
46755,County_46755,Virginia,Rural,31764.0,30470.0,12334.0,0.473
7325,County_7325,Connecticut,Rural,68332.0,,23346.0,0.466
49117,County_49117,Wisconsin,Urban,77205.0,77844.0,26864.0,0.404
48533,County_48533,West Virginia,Urban,61463.0,62701.0,22580.0,0.46
16777,County_16777,Kansas,Rural,44756.0,45457.0,16280.0,0.446
37595,County_37595,Oregon,Urban,54415.0,53583.0,30871.0,0.472
22493,County_22493,Michigan,Rural,69777.0,67392.0,32089.0,0.453
2275,County_2275,Alaska,Rural,45050.0,45277.0,14264.0,0.501
4643,County_4643,Arkansas,Rural,59987.0,59814.0,29662.0,0.449
38739,County_38739,Pennsylvania,Rural,39301.0,39246.0,27069.0,0.489
55373,County_55373,Other,Rural,64292.0,64389.0,29235.0,0.435
54673,County_54673,Other,Rural,56215.0,56578.0,20622.0,0.454
31063,County_31063,New Mexico,Rural,84807.0,85890.0,32495.0,0.4
13589,County_13589,Illinois,Urban,43684.0,43494.0,17369.0,
5983,County_5983,California,Rural,59468.0,59818.0,21423.0,0.423
11007,County_11007,Hawaii,Rural,63480.0,63503.0,25298.0,0.409
28815,County_28815,Nevada,Urban,67977.0,70184.0,34937.0,0.439
37719,County_37719,Oregon,Urban,54082.0,55833.0,,0.416
8743,County_8743,Delaware,Suburban/Small City,59158.0,57931.0,27786.0,0.46
45629,County_45629,Vermont,Rural,36145.0,33596.0,18208.0,0.513
26301,County_26301,Montana,Rural,36599.0,37825.0,16860.0,
35927,County_35927,Ohio,Urban,76795.0,77123.0,37249.0,0.428
21201,County_21201,Massachusetts,Rural,34677.0,35734.0,19507.0,0.497
35409,County_35409,Ohio,Urban,45994.0,47692.0,23252.0,0.425
16947,County_16947,Kansas,Urban,51646.0,53342.0,18951.0,0.435
22519,County_22519,Michigan,Rural,59903.0,59613.0,22918.0,
38649,County_38649,Pennsylvania,Rural,62946.0,62989.0,29285.0,0.426
17017,County_17017,Kentucky,Rural,38355.0,41372.0,14992.0,0.43
41105,County_41105,South Dakota,Rural,61957.0,62834.0,33004.0,0.435
16715,County_16715,Kansas,Rural,43020.0,42159.0,19066.0,0.454
34483,County_34483,North Dakota,Rural,49943.0,50012.0,22765.0,0.472
25785,County_25785,Missouri,Rural,27744.0,28672.0,15020.0,0.554
8217,County_8217,Delaware,Rural,75054.0,73246.0,30114.0,0.455
34571,County_34571,North Dakota,Rural,64365.0,63549.0,18758.0,0.445
5757,County_5757,California,Urban,38443.0,37565.0,18006.0,0.479
9769,County_9769,Florida,Rural,33119.0,33550.0,11315.0,0.481
33615,County_33615,North Carolina,Rural,55886.0,55855.0,21139.0,0.466
19369,County_19369,Maine,Urban,36736.0,36533.0,11039.0,0.467
32239,County_32239,New York,Urban,40002.0,40540.0,17266.0,0.507
19115,County_19115,Maine,Urban,74700.0,74705.0,30796.0,0.421
4513,County_4513,Arkansas,Suburban/Small City,72354.0,73133.0,28606.0,0.439
32147,County_32147,New York,Rural,38049.0,37918.0,17870.0,0.482
4835,County_4835,Arkansas,Suburban/Small City,46614.0,47334.0,28781.0,0.461
1763,County_1763,Alabama,Rural,60406.0,60255.0,26222.0,0.404
4621,County_4621,Arkansas,Rural,52951.0,53204.0,19016.0,0.453
34387,County_34387,North Dakota,Rural,35196.0,35096.0,16037.0,0.472
28045,County_28045,Nevada,Rural,44537.0,44581.0,20485.0,0.457
16741,County_16741,Kansas,Urban,53916.0,54730.0,25353.0,0.483
23947,County_23947,Minnesota,Rural,74364.0,,35354.0,0.393
43879,County_43879,Texas,Rural,31348.0,30790.0,20912.0,0.499
55623,County_55623,Other,Rural,46446.0,43993.0,12439.0,0.454
21777,County_21777,Massachusetts,Urban,45130.0,42887.0,22154.0,0.476
32479,County_32479,New York,Urban,64348.0,63437.0,19615.0,0.438
10963,County_10963,Georgia,Urban,73803.0,75505.0,29386.0,0.426
50101,County_50101,Wyoming,Suburban/Small City,,59543.0,31991.0,0.449
25989,County_25989,Missouri,Rural,42259.0,40962.0,16239.0,0.492
35811,County_35811,Ohio,Rural,,43668.0,16063.0,0.483
26961,County_26961,Montana,Rural,44212.0,45935.0,19208.0,0.436
20293,County_20293,Maryland,Suburban/Small City,65838.0,64549.0,35628.0,0.436
30541,County_30541,New Jersey,Urban,69211.0,68370.0,32488.0,0.412
50211,County_50211,Wyoming,Rural,70829.0,68336.0,27045.0,
27959,County_27959,Nebraska,Rural,69715.0,68830.0,29142.0,0.419
36565,County_36565,Oklahoma,Rural,64295.0,64303.0,32812.0,0.465
38017,County_38017,Pennsylvania,Rural,67584.0,69174.0,25421.0,0.457
15083,County_15083,Iowa,Urban,39351.0,37610.0,16667.0,0.484
50475,County_50475,Wyoming,Rural,68418.0,70047.0,29336.0,0.411
40989,County_40989,South Carolina,Urban,27252.0,25880.0,15407.0,0.512
48239,County_48239,West Virginia,Urban,43618.0,47300.0,27580.0,0.49
21353,County_21353,Massachusetts,Suburban/Small City,46162.0,47001.0,24683.0,0.449
19479,County_19479,Maine,Rural,59766.0,58773.0,30714.0,0.46
3869,County_3869,Arizona,Rural,57947.0,56075.0,24904.0,0.489
12621,County_12621,Idaho,Rural,31086.0,34096.0,,0.487
49409,County_49409,Wisconsin,Suburban/Small City,36018.0,36158.0,11802.0,0.521
35815,County_35815,Ohio,Rural,56683.0,56147.0,25262.0,0.431
4051,County_4051,Arkansas,Rural,40099.0,38573.0,17903.0,0.507
49391,County_49391,Wisconsin,Rural,49701.0,49222.0,33663.0,0.422
32555,County_32555,New York,Urban,74359.0,72039.0,32097.0,0.419
11049,County_11049,Hawaii,Rural,33394.0,32571.0,10958.0,0.491
25671,County_25671,Missouri,Urban,57977.0,56752.0,21865.0,0.44
4005,County_4005,Arkansas,Urban,37469.0,,15658.0,0.47
19525,County_19525,Maine,Rural,49904.0,52219.0,19734.0,0.415
51331,County_51331,Other,Rural,27717.0,25949.0,14064.0,0.461
53087,County_53087,Other,Rural,60891.0,61465.0,21095.0,0.433
46225,County_46225,Virginia,Rural,51590.0,51935.0,19970.0,0.454
37775,County_37775,Oregon,Rural,54089.0,52883.0,23815.0,0.452
16679,County_16679,Kansas,Rural,50025.0,48329.0,22917.0,0.487
4861,County_4861,Arkansas,Urban,59983.0,56930.0,22059.0,0.44
35051,County_35051,Ohio,Suburban/Small City,48833.0,48872.0,24965.0,0.452
9843,County_9843,Florida,Rural,71190.0,72616.0,29895.0,0.468
41835,County_41835,South Dakota,Rural,50632.0,50049.0,18372.0,0.491
48451,County_48451,West Virginia,Urban,75231.0,74088.0,,0.441
47645,County_47645,Washington,Urban,53315.0,53253.0,20600.0,0.464
37163,County_37163,Oregon,Urban,28069.0,28029.0,,
12135,County_12135,Idaho,Urban,64393.0,63228.0,28764.0,0.462
35863,County_35863,Ohio,Rural,38121.0,39369.0,18462.0,0.439
30837,County_30837,New Jersey,Urban,61183.0,61978.0,34970.0,0.429
55151,County_55151,Other,Suburban/Small City,,37430.0,17411.0,0.448
55711,County_55711,Other,Urban,61312.0,,22868.0,0.453
7357,County_7357,Connecticut,Rural,45915.0,43453.0,21107.0,0.482
48647,County_48647,West Virginia,Urban,47518.0,45769.0,19705.0,0.484
12593,County_12593,Idaho,Rural,60609.0,59573.0,24090.0,0.471
10219,County_10219,Georgia,Urban,45978.0,45809.0,16224.0,0.448
34497,County_34497,North Dakota,Suburban/Small City,62348.0,60554.0,27209.0,0.452
47103,County_47103,Washington,Rural,66969.0,65255.0,28531.0,0.429
3673,County_3673,Arizona,Urban,45050.0,45414.0,13976.0,0.506
13497,County_13497,Illinois,Rural,38941.0,40427.0,16102.0,
30677,County_30677,New Jersey,Suburban/Small City,49877.0,49922.0,,0.483
48957,County_48957,West Virginia,Rural,62727.0,64038.0,26344.0,0.435
31057,County_31057,New Mexico,Rural,24732.0,24487.0,9736.0,0.471
31967,County_31967,New Mexico,Urban,48680.0,48006.0,14895.0,0.454
31833,County_31833,New Mexico,Rural,,65142.0,26237.0,0.448
1081,County_1081,Alabama,Rural,53842.0,,16286.0,0.475
46943,County_46943,Virginia,Rural,61997.0,60583.0,24602.0,0.441
46499,County_46499,Virginia,Urban,47478.0,49099.0,16014.0,0.478
3865,County_3865,Arizona,Rural,36226.0,37456.0,15863.0,0.451
44827,County_44827,Utah,Urban,49231.0,46738.0,19435.0,0.446
37873,County_37873,Oregon,Urban,56100.0,56079.0,26157.0,0.452
24731,County_24731,Mississippi,Urban,59962.0,60421.0,29361.0,
21825,County_21825,Massachusetts,Rural,65787.0,64852.0,25573.0,0.427
12333,County_12333,Idaho,Urban,49955.0,,16612.0,0.475
12809,County_12809,Idaho,Rural,64297.0,63443.0,30704.0,0.412
17021,County_17021,Kentucky,Rural,71737.0,73706.0,30886.0,0.401
24073,County_24073,Mississippi,Rural,57336.0,57038.0,22095.0,0.424
38357,County_38357,Pennsylvania,Urban,35381.0,35498.0,13296.0,0.521
40299,County_40299,South Carolina,Urban,57653.0,57978.0,21565.0,0.434
53927,County_53927,Other,Rural,53178.0,54241.0,18768.0,0.446
17087,County_17087,Kentucky,Urban,66648.0,65897.0,26497.0,0.459
36709,County_36709,Oklahoma,Rural,48416.0,47412.0,19557.0,0.464
10703,County_10703,Georgia,Rural,47281.0,47179.0,22846.0,0.452
52791,County_52791,Other,Rural,70350.0,70841.0,30244.0,0.455
17091,County_17091,Kentucky,Urban,54305.0,54300.0,18721.0,0.477
21779,County_21779,Massachusetts,Rural,56811.0,55702.0,,0.46
32621,County_32621,New York,Urban,77770.0,76705.0,28320.0,0.435
32297,County_32297,New York,Rural,67962.0,65500.0,26968.0,0.441
37625,County_37625,Oregon,Rural,43317.0,44700.0,18385.0,0.465
53727,County_53727,Other,Urban,53252.0,51223.0,20161.0,0.464
27155,County_27155,Nebraska,Rural,48555.0,48211.0,22336.0,0.475
35809,County_35809,Ohio,Rural,39645.0,38993.0,15224.0,0.473
10247,County_10247,Georgia,Rural,49892.0,50786.0,19417.0,0.458
1837,County_1837,Alabama,Urban,71130.0,69287.0,30672.0,0.43
12475,County_12475,Idaho,Suburban/Small City,37697.0,40557.0,16071.0,0.461
10891,County_10891,Georgia,Urban,73569.0,70409.0,36138.0,0.444
55203,County_55203,Other,Rural,48739.0,47638.0,22467.0,0.451
15319,County_15319,Iowa,Rural,59310.0,57141.0,23800.0,0.452
10239,County_10239,Georgia,Rural,,48568.0,19752.0,0.436
32241,County_32241,New York,Urban,68425.0,68331.0,30607.0,0.396
29309,County_29309,New Hampshire,Urban,62519.0,62447.0,26206.0,0.408
41475,County_41475,South Dakota,Urban,61583.0,60598.0,25621.0,0.444
10011,County_10011,Georgia,Urban,55499.0,57564.0,19851.0,0.48
31093,County_31093,New Mexico,Rural,58627.0,60093.0,23050.0,0.486
11647,County_11647,Hawaii,Rural,29779.0,29987.0,11330.0,0.498
10937,County_10937,Georgia,Urban,54422.0,51531.0,18167.0,0.461
12887,County_12887,Idaho,Rural,69205.0,70079.0,29627.0,0.458
32425,County_32425,New York,Rural,39633.0,35969.0,14485.0,0.521
40289,County_40289,South Carolina,Rural,76847.0,76476.0,33857.0,0.452
36665,County_36665,Oklahoma,Rural,54735.0,56095.0,15166.0,0.467
26749,County_26749,Montana,Urban,54611.0,55280.0,22340.0,0.448
7819,County_7819,Connecticut,Suburban/Small City,40218.0,41559.0,20811.0,0.497
53177,County_53177,Other,Rural,,34652.0,14101.0,0.498
10767,County_10767,Georgia,Urban,41923.0,43641.0,15896.0,0.477
22835,County_22835,Michigan,Suburban/Small City,49481.0,51192.0,26011.0,0.461
32163,County_32163,New York,Rural,51674.0,51972.0,21027.0,0.454
19269,County_19269,Maine,Rural,68547.0,68480.0,31191.0,0.439
2123,County_2123,Alaska,Rural,57684.0,58565.0,24846.0,
29937,County_29937,New Hampshire,Suburban/Small City,37656.0,37032.0,15651.0,0.471
10815,County_10815,Georgia,Rural,58930.0,57850.0,20555.0,0.461
33019,County_33019,North Carolina,Rural,59507.0,59183.0,29688.0,0.444
15327,County_15327,Iowa,Rural,62798.0,59040.0,25540.0,
46801,County_46801,Virginia,Urban,47505.0,45755.0,19718.0,0.481
51133,County_51133,Other,Rural,41117.0,,19257.0,0.464
14721,County_14721,Indiana,Urban,32000.0,33723.0,14398.0,0.509
45655,County_45655,Vermont,Rural,48147.0,47069.0,20644.0,0.461
51701,County_51701,Other,Urban,59459.0,58090.0,19852.0,0.437
46841,County_46841,Virginia,Rural,29928.0,29360.0,15634.0,0.481
40299,County_40299,South Carolina,Suburban/Small City,64474.0,64322.0,29766.0,0.421
47393,County_47393,Washington,Urban,71820.0,70359.0,32379.0,0.449
34169,County_34169,North Dakota,Urban,,35000.0,13210.0,0.467
41369,County_41369,South Dakota,Urban,63700.0,64537.0,19855.0,0.456
22989,County_22989,Michigan,Suburban/Small City,30723.0,31164.0,14196.0,0.502
34371,County_34371,North Dakota,Rural,55533.0,53961.0,23545.0,0.472
54523,County_54523,Other,Urban,47156.0,45078.0,21641.0,0.471
44201,County_44201,Utah,Rural,46704.0,46936.0,22475.0,0.427
1323,County_1323,Alabama,Suburban/Small City,42516.0,44370.0,13890.0,0.46
11891,County_11891,Hawaii,Urban,59500.0,60087.0,22775.0,0.448
31675,County_31675,New Mexico,Rural,56528.0,59624.0,21753.0,0.461
43583,County_43583,Texas,Urban,66222.0,69093.0,28051.0,0.426
13363,County_13363,Illinois,Urban,,28063.0,13937.0,0.495
47701,County_47701,Washington,Suburban/Small City,44994.0,45766.0,11650.0,0.478
29539,County_29539,New Hampshire,Rural,46120.0,47029.0,23366.0,0.48
12365,County_12365,Idaho,Rural,30327.0,29074.0,12457.0,0.517
25657,County_25657,Missouri,Urban,63558.0,63272.0,31569.0,0.447
12355,County_12355,Idaho,Rural,66148.0,63903.0,33412.0,0.419
30697,County_30697,New Jersey,Urban,45841.0,46767.0,26345.0,0.459
52033,County_52033,Other,Suburban/Small City,51530.0,49920.0,18772.0,0.477
27727,County_27727,Nebraska,Rural,52782.0,53190.0,19697.0,0.435
5111,County_5111,California,Urban,58825.0,58908.0,28232.0,0.433
45655,County_45655,Vermont,Suburban/Small City,40842.0,38358.0,17881.0,0.467
42623,County_42623,Tennessee,Urban,67120.0,66290.0,25698.0,0.479
49209,County_49209,Wisconsin,Rural,63588.0,59867.0,27670.0,0.398
52889,County_52889,Other,Rural,41614.0,40985.0,18892.0,0.444
20331,County_20331,Maryland,Urban,41308.0,43268.0,20399.0,0.475
17097,County_17097,Kentucky,Rural,32729.0,31187.0,15830.0,0.491
18987,County_18987,Louisiana,Suburban/Small City,56751.0,60589.0,24412.0,0.439
24187,County_24187,Mississippi,Urban,65675.0,63372.0,37364.0,0.421
17429,County_17429,Kentucky,Rural,58818.0,58323.0,25668.0,0.464
37293,County_37293,Oregon,Urban,46917.0,47763.0,23614.0,0.472
19925,County_19925,Maine,Urban,40683.0,41542.0,17011.0,
15485,County_15485,Iowa,Rural,45806.0,43264.0,23147.0,0.518
37561,County_37561,Oregon,Rural,41370.0,42405.0,16751.0,0.488
43087,County_43087,Texas,Rural,57075.0,57100.0,22947.0,0.444
2239,County_2239,Alaska,Rural,45603.0,,16015.0,0.45
1917,County_1917,Alabama,Rural,71388.0,72093.0,34821.0,0.427
18911,County_18911,Louisiana,Urban,54022.0,54444.0,17806.0,0.455
50885,County_50885,Wyoming,Rural,66110.0,65485.0,27785.0,0.459
3329,County_3329,Arizona,Rural,43040.0,44295.0,17393.0,0.44
29063,County_29063,New Hampshire,Rural,51478.0,50873.0,25279.0,0.44
54587,County_54587,Other,Rural,55142.0,57415.0,24269.0,0.497
27957,County_27957,Nebraska,Urban,65015.0,67160.0,22819.0,0.467
33603,County_33603,North Carolina,Rural,70478.0,71965.0,27510.0,0.435
33835,County_33835,North Carolina,Rural,45285.0,45337.0,20499.0,0.457
47533,County_47533,Washington,Rural,66287.0,68252.0,35742.0,0.444
19949,County_19949,Maine,Suburban/Small City,53762.0,52495.0,18438.0,0.458
40249,County_40249,South Carolina,Urban,55890.0,58016.0,20921.0,0.467
17341,County_17341,Kentucky,Urban,49052.0,47683.0,24284.0,0.453
12187,County_12187,Idaho,Rural,50707.0,49814.0,19122.0,0.47
30095,County_30095,New Jersey,Suburban/Small City,62566.0,63298.0,24272.0,
11943,County_11943,Hawaii,Suburban/Small City,72513.0,71105.0,26145.0,0.45
31733,County_31733,New Mexico,Suburban/Small City,77330.0,74567.0,33125.0,0.409
8337,County_8337,Delaware,Urban,68971.0,67978.0,28289.0,0.429
12293,County_12293,Idaho,Suburban/Small City,33844.0,35017.0,14304.0,0.486
43809,County_43809,Texas,Rural,37703.0,38752.0,11301.0,0.459
53515,County_53515,Other,Rural,39738.0,39343.0,18301.0,0.478
51199,County_51199,Other,Rural,40284.0,39546.0,20632.0,0.525
21357,County_21357,Massachusetts,Rural,78487.0,76345.0,28999.0,0.45
55273,County_55273,Other,Urban,38038.0,40426.0,15059.0,0.51
1187,County_1187,Alabama,Rural,68613.0,68855.0,26202.0,0.459
22523,County_22523,Michigan,Urban,36024.0,36266.0,15648.0,0.469
43391,County_43391,Texas,Rural,73125.0,71935.0,26128.0,0.433
28897,County_28897,Nevada,Rural,47798.0,49972.0,21668.0,0.455
35929,County_35929,Ohio,Urban,57864.0,56684.0,30123.0,0.453
45193,County_45193,Vermont,Urban,26853.0,28048.0,17093.0,0.472
34829,County_34829,North Dakota,Urban,,62280.0,,0.448
27413,County_27413,Nebraska,Rural,73957.0,72890.0,33528.0,0.487
51773,County_51773,Other,Urban,51471.0,52382.0,20687.0,0.462
46055,County_46055,Virginia,Urban,,87350.0,32155.0,0.461
10661,County_10661,Georgia,Urban,47863.0,48056.0,18588.0,0.445
8877,County_8877,Delaware,Urban,56425.0,58107.0,21681.0,0.429
5499,County_5499,California,Rural,28741.0,29730.0,11858.0,0.479
25283,County_25283,Missouri,Rural,58227.0,63122.0,32027.0,0.417
7175,County_7175,Connecticut,Rural,59834.0,60574.0,25899.0,0.442
31585,County_31585,New Mexico,Urban,69512.0,69541.0,24388.0,0.457
30833,County_30833,New Jersey,Rural,70227.0,66795.0,33377.0,0.438
48387,County_48387,West Virginia,Rural,74133.0,75440.0,29971.0,0.459
1633,County_1633,Alabama,Rural,41294.0,41268.0,15451.0,0.504
48523,County_48523,West Virginia,Suburban/Small City,56863.0,54643.0,32686.0,0.405
26101,County_26101,Montana,Rural,30821.0,32437.0,18219.0,0.471
22667,County_22667,Michigan,Rural,67611.0,63723.0,27995.0,0.451
10581,County_10581,Georgia,Urban,59493.0,60238.0,29075.0,0.459
29307,County_29307,New Hampshire,Rural,28201.0,28355.0,8585.0,0.488
27675,County_27675,Nebraska,Urban,52681.0,51855.0,20400.0,0.476
