COUNTYFIPS,COUNTY,STATE,community_type,insurance_coverage_pct,uninsured_pct,uninsured_below64_pct,sahie_uninsured_pct,pct_private_insurance,pct_medicaid,pct_medicare_only
54005,County_54005,Other,Rural,78.31,21.69,26.72,21.32,36.43,34.19,5.02
15169,County_15169,Iowa,Rural,78.55,,26.12,22.02,40.32,32.28,
39507,County_39507,Rhode Island,Rural,71.84,28.16,33.54,28.57,43.29,45.89,5.36
28721,County_28721,Nevada,Urban,70.24,29.76,35.86,30.24,44.43,44.33,6.58
33077,County_33077,North Carolina,Urban,93.9,6.1,7.95,5.38,54.74,19.04,8.28
53843,County_53843,Other,Urban,83.5,16.5,19.95,17.15,38.91,29.21,4.34
54743,County_54743,Other,Urban,80.78,19.22,23.39,19.2,41.06,23.33,6.45
42463,County_42463,Tennessee,Rural,83.56,16.44,18.95,16.14,52.65,25.79,7.17
50921,County_50921,Wyoming,Urban,91.21,8.79,11.04,9.33,55.23,20.02,6.48
44779,County_44779,Utah,Urban,70.37,29.63,35.25,29.01,30.2,,7.02
30805,County_30805,New Jersey,Rural,94.11,5.89,6.93,6.15,48.39,15.25,5.46
55679,County_55679,Other,Rural,64.7,35.3,42.72,35.15,28.14,54.39,4.85
16113,County_16113,Kansas,Suburban/Small City,,17.72,20.97,17.61,44.51,36.42,5.21
43217,County_43217,Texas,Urban,84.79,15.21,19.09,15.02,37.01,22.08,6.63
32849,County_32849,New York,Urban,84.47,15.53,18.52,16.63,42.49,22.44,9.21
45827,County_45827,Vermont,Urban,74.83,25.17,29.8,26.11,36.95,29.58,7.56
37909,County_37909,Oregon,Rural,75.29,24.71,29.67,24.36,37.85,41.02,7.02
17399,County_17399,Kentucky,Urban,64.8,35.2,41.8,35.44,23.04,44.45,3.64
38595,County_38595,Pennsylvania,Rural,69.37,30.63,,31.53,37.45,43.23,5.44
18085,County_18085,Louisiana,Rural,67.57,32.43,38.45,32.96,35.05,50.24,6.14
23215,County_23215,Minnesota,Urban,90.94,9.06,9.91,8.72,42.85,16.78,6.87
44921,County_44921,Utah,Rural,85.84,14.16,17.03,14.42,45.02,18.96,5.74
42815,County_42815,Tennessee,Suburban/Small City,85.1,14.9,18.36,14.64,43.34,24.42,6.23
8035,County_8035,Delaware,Urban,93.51,6.49,7.61,6.7,52.86,17.54,3.84
13951,County_13951,Illinois,Rural,90.68,9.32,10.35,9.82,45.51,18.75,5.96
44193,County_44193,Utah,Rural,74.41,25.59,30.73,25.48,38.03,38.59,8.69
13213,County_13213,Illinois,Urban,73.45,26.55,32.35,26.52,38.14,47.01,5.29
26079,County_26079,Montana,Urban,84.81,15.19,18.33,15.73,47.62,30.85,7.08
40851,County_40851,South Carolina,Rural,74.14,25.86,31.33,25.68,36.1,40.82,7.54
38077,County_38077,Pennsylvania,Rural,75.53,24.47,28.52,24.7,33.98,31.79,4.02
31161,County_31161,New Mexico,Suburban/Small City,,13.39,15.68,13.42,44.29,24.72,5.28
8135,County_8135,Delaware,Rural,81.7,18.3,21.6,18.08,37.4,30.61,5.6
29047,County_29047,New Hampshire,Suburban/Small City,87.71,12.29,14.75,13.24,42.83,28.15,4.2
15909,County_15909,Iowa,Rural,71.99,28.01,33.66,28.12,28.21,43.8,6.11
2319,County_2319,Alaska,Urban,82.07,17.93,21.18,18.88,38.53,32.0,4.27
46267,County_46267,Virginia,Urban,72.59,27.41,32.86,28.08,42.64,46.13,6.07
55631,County_55631,Other,Urban,71.52,28.48,34.01,28.91,31.28,38.44,6.18
28553,County_28553,Nevada,Suburban/Small City,89.99,10.01,11.78,10.35,47.78,29.35,10.06
12941,County_12941,Idaho,Rural,76.71,23.29,27.51,23.95,36.66,33.0,6.14
11591,County_11591,Hawaii,Urban,86.44,13.56,16.28,13.82,40.17,19.29,6.36
52257,County_52257,Other,Urban,79.86,20.14,24.56,21.19,46.29,32.52,6.29
33251,County_33251,North Carolina,Rural,88.96,11.04,13.09,11.26,50.53,26.2,7.23
3725,County_3725,Arizona,Urban,76.36,23.64,28.66,24.04,38.92,37.01,6.33
31417,County_31417,New Mexico,Rural,74.68,25.32,30.64,25.87,34.36,37.76,7.07
13149,County_13149,Illinois,Rural,73.97,26.03,29.8,26.82,42.09,45.26,5.88
40725,County_40725,South Carolina,Rural,79.27,20.73,25.38,21.09,40.6,37.27,2.76
56063,County_56063,Other,Urban,89.23,10.77,12.57,10.49,48.34,27.08,8.83
24317,County_24317,Mississippi,Urban,83.61,16.39,19.34,16.3,43.76,31.38,5.7
18341,County_18341,Louisiana,Urban,63.23,36.77,43.63,36.73,30.23,50.75,6.82
15601,County_15601,Iowa,Rural,78.82,21.18,25.15,21.2,40.88,33.2,5.41
2943,County_2943,Alaska,Urban,92.54,7.46,8.94,7.25,53.83,16.3,8.43
10949,County_10949,Georgia,Rural,83.43,16.57,19.67,16.78,42.17,21.9,6.44
1041,County_1041,Alabama,Rural,66.16,33.84,39.87,34.66,27.92,48.77,5.78
9777,County_9777,Florida,Rural,74.49,25.51,29.43,26.83,36.14,34.67,7.85
27263,County_27263,Nebraska,Rural,82.0,18.0,21.86,18.85,35.99,23.95,4.45
1701,County_1701,Alabama,Urban,87.47,12.53,16.15,11.66,42.95,26.73,7.17
41389,County_41389,South Dakota,Rural,72.03,27.97,34.15,29.23,36.5,45.38,6.07
18099,County_18099,Louisiana,Urban,83.23,16.77,19.67,17.2,38.46,25.78,7.88
33977,County_33977,North Carolina,Suburban/Small City,85.51,14.49,17.53,14.99,38.07,23.19,7.45
32383,County_32383,New York,Rural,64.23,35.77,43.69,36.26,22.03,53.85,
48105,County_48105,West Virginia,Suburban/Small City,72.71,27.29,32.54,27.62,43.44,36.28,4.77
5719,County_5719,California,Rural,93.24,6.76,7.97,7.76,47.0,18.42,7.14
21621,County_21621,Massachusetts,Rural,76.93,23.07,26.93,23.64,36.34,38.68,6.4
21237,County_21237,Massachusetts,Rural,72.04,27.96,33.5,28.21,28.79,44.26,6.89
51665,County_51665,Other,Urban,84.23,15.77,18.81,15.82,52.44,27.62,6.91
26887,County_26887,Montana,Rural,,10.81,13.77,11.5,55.94,19.63,6.44
7849,County_7849,Connecticut,Rural,86.6,13.4,15.64,12.9,50.49,26.88,5.18
46889,County_46889,Virginia,Urban,88.22,,14.54,,59.43,24.95,6.32
16355,County_16355,Kansas,Urban,81.4,18.6,22.52,19.35,40.65,32.38,8.3
17175,County_17175,Kentucky,Rural,85.91,14.09,17.35,14.59,57.11,22.5,
56707,County_56707,Other,Rural,67.65,32.35,39.03,33.06,39.74,46.51,7.33
21071,County_21071,Massachusetts,Rural,84.08,15.92,19.57,15.67,46.91,21.22,7.33
34825,County_34825,North Dakota,Rural,75.48,24.52,28.94,24.76,31.42,41.13,4.42
38521,County_38521,Pennsylvania,Urban,79.58,20.42,24.77,20.8,51.08,24.95,2.15
55273,County_55273,Other,Rural,66.68,33.32,39.7,33.59,31.0,50.13,10.76
25471,County_25471,Missouri,Suburban/Small City,87.64,12.36,14.9,12.21,51.65,27.57,5.54
23357,County_23357,Minnesota,Urban,69.61,30.39,37.0,,36.05,44.19,7.12
8215,County_8215,Delaware,Rural,69.6,30.4,36.62,31.01,28.32,44.61,5.56
26945,County_26945,Montana,Rural,96.97,3.03,3.57,3.63,55.21,11.61,7.59
43269,County_43269,Texas,Rural,77.68,22.32,26.9,22.65,41.87,35.43,5.16
5749,County_5749,California,Rural,68.19,31.81,38.66,31.81,,,2.77
34923,County_34923,North Dakota,Urban,73.31,26.69,32.19,26.22,37.07,36.18,7.25
21557,County_21557,Massachusetts,Rural,,19.91,23.78,20.0,39.84,26.83,4.08
52597,County_52597,Other,Rural,64.22,35.78,42.67,35.99,40.79,42.44,5.89
27993,County_27993,Nebraska,Urban,63.04,36.96,44.75,38.32,24.45,48.54,6.06
40159,County_40159,South Carolina,Rural,78.3,21.7,25.89,22.26,35.09,34.4,6.12
28781,County_28781,Nevada,Rural,67.3,32.7,38.77,32.5,29.54,46.93,7.26
45099,County_45099,Vermont,Rural,91.73,8.27,10.15,8.8,53.85,23.68,7.69
17679,County_17679,Kentucky,Suburban/Small City,85.24,14.76,17.59,14.81,43.63,30.82,7.41
53289,County_53289,Other,Rural,81.37,18.63,22.22,19.15,35.93,32.74,5.09
44211,County_44211,Utah,Rural,82.08,17.92,21.54,18.19,39.2,29.93,6.3
30561,County_30561,New Jersey,Urban,76.4,23.6,28.4,25.21,42.86,41.77,6.12
20501,County_20501,Maryland,Rural,80.25,19.75,23.51,20.34,40.37,,3.53
51407,County_51407,Other,Rural,89.95,10.05,12.22,10.06,53.44,18.31,6.5
27011,County_27011,Nebraska,Rural,67.09,32.91,39.49,34.04,24.32,50.96,4.63
38923,County_38923,Pennsylvania,Suburban/Small City,82.27,17.73,21.61,18.16,42.94,29.31,4.6
21681,County_21681,Massachusetts,Rural,70.8,29.2,,29.16,29.58,41.94,
8899,County_8899,Delaware,Suburban/Small City,75.71,24.29,29.73,24.4,41.32,35.41,5.66
14069,County_14069,Indiana,Urban,77.88,22.12,26.28,23.01,46.61,34.38,7.84
4615,County_4615,Arkansas,Urban,69.24,30.76,36.93,29.32,32.71,41.71,6.81
35427,County_35427,Ohio,Rural,70.37,29.63,35.78,30.32,36.76,42.19,5.92
2549,County_2549,Alaska,Suburban/Small City,71.74,28.26,33.87,28.2,34.86,35.69,6.06
26209,County_26209,Montana,Rural,68.17,31.83,37.94,32.26,34.55,46.74,6.12
43117,County_43117,Texas,Rural,77.54,22.46,27.06,22.01,42.06,31.45,5.59
34889,County_34889,North Dakota,Rural,71.3,28.7,34.35,28.18,39.17,27.21,8.03
9819,County_9819,Florida,Rural,72.97,27.03,33.22,27.59,33.08,38.11,7.57
31887,County_31887,New Mexico,Rural,78.25,21.75,26.64,22.1,32.23,34.07,5.42
48807,County_48807,West Virginia,Rural,66.51,33.49,39.55,33.51,24.93,54.28,6.37
27447,County_27447,Nebraska,Rural,69.04,30.96,36.99,30.92,39.21,,6.29
18273,County_18273,Louisiana,Urban,78.73,21.27,25.87,20.86,43.75,31.57,7.55
34399,County_34399,North Dakota,Urban,93.28,6.72,7.71,7.64,55.14,24.09,8.45
17981,County_17981,Kentucky,Urban,68.55,31.45,38.52,31.68,30.96,47.48,6.35
8393,County_8393,Delaware,Rural,69.57,30.43,36.91,30.21,34.6,38.06,5.56
22439,County_22439,Michigan,Urban,69.94,30.06,,30.72,31.13,46.09,7.22
31785,County_31785,New Mexico,Rural,75.15,24.85,29.32,24.6,37.11,38.07,5.5
6853,County_6853,Colorado,Urban,69.86,30.14,35.96,30.81,31.8,46.23,7.31
16195,County_16195,Kansas,Suburban/Small City,82.02,17.98,20.88,18.74,49.59,31.32,7.96
16181,County_16181,Kansas,Suburban/Small City,72.56,27.44,32.83,28.48,35.42,34.3,7.41
8141,County_8141,Delaware,Rural,90.47,9.53,12.29,9.24,50.26,14.82,4.23
27479,County_27479,Nebraska,Rural,74.33,25.67,30.35,26.08,31.93,37.47,5.56
6177,County_6177,Colorado,Urban,83.18,16.82,21.13,16.33,54.41,27.26,6.93
17721,County_17721,Kentucky,Rural,70.28,29.72,35.25,30.49,26.7,49.21,6.71
1901,County_1901,Alabama,Urban,90.48,9.52,11.8,9.69,48.86,13.2,4.68
41619,County_41619,South Dakota,Rural,72.18,27.82,33.6,28.26,36.17,41.99,6.4
47163,County_47163,Washington,Urban,92.09,7.91,8.75,7.91,53.77,12.59,7.27
33181,County_33181,North Carolina,Urban,87.6,12.4,14.37,12.53,52.54,17.71,7.1
33085,County_33085,North Carolina,Rural,82.62,17.38,20.58,17.82,53.76,33.27,7.88
53981,County_53981,Other,Rural,78.22,21.78,26.04,21.95,40.37,31.76,5.74
28213,County_28213,Nevada,Rural,73.8,26.2,31.65,26.48,35.19,35.71,3.04
12067,County_12067,Idaho,Rural,79.12,20.88,24.51,22.18,44.14,25.75,5.66
5343,County_5343,California,Rural,80.17,19.83,23.86,19.98,46.13,29.16,6.21
46755,County_46755,Virginia,Rural,64.18,35.82,44.02,35.82,,48.37,5.46
7325,County_7325,Connecticut,Rural,82.11,17.89,22.06,18.42,,35.0,5.22
49117,County_49117,Wisconsin,Urban,86.24,13.76,16.98,14.62,48.98,17.78,5.66
48533,County_48533,West Virginia,Urban,79.01,20.99,24.6,20.64,43.18,25.42,6.64
16777,County_16777,Kansas,Rural,71.61,28.39,34.13,29.02,29.44,44.25,4.95
37595,County_37595,Oregon,Urban,84.16,15.84,19.41,16.37,48.18,27.84,4.96
22493,County_22493,Michigan,Rural,90.49,9.51,11.68,9.44,41.99,20.65,6.52
2275,County_2275,Alaska,Rural,68.4,31.6,37.27,32.12,27.67,38.14,8.77
4643,County_4643,Arkansas,Rural,84.71,15.29,17.83,16.32,51.94,29.26,8.24
38739,County_38739,Pennsylvania,Rural,73.81,26.19,31.6,26.25,30.0,45.13,5.6
55373,County_55373,Other,Rural,84.95,15.05,17.29,15.42,46.26,,4.48
54673,County_54673,Other,Rural,81.08,18.92,22.73,19.27,32.59,30.43,4.83
31063,County_31063,New Mexico,Rural,90.8,9.2,10.55,9.72,51.33,18.44,7.79
13589,County_13589,Illinois,Urban,67.61,32.39,39.21,32.06,35.17,42.92,4.54
5983,County_5983,California,Rural,80.26,19.74,24.05,19.79,41.02,40.71,7.05
11007,County_11007,Hawaii,Rural,85.85,14.15,18.01,14.6,58.14,22.92,6.31
28815,County_28815,Nevada,Urban,92.02,7.98,10.71,8.31,43.22,13.61,6.41
37719,County_37719,Oregon,Urban,82.66,,20.86,17.52,44.44,29.03,8.43
8743,County_8743,Delaware,Suburban/Small City,,18.87,22.54,19.4,46.46,29.67,8.44
45629,County_45629,Vermont,Rural,68.76,31.24,37.83,31.88,36.8,45.08,6.65
26301,County_26301,Montana,Rural,74.52,25.48,,25.99,28.66,42.27,8.76
35927,County_35927,Ohio,Urban,88.63,11.37,14.79,12.07,53.81,21.54,4.76
21201,County_21201,Massachusetts,Rural,73.02,26.98,32.34,27.74,26.23,,5.54
35409,County_35409,Ohio,Urban,74.81,25.19,29.87,25.34,37.94,42.9,5.66
16947,County_16947,Kansas,Urban,74.95,25.05,30.2,25.59,29.17,30.28,7.36
22519,County_22519,Michigan,Rural,84.14,15.86,17.8,16.31,44.73,27.16,8.68
38649,County_38649,Pennsylvania,Rural,92.82,7.18,8.16,6.83,,22.01,8.37
17017,County_17017,Kentucky,Rural,66.23,33.77,40.91,34.15,31.8,48.67,6.42
41105,County_41105,South Dakota,Rural,82.22,17.78,20.75,18.99,38.22,25.26,6.44
16715,County_16715,Kansas,Rural,73.45,26.55,31.56,26.5,40.77,36.01,8.07
34483,County_34483,North Dakota,Rural,81.82,18.18,21.6,17.96,35.46,33.14,5.09
25785,County_25785,Missouri,Rural,63.35,36.65,44.16,36.65,23.83,47.29,6.43
8217,County_8217,Delaware,Rural,93.91,6.09,8.07,6.66,47.41,16.89,8.04
34571,County_34571,North Dakota,Rural,82.58,17.42,21.36,17.37,47.13,,4.61
5757,County_5757,California,Urban,67.15,32.85,38.83,31.91,40.98,50.03,3.88
9769,County_9769,Florida,Rural,71.46,28.54,34.17,28.57,32.52,47.01,5.8
33615,County_33615,North Carolina,Rural,76.65,23.35,27.66,,35.92,37.73,
19369,County_19369,Maine,Urban,64.39,35.61,42.18,,25.2,57.56,4.32
32239,County_32239,New York,Urban,72.57,27.43,32.58,28.09,29.55,39.57,5.49
19115,County_19115,Maine,Urban,92.15,7.85,9.43,8.12,61.06,22.47,7.42
4513,County_4513,Arkansas,Suburban/Small City,85.39,14.61,17.93,14.16,55.95,20.28,5.33
32147,County_32147,New York,Rural,74.35,25.65,31.05,,29.75,38.71,5.74
4835,County_4835,Arkansas,Suburban/Small City,81.02,18.98,23.24,19.22,47.2,32.49,
1763,County_1763,Alabama,Rural,88.07,11.93,,11.1,42.76,18.63,5.59
4621,County_4621,Arkansas,Rural,80.16,19.84,24.22,20.87,42.48,30.23,6.07
34387,County_34387,North Dakota,Rural,65.69,34.31,41.07,34.7,29.13,,4.34
28045,County_28045,Nevada,Rural,78.6,21.4,25.69,20.82,37.47,35.73,6.16
16741,County_16741,Kansas,Urban,84.55,15.45,18.42,15.47,53.2,33.18,6.61
23947,County_23947,Minnesota,Rural,94.29,5.71,7.38,6.07,49.85,17.64,8.58
43879,County_43879,Texas,Rural,67.96,32.04,38.59,31.53,32.76,42.08,6.08
55623,County_55623,Other,Rural,75.63,24.37,28.79,25.02,27.82,36.52,7.32
21777,County_21777,Massachusetts,Urban,72.56,27.44,33.03,27.34,37.71,41.98,7.98
32479,County_32479,New York,Urban,79.83,20.17,23.49,20.03,44.3,25.1,5.74
10963,County_10963,Georgia,Urban,85.48,14.52,17.32,14.34,45.45,24.91,6.5
50101,County_50101,Wyoming,Suburban/Small City,87.41,12.59,15.31,12.67,,18.62,6.51
25989,County_25989,Missouri,Rural,65.51,34.49,41.84,,16.14,46.24,5.6
35811,County_35811,Ohio,Rural,66.75,33.25,39.86,33.47,38.24,43.1,7.84
26961,County_26961,Montana,Rural,73.33,26.67,,27.31,38.63,47.42,7.25
20293,County_20293,Maryland,Suburban/Small City,,10.07,13.12,10.59,50.01,25.3,5.05
30541,County_30541,New Jersey,Urban,88.53,11.47,13.44,11.68,52.64,21.45,6.62
50211,County_50211,Wyoming,Rural,92.38,7.62,8.97,7.82,50.25,18.03,9.2
27959,County_27959,Nebraska,Rural,85.33,14.67,17.97,15.32,47.2,23.29,7.47
36565,County_36565,Oklahoma,Rural,,8.78,10.28,8.63,53.6,18.13,6.16
38017,County_38017,Pennsylvania,Rural,87.33,12.67,14.61,12.71,50.41,34.37,3.98
15083,County_15083,Iowa,Urban,65.93,34.07,41.17,33.62,29.8,50.48,4.52
50475,County_50475,Wyoming,Rural,86.83,13.17,15.91,13.46,47.94,26.5,8.31
40989,County_40989,South Carolina,Urban,69.39,30.61,35.59,30.37,33.85,45.61,4.53
48239,County_48239,West Virginia,Urban,78.27,,27.04,21.68,32.0,34.48,6.14
21353,County_21353,Massachusetts,Suburban/Small City,81.72,18.28,22.6,18.85,39.69,30.53,8.72
19479,County_19479,Maine,Rural,84.53,15.47,18.64,14.76,42.94,29.26,6.36
3869,County_3869,Arizona,Rural,79.1,20.9,24.71,20.51,42.16,26.17,4.9
12621,County_12621,Idaho,Rural,70.35,29.65,34.43,29.58,29.74,47.69,5.35
49409,County_49409,Wisconsin,Suburban/Small City,66.76,33.24,39.68,33.55,21.86,48.23,4.64
35815,County_35815,Ohio,Rural,80.39,19.61,22.74,19.29,39.96,32.77,5.77
4051,County_4051,Arkansas,Rural,71.88,28.12,33.63,28.62,35.88,34.64,4.03
49391,County_49391,Wisconsin,Rural,86.37,13.63,,14.34,55.2,28.22,5.33
32555,County_32555,New York,Urban,94.47,5.53,6.11,5.19,53.05,13.7,5.26
11049,County_11049,Hawaii,Rural,60.27,39.73,48.34,39.71,28.27,43.16,5.64
25671,County_25671,Missouri,Urban,89.92,10.08,13.07,10.0,54.4,27.77,5.51
4005,County_4005,Arkansas,Urban,66.9,33.1,39.94,32.59,27.06,47.75,6.09
19525,County_19525,Maine,Rural,76.44,23.56,28.42,24.43,45.62,29.36,6.51
51331,County_51331,Other,Rural,62.29,37.71,,37.63,31.1,52.52,6.06
53087,County_53087,Other,Rural,83.16,16.84,20.49,17.59,,28.58,9.4
46225,County_46225,Virginia,Rural,74.05,25.95,31.29,27.34,37.62,46.7,7.31
37775,County_37775,Oregon,Rural,74.48,25.52,30.58,,40.53,30.09,6.13
16679,County_16679,Kansas,Rural,75.63,24.37,29.75,24.01,27.02,37.62,8.98
4861,County_4861,Arkansas,Urban,78.06,21.94,26.7,22.23,39.18,39.07,5.3
35051,County_35051,Ohio,Suburban/Small City,76.5,23.5,28.38,24.13,34.79,36.91,6.25
9843,County_9843,Florida,Rural,93.76,6.24,7.02,6.42,45.78,24.94,9.19
41835,County_41835,South Dakota,Rural,76.19,23.81,28.75,24.88,34.15,39.25,5.01
48451,County_48451,West Virginia,Urban,85.59,14.41,18.39,14.17,49.26,20.93,7.8
47645,County_47645,Washington,Urban,76.76,23.24,28.6,24.2,32.85,37.74,4.66
37163,County_37163,Oregon,Urban,64.05,35.95,43.95,36.02,34.21,52.4,6.54
12135,County_12135,Idaho,Urban,80.49,19.51,23.24,19.03,48.7,23.6,8.12
35863,County_35863,Ohio,Rural,72.15,27.85,33.13,28.84,42.99,,6.13
30837,County_30837,New Jersey,Urban,89.3,10.7,14.24,11.24,47.63,16.96,6.52
55151,County_55151,Other,Suburban/Small City,70.73,29.27,35.96,29.1,39.69,36.91,4.24
55711,County_55711,Other,Urban,77.11,22.89,28.25,23.64,47.25,26.53,5.56
7357,County_7357,Connecticut,Rural,73.41,26.59,31.72,26.21,32.59,38.58,7.43
48647,County_48647,West Virginia,Urban,73.01,26.99,32.26,27.57,35.51,33.43,7.02
12593,County_12593,Idaho,Rural,82.42,17.58,21.79,17.87,39.41,33.55,4.85
10219,County_10219,Georgia,Urban,73.8,26.2,31.28,26.95,28.1,44.9,
34497,County_34497,North Dakota,Suburban/Small City,86.4,13.6,16.26,14.25,55.75,24.44,6.14
47103,County_47103,Washington,Rural,84.99,15.01,17.94,15.73,43.44,23.13,3.75
3673,County_3673,Arizona,Urban,75.32,24.68,29.71,24.73,30.88,46.22,7.25
13497,County_13497,Illinois,Rural,,27.86,33.23,28.34,46.21,44.07,2.63
30677,County_30677,New Jersey,Suburban/Small City,73.79,26.21,31.75,26.28,36.4,34.93,6.64
48957,County_48957,West Virginia,Rural,81.17,18.83,22.56,18.99,41.98,33.09,6.44
31057,County_31057,New Mexico,Rural,62.75,37.25,44.39,37.77,25.24,51.49,4.77
31967,County_31967,New Mexico,Urban,76.42,23.58,28.35,23.05,30.86,38.4,6.36
31833,County_31833,New Mexico,Rural,84.37,,19.05,16.68,40.9,28.09,5.07
1081,County_1081,Alabama,Rural,,30.0,36.39,30.72,31.64,42.35,5.48
46943,County_46943,Virginia,Rural,83.19,16.81,20.22,15.94,50.69,23.75,4.25
46499,County_46499,Virginia,Urban,70.89,29.11,35.0,30.34,29.99,37.25,5.29
3865,County_3865,Arizona,Rural,72.15,27.85,33.16,28.09,32.69,46.32,3.42
44827,County_44827,Utah,Urban,77.24,22.76,27.17,22.68,39.34,42.18,6.97
37873,County_37873,Oregon,Urban,81.31,18.69,22.98,20.21,44.8,32.37,5.22
24731,County_24731,Mississippi,Urban,81.82,18.18,21.47,18.74,44.22,,6.61
21825,County_21825,Massachusetts,Rural,82.86,17.14,20.35,17.83,44.9,26.42,5.68
12333,County_12333,Idaho,Urban,72.01,27.99,33.92,28.27,42.71,39.26,4.98
12809,County_12809,Idaho,Rural,90.37,9.63,11.88,8.31,50.09,20.6,7.88
17021,County_17021,Kentucky,Rural,90.65,9.35,10.52,9.79,48.31,21.04,4.38
24073,County_24073,Mississippi,Rural,77.55,22.45,27.03,22.21,33.36,28.02,7.86
38357,County_38357,Pennsylvania,Urban,69.78,30.22,36.38,30.08,32.97,43.7,
40299,County_40299,South Carolina,Urban,81.76,18.24,21.55,18.72,40.15,33.24,3.56
53927,County_53927,Other,Rural,80.06,19.94,24.23,19.66,42.93,38.83,8.2
17087,County_17087,Kentucky,Urban,86.46,13.54,16.08,14.46,53.7,30.83,4.82
36709,County_36709,Oklahoma,Rural,77.15,22.85,28.01,22.93,45.25,32.83,8.11
10703,County_10703,Georgia,Rural,73.28,26.72,31.52,27.17,41.45,38.86,8.46
52791,County_52791,Other,Rural,91.3,8.7,10.26,8.66,,26.65,2.87
17091,County_17091,Kentucky,Urban,69.16,30.84,37.57,30.66,35.06,37.41,7.21
21779,County_21779,Massachusetts,Rural,78.97,21.03,25.0,21.62,42.41,35.04,5.65
32621,County_32621,New York,Urban,92.18,7.82,,7.32,41.29,25.5,7.44
32297,County_32297,New York,Rural,85.6,14.4,17.14,13.92,37.15,27.76,7.93
37625,County_37625,Oregon,Rural,70.8,29.2,35.79,28.76,29.86,36.56,6.84
53727,County_53727,Other,Urban,75.51,24.49,29.41,24.33,41.19,32.62,6.45
27155,County_27155,Nebraska,Rural,68.0,32.0,38.48,31.89,33.7,39.81,7.54
35809,County_35809,Ohio,Rural,,29.59,34.89,29.76,28.46,43.7,6.79
10247,County_10247,Georgia,Rural,74.78,25.22,30.14,25.65,42.05,38.52,5.28
1837,County_1837,Alabama,Urban,92.06,7.94,9.06,8.17,55.2,21.15,7.01
12475,County_12475,Idaho,Suburban/Small City,70.17,29.83,36.14,30.17,36.57,40.44,6.55
10891,County_10891,Georgia,Urban,90.89,9.11,10.77,8.88,46.56,21.58,7.59
55203,County_55203,Other,Rural,79.55,20.45,24.26,21.41,35.57,39.56,
15319,County_15319,Iowa,Rural,79.99,20.01,24.89,19.87,48.13,24.45,
10239,County_10239,Georgia,Rural,80.49,19.51,23.74,19.52,43.42,30.8,7.44
32241,County_32241,New York,Urban,90.08,9.92,12.41,10.92,54.21,25.02,5.9
29309,County_29309,New Hampshire,Urban,86.98,13.02,16.62,,59.13,27.81,5.56
41475,County_41475,South Dakota,Urban,82.39,17.61,21.27,18.0,45.56,34.34,8.35
10011,County_10011,Georgia,Urban,76.31,23.69,29.01,24.17,37.08,35.18,6.29
31093,County_31093,New Mexico,Rural,85.45,14.55,17.72,14.71,40.41,29.78,4.5
11647,County_11647,Hawaii,Rural,64.37,35.63,42.98,36.49,28.73,51.62,5.6
10937,County_10937,Georgia,Urban,71.98,28.02,34.12,27.94,34.12,38.76,6.05
12887,County_12887,Idaho,Rural,87.8,12.2,15.48,12.31,45.84,28.49,3.2
32425,County_32425,New York,Rural,70.9,29.1,34.67,29.4,39.79,48.35,7.75
40289,County_40289,South Carolina,Rural,93.59,,6.64,6.59,48.03,12.5,4.88
36665,County_36665,Oklahoma,Rural,80.26,19.74,23.28,,40.29,34.25,2.54
26749,County_26749,Montana,Urban,76.49,23.51,28.25,23.88,34.49,33.53,5.9
7819,County_7819,Connecticut,Suburban/Small City,70.29,29.71,35.01,30.01,25.22,41.07,4.47
53177,County_53177,Other,Rural,66.02,33.98,41.24,33.54,34.66,47.06,7.33
10767,County_10767,Georgia,Urban,65.63,34.37,41.26,33.83,26.63,51.77,4.73
22835,County_22835,Michigan,Suburban/Small City,79.09,20.91,25.12,20.86,43.21,31.63,6.49
32163,County_32163,New York,Rural,75.72,24.28,29.7,25.09,42.56,30.96,4.65
19269,County_19269,Maine,Rural,85.24,14.76,18.21,15.83,51.04,28.46,5.34
2123,County_2123,Alaska,Rural,75.69,24.31,29.67,24.72,44.43,31.49,8.99
29937,County_29937,New Hampshire,Suburban/Small City,66.73,33.27,39.58,33.59,31.59,40.42,5.77
