COUNTYFIPS,COUNTY,STATE,community_type,disability_rate_pct,child_disability_rate_pct,nonvet_disability_18_64_pct,vet_disability_18_64_pct
27447,County_27447,Nebraska,Rural,29.35,15.72,26.28,33.48
18273,County_18273,Louisiana,Urban,21.56,10.61,20.12,33.16
34399,County_34399,North Dakota,Urban,11.53,6.88,,25.06
17981,County_17981,Kentucky,Urban,30.51,16.86,,38.31
8393,County_8393,Delaware,Rural,26.06,13.84,17.65,34.18
22439,County_22439,Michigan,Urban,34.25,15.74,27.6,41.5
31785,County_31785,New Mexico,Rural,23.16,13.98,18.93,37.15
6853,County_6853,Colorado,Urban,28.88,16.3,26.19,35.97
16195,County_16195,Kansas,Suburban/Small City,21.95,12.61,20.64,30.82
16181,County_16181,Kansas,Suburban/Small City,24.4,11.33,22.94,32.82
8141,County_8141,Delaware,Rural,11.21,2.46,9.26,25.29
27479,County_27479,Nebraska,Rural,21.25,10.44,15.67,36.25
6177,County_6177,Colorado,Urban,16.61,7.98,13.42,30.42
17721,County_17721,Kentucky,Rural,28.92,14.9,25.7,37.75
1901,County_1901,Alabama,Urban,9.64,4.53,7.2,24.97
41619,County_41619,South Dakota,Rural,28.13,13.15,21.3,24.62
47163,County_47163,Washington,Urban,11.4,7.01,6.79,21.09
33181,County_33181,North Carolina,Urban,12.12,5.9,11.91,20.32
33085,County_33085,North Carolina,Rural,16.78,8.72,16.44,25.48
53981,County_53981,Other,Rural,20.75,10.12,18.97,35.16
28213,County_28213,Nevada,Rural,26.41,14.71,23.8,34.58
12067,County_12067,Idaho,Rural,19.66,10.16,18.16,29.78
5343,County_5343,California,Rural,16.96,10.18,14.36,37.4
46755,County_46755,Virginia,Rural,35.28,,30.45,40.59
7325,County_7325,Connecticut,Rural,16.92,8.32,15.03,22.48
49117,County_49117,Wisconsin,Urban,13.84,6.66,11.54,26.65
48533,County_48533,West Virginia,Urban,19.61,9.02,16.61,31.89
16777,County_16777,Kansas,Rural,26.39,14.96,24.25,35.89
37595,County_37595,Oregon,Urban,17.6,8.32,11.48,31.36
22493,County_22493,Michigan,Rural,15.67,7.0,14.5,23.13
2275,County_2275,Alaska,Rural,24.12,12.33,18.35,30.98
4643,County_4643,Arkansas,Rural,18.43,9.47,18.45,21.91
38739,County_38739,Pennsylvania,Rural,26.12,13.9,23.39,38.74
55373,County_55373,Other,Rural,16.02,10.73,12.69,38.06
54673,County_54673,Other,Rural,23.09,12.15,24.34,37.13
31063,County_31063,New Mexico,Rural,10.4,5.31,7.89,26.05
13589,County_13589,Illinois,Urban,27.79,13.43,23.32,40.7
5983,County_5983,California,Rural,18.07,9.77,16.59,28.87
11007,County_11007,Hawaii,Rural,12.08,6.71,11.6,19.01
28815,County_28815,Nevada,Urban,12.55,6.07,11.31,22.78
37719,County_37719,Oregon,Urban,18.36,10.37,11.77,21.3
8743,County_8743,Delaware,Suburban/Small City,18.34,9.08,12.1,34.18
45629,County_45629,Vermont,Rural,29.62,12.62,24.77,35.66
26301,County_26301,Montana,Rural,,13.4,21.7,31.22
35927,County_35927,Ohio,Urban,12.53,7.34,12.25,13.75
21201,County_21201,Massachusetts,Rural,25.33,11.07,19.72,
35409,County_35409,Ohio,Urban,25.59,9.01,23.65,36.4
16947,County_16947,Kansas,Urban,24.72,11.52,19.71,32.92
22519,County_22519,Michigan,Rural,19.95,8.85,20.87,37.37
38649,County_38649,Pennsylvania,Rural,9.99,6.19,10.63,22.82
17017,County_17017,Kentucky,Rural,31.96,16.56,27.71,39.24
41105,County_41105,South Dakota,Rural,15.02,6.23,14.66,29.28
16715,County_16715,Kansas,Rural,25.07,13.85,20.46,33.69
34483,County_34483,North Dakota,Rural,20.06,10.08,20.43,31.31
25785,County_25785,Missouri,Rural,29.5,14.5,26.0,34.21
8217,County_8217,Delaware,Rural,10.65,,8.92,26.4
34571,County_34571,North Dakota,Rural,,9.68,11.86,25.96
5757,County_5757,California,Urban,26.96,14.74,15.61,40.52
9769,County_9769,Florida,Rural,29.95,13.22,28.68,33.58
33615,County_33615,North Carolina,Rural,22.03,7.8,18.15,38.01
19369,County_19369,Maine,Urban,,18.16,29.52,33.11
32239,County_32239,New York,Urban,30.33,15.69,26.4,33.39
19115,County_19115,Maine,Urban,9.86,3.67,7.7,29.38
4513,County_4513,Arkansas,Suburban/Small City,16.49,8.22,15.93,30.1
32147,County_32147,New York,Rural,26.79,,22.24,35.77
4835,County_4835,Arkansas,Suburban/Small City,17.27,10.3,14.81,35.73
1763,County_1763,Alabama,Rural,15.0,7.63,10.92,26.02
4621,County_4621,Arkansas,Rural,21.59,13.15,18.87,35.42
34387,County_34387,North Dakota,Rural,31.63,16.79,26.24,
28045,County_28045,Nevada,Rural,24.91,12.45,20.29,36.25
16741,County_16741,Kansas,Urban,22.31,9.73,17.61,30.33
23947,County_23947,Minnesota,Rural,9.13,5.93,5.91,26.21
43879,County_43879,Texas,Rural,27.93,,22.67,40.91
55623,County_55623,Other,Rural,27.74,16.06,22.05,29.46
21777,County_21777,Massachusetts,Urban,28.5,14.42,21.44,38.99
32479,County_32479,New York,Urban,20.6,11.17,19.56,25.36
10963,County_10963,Georgia,Urban,13.79,5.83,12.85,32.0
50101,County_50101,Wyoming,Suburban/Small City,14.0,6.03,9.66,31.51
25989,County_25989,Missouri,Rural,29.86,12.2,25.24,37.58
35811,County_35811,Ohio,Rural,29.64,14.74,24.11,31.84
26961,County_26961,Montana,Rural,,14.85,25.55,36.61
20293,County_20293,Maryland,Suburban/Small City,14.4,6.89,11.43,27.64
30541,County_30541,New Jersey,Urban,13.17,6.89,9.92,21.72
50211,County_50211,Wyoming,Rural,12.0,6.86,14.61,23.53
27959,County_27959,Nebraska,Rural,14.0,6.58,12.13,28.84
36565,County_36565,Oklahoma,Rural,17.67,10.06,18.49,31.72
38017,County_38017,Pennsylvania,Rural,19.48,11.68,16.49,22.44
15083,County_15083,Iowa,Urban,34.24,16.77,27.9,42.12
50475,County_50475,Wyoming,Rural,15.89,7.97,14.41,33.45
40989,County_40989,South Carolina,Urban,35.36,16.76,28.62,48.26
48239,County_48239,West Virginia,Urban,,10.23,19.07,32.97
21353,County_21353,Massachusetts,Suburban/Small City,17.06,5.73,15.35,27.42
19479,County_19479,Maine,Rural,19.12,8.55,18.08,20.55
3869,County_3869,Arizona,Rural,22.89,12.94,19.88,20.04
12621,County_12621,Idaho,Rural,28.02,13.38,18.21,35.57
49409,County_49409,Wisconsin,Suburban/Small City,31.16,13.91,26.7,42.89
35815,County_35815,Ohio,Rural,19.27,8.22,15.91,28.3
4051,County_4051,Arkansas,Rural,31.1,16.86,26.92,35.67
49391,County_49391,Wisconsin,Rural,19.4,7.56,19.91,28.95
32555,County_32555,New York,Urban,10.79,6.68,8.69,22.92
11049,County_11049,Hawaii,Rural,34.31,,32.41,38.41
25671,County_25671,Missouri,Urban,15.39,7.02,12.5,22.28
4005,County_4005,Arkansas,Urban,28.07,14.62,23.94,31.98
19525,County_19525,Maine,Rural,21.5,12.72,19.83,38.95
51331,County_51331,Other,Rural,32.24,15.68,30.45,38.48
53087,County_53087,Other,Rural,20.01,9.72,14.87,26.81
46225,County_46225,Virginia,Rural,24.69,12.81,23.47,44.19
37775,County_37775,Oregon,Rural,24.05,11.63,20.16,38.0
16679,County_16679,Kansas,Rural,21.95,12.31,19.75,35.07
4861,County_4861,Arkansas,Urban,18.03,8.08,13.13,28.32
35051,County_35051,Ohio,Suburban/Small City,21.0,6.84,19.1,37.5
9843,County_9843,Florida,Rural,13.19,8.02,9.87,23.45
41835,County_41835,South Dakota,Rural,28.12,15.4,20.34,30.09
48451,County_48451,West Virginia,Urban,19.65,12.19,16.81,27.02
47645,County_47645,Washington,Urban,19.41,10.14,14.24,40.64
37163,County_37163,Oregon,Urban,32.47,16.95,23.3,42.88
12135,County_12135,Idaho,Urban,16.27,4.61,12.43,26.3
35863,County_35863,Ohio,Rural,27.51,13.9,19.14,24.05
30837,County_30837,New Jersey,Urban,17.49,8.82,13.51,24.72
55151,County_55151,Other,Suburban/Small City,27.0,15.1,22.95,36.05
55711,County_55711,Other,Urban,21.35,7.93,20.37,28.05
7357,County_7357,Connecticut,Rural,29.85,14.06,26.61,29.69
48647,County_48647,West Virginia,Urban,25.01,13.56,19.52,39.83
12593,County_12593,Idaho,Rural,16.15,,12.88,34.55
10219,County_10219,Georgia,Urban,27.96,12.13,26.07,33.44
34497,County_34497,North Dakota,Suburban/Small City,12.91,8.32,8.95,25.55
47103,County_47103,Washington,Rural,14.48,6.68,9.74,31.45
3673,County_3673,Arizona,Urban,25.56,12.88,19.14,35.93
13497,County_13497,Illinois,Rural,26.26,14.1,23.97,38.29
30677,County_30677,New Jersey,Suburban/Small City,28.69,14.17,24.56,27.11
48957,County_48957,West Virginia,Rural,18.09,11.62,8.82,26.03
31057,County_31057,New Mexico,Rural,32.13,13.05,26.34,42.93
31967,County_31967,New Mexico,Urban,21.54,11.64,15.51,38.06
31833,County_31833,New Mexico,Rural,18.96,7.63,18.93,
1081,County_1081,Alabama,Rural,27.6,14.68,22.43,33.09
46943,County_46943,Virginia,Rural,20.3,10.67,,34.87
46499,County_46499,Virginia,Urban,28.79,10.22,25.32,40.07
3865,County_3865,Arizona,Rural,30.91,17.02,26.45,37.54
44827,County_44827,Utah,Urban,21.16,9.13,20.36,31.99
37873,County_37873,Oregon,Urban,20.72,10.9,16.42,38.01
24731,County_24731,Mississippi,Urban,22.09,12.16,19.37,24.84
21825,County_21825,Massachusetts,Rural,19.08,,14.08,24.71
12333,County_12333,Idaho,Urban,28.83,10.76,23.0,38.68
12809,County_12809,Idaho,Rural,13.56,8.25,13.18,
17021,County_17021,Kentucky,Rural,9.45,7.2,11.8,27.48
24073,County_24073,Mississippi,Rural,24.59,,18.06,30.8
38357,County_38357,Pennsylvania,Urban,35.47,17.33,28.66,33.63
40299,County_40299,South Carolina,Urban,18.9,12.79,16.16,40.21
53927,County_53927,Other,Rural,22.03,11.24,15.74,38.77
17087,County_17087,Kentucky,Urban,17.52,9.98,15.95,26.51
36709,County_36709,Oklahoma,Rural,20.61,10.36,18.4,34.71
10703,County_10703,Georgia,Rural,29.14,13.64,22.77,
52791,County_52791,Other,Rural,14.35,6.58,14.32,28.48
17091,County_17091,Kentucky,Urban,29.46,16.58,28.93,35.49
21779,County_21779,Massachusetts,Rural,22.45,11.29,,29.08
32621,County_32621,New York,Urban,15.88,11.42,9.37,24.67
32297,County_32297,New York,Rural,21.07,,20.13,32.31
37625,County_37625,Oregon,Rural,26.58,12.45,22.61,33.87
53727,County_53727,Other,Urban,25.62,12.05,22.3,28.56
27155,County_27155,Nebraska,Rural,25.82,14.07,21.47,
35809,County_35809,Ohio,Rural,24.2,,20.45,39.92
10247,County_10247,Georgia,Rural,22.51,,16.5,30.71
1837,County_1837,Alabama,Urban,13.89,8.08,12.79,27.72
12475,County_12475,Idaho,Suburban/Small City,28.68,16.63,24.48,35.43
10891,County_10891,Georgia,Urban,11.38,7.88,7.23,32.78
55203,County_55203,Other,Rural,25.44,11.93,20.83,41.57
15319,County_15319,Iowa,Rural,20.94,11.12,16.92,20.02
10239,County_10239,Georgia,Rural,21.1,11.55,21.8,31.14
32241,County_32241,New York,Urban,15.66,9.07,16.48,23.42
29309,County_29309,New Hampshire,Urban,16.45,6.76,12.36,27.84
41475,County_41475,South Dakota,Urban,15.2,6.58,13.29,25.66
10011,County_10011,Georgia,Urban,21.17,10.13,,26.53
31093,County_31093,New Mexico,Rural,20.69,12.35,,16.6
11647,County_11647,Hawaii,Rural,36.32,19.52,27.72,34.21
10937,County_10937,Georgia,Urban,28.75,15.58,26.89,33.47
12887,County_12887,Idaho,Rural,10.89,7.53,6.55,20.83
32425,County_32425,New York,Rural,29.83,15.33,24.62,34.02
40289,County_40289,South Carolina,Rural,11.69,5.99,12.82,20.9
36665,County_36665,Oklahoma,Rural,,11.99,20.22,29.05
26749,County_26749,Montana,Urban,25.72,11.14,25.26,40.16
7819,County_7819,Connecticut,Suburban/Small City,29.83,15.27,25.72,37.19
53177,County_53177,Other,Rural,30.5,15.83,26.0,39.04
10767,County_10767,Georgia,Urban,31.69,18.24,24.26,30.05
22835,County_22835,Michigan,Suburban/Small City,18.48,,16.87,40.33
32163,County_32163,New York,Rural,21.28,9.88,18.32,28.38
19269,County_19269,Maine,Rural,17.49,7.79,17.35,25.49
2123,County_2123,Alaska,Rural,22.44,10.46,18.14,29.88
29937,County_29937,New Hampshire,Suburban/Small City,28.21,13.86,26.91,42.09
10815,County_10815,Georgia,Rural,24.81,14.19,21.33,30.79
33019,County_33019,North Carolina,Rural,20.26,11.16,17.6,35.48
15327,County_15327,Iowa,Rural,18.26,9.28,17.43,27.06
46801,County_46801,Virginia,Urban,23.9,13.31,15.44,40.75
51133,County_51133,Other,Rural,23.17,12.09,20.18,37.16
14721,County_14721,Indiana,Urban,33.33,16.51,28.39,36.05
45655,County_45655,Vermont,Rural,22.76,12.23,20.88,38.32
51701,County_51701,Other,Urban,21.02,10.99,14.93,31.25
46841,County_46841,Virginia,Rural,29.94,14.44,26.78,37.84
40299,County_40299,South Carolina,Suburban/Small City,16.34,5.38,12.29,22.66
47393,County_47393,Washington,Urban,10.36,2.69,13.46,28.57
34169,County_34169,North Dakota,Urban,29.59,13.97,26.05,41.07
41369,County_41369,South Dakota,Urban,21.57,12.14,17.33,
22989,County_22989,Michigan,Suburban/Small City,35.26,18.67,32.11,39.97
34371,County_34371,North Dakota,Rural,22.35,11.88,19.99,43.41
54523,County_54523,Other,Urban,23.86,11.16,15.37,28.55
44201,County_44201,Utah,Rural,27.29,15.81,24.07,45.89
1323,County_1323,Alabama,Suburban/Small City,27.27,11.38,21.14,39.28
11891,County_11891,Hawaii,Urban,19.19,9.7,18.22,21.05
31675,County_31675,New Mexico,Rural,16.78,5.99,13.58,30.17
43583,County_43583,Texas,Urban,12.12,6.36,11.31,32.62
13363,County_13363,Illinois,Urban,35.69,16.7,32.82,
47701,County_47701,Washington,Suburban/Small City,23.37,11.83,20.29,26.59
29539,County_29539,New Hampshire,Rural,28.35,13.04,26.72,43.98
12365,County_12365,Idaho,Rural,34.96,17.81,33.23,38.72
25657,County_25657,Missouri,Urban,16.61,6.53,14.96,24.86
12355,County_12355,Idaho,Rural,16.35,11.54,14.2,31.64
30697,County_30697,New Jersey,Urban,24.09,11.33,16.45,34.64
52033,County_52033,Other,Suburban/Small City,24.25,11.21,22.65,28.45
27727,County_27727,Nebraska,Rural,24.42,12.35,17.68,33.57
5111,County_5111,California,Urban,19.88,11.63,15.43,24.1
45655,County_45655,Vermont,Suburban/Small City,27.48,13.32,23.45,34.85
42623,County_42623,Tennessee,Urban,20.07,15.24,14.91,24.85
49209,County_49209,Wisconsin,Rural,11.75,2.21,10.53,29.12
52889,County_52889,Other,Rural,28.79,13.95,23.44,37.63
20331,County_20331,Maryland,Urban,24.65,12.36,24.26,43.83
17097,County_17097,Kentucky,Rural,29.92,12.34,,44.43
18987,County_18987,Louisiana,Suburban/Small City,15.45,9.07,11.28,27.35
24187,County_24187,Mississippi,Urban,8.37,2.06,8.26,24.47
17429,County_17429,Kentucky,Rural,12.4,6.45,10.01,22.71
37293,County_37293,Oregon,Urban,25.27,12.76,23.46,25.94
19925,County_19925,Maine,Urban,29.11,,23.92,35.27
15485,County_15485,Iowa,Rural,21.38,10.18,16.98,35.47
37561,County_37561,Oregon,Rural,30.91,16.35,,43.94
43087,County_43087,Texas,Rural,17.75,8.83,12.96,25.94
2239,County_2239,Alaska,Rural,24.92,12.37,22.49,36.39
1917,County_1917,Alabama,Rural,10.02,3.14,8.9,28.78
18911,County_18911,Louisiana,Urban,22.89,11.2,22.27,27.33
50885,County_50885,Wyoming,Rural,21.24,10.32,18.94,25.6
3329,County_3329,Arizona,Rural,27.03,13.54,23.95,36.12
29063,County_29063,New Hampshire,Rural,18.99,9.5,13.51,31.06
54587,County_54587,Other,Rural,18.17,6.05,13.23,21.53
27957,County_27957,Nebraska,Urban,18.68,11.38,16.13,34.46
33603,County_33603,North Carolina,Rural,12.55,7.14,10.33,25.23
33835,County_33835,North Carolina,Rural,24.5,13.62,17.38,29.22
47533,County_47533,Washington,Rural,8.87,4.82,7.66,28.55
19949,County_19949,Maine,Suburban/Small City,25.31,12.0,19.81,41.24
40249,County_40249,South Carolina,Urban,21.72,12.74,18.68,38.01
17341,County_17341,Kentucky,Urban,17.64,11.52,15.63,21.38
12187,County_12187,Idaho,Rural,20.6,10.93,,36.28
30095,County_30095,New Jersey,Suburban/Small City,17.16,9.28,14.02,34.78
11943,County_11943,Hawaii,Suburban/Small City,10.17,3.89,7.56,27.69
31733,County_31733,New Mexico,Suburban/Small City,12.26,4.73,10.14,23.18
8337,County_8337,Delaware,Urban,12.87,8.99,8.27,20.24
12293,County_12293,Idaho,Suburban/Small City,32.8,16.81,28.48,42.24
43809,County_43809,Texas,Rural,30.98,12.67,26.57,42.26
53515,County_53515,Other,Rural,27.36,15.97,23.89,37.24
51199,County_51199,Other,Rural,28.91,17.96,27.92,44.91
21357,County_21357,Massachusetts,Rural,9.67,5.14,7.51,33.4
55273,County_55273,Other,Urban,34.49,17.83,28.7,33.51
1187,County_1187,Alabama,Rural,16.33,10.64,15.14,27.07
22523,County_22523,Michigan,Urban,28.91,14.78,23.6,37.41
43391,County_43391,Texas,Rural,11.79,6.25,8.98,23.12
28897,County_28897,Nevada,Rural,22.12,11.52,19.71,29.87
35929,County_35929,Ohio,Urban,18.92,10.22,17.6,33.53
45193,County_45193,Vermont,Urban,32.9,19.0,28.63,40.66
34829,County_34829,North Dakota,Urban,17.16,9.28,10.59,25.7
27413,County_27413,Nebraska,Rural,15.12,5.21,12.66,32.42
51773,County_51773,Other,Urban,23.24,12.31,20.68,31.34
46055,County_46055,Virginia,Urban,11.01,7.08,10.35,18.18
10661,County_10661,Georgia,Urban,26.21,11.9,21.86,35.16
8877,County_8877,Delaware,Urban,18.84,11.5,14.39,26.16
5499,County_5499,California,Rural,32.5,15.72,25.82,29.01
25283,County_25283,Missouri,Rural,15.72,5.41,14.14,20.23
7175,County_7175,Connecticut,Rural,18.41,7.25,13.42,30.65
31585,County_31585,New Mexico,Urban,13.99,6.83,13.39,24.6
30833,County_30833,New Jersey,Rural,11.89,4.99,10.07,24.35
48387,County_48387,West Virginia,Rural,11.08,8.22,10.01,29.03
1633,County_1633,Alabama,Rural,23.82,13.14,21.55,29.66
48523,County_48523,West Virginia,Suburban/Small City,20.56,8.56,17.45,29.6
26101,County_26101,Montana,Rural,34.0,15.89,31.34,37.87
22667,County_22667,Michigan,Rural,17.09,11.16,14.62,31.79
10581,County_10581,Georgia,Urban,17.45,8.13,17.67,28.5
29307,County_29307,New Hampshire,Rural,37.48,18.74,28.61,47.26
27675,County_27675,Nebraska,Urban,26.95,12.47,23.49,41.25
38713,County_38713,Pennsylvania,Urban,23.72,12.55,20.03,37.01
13147,County_13147,Illinois,Urban,18.25,7.23,15.03,32.04
6701,County_6701,Colorado,Urban,23.12,,17.82,48.18
3743,County_3743,Arizona,Rural,16.27,8.71,15.71,25.49
31565,County_31565,New Mexico,Suburban/Small City,23.01,11.93,19.11,29.96
51337,County_51337,Other,Rural,22.4,11.16,20.59,29.17
4223,County_4223,Arkansas,Rural,30.38,13.25,29.07,42.91
20689,County_20689,Maryland,Rural,27.76,13.23,21.27,40.91
40837,County_40837,South Carolina,Rural,16.02,8.34,12.8,27.76
46159,County_46159,Virginia,Suburban/Small City,20.83,12.02,16.69,25.79
18923,County_18923,Louisiana,Urban,22.83,8.78,19.46,
10249,County_10249,Georgia,Urban,18.47,12.09,15.68,18.14
10867,County_10867,Georgia,Rural,13.25,6.65,11.98,24.33
19621,County_19621,Maine,Suburban/Small City,28.59,12.64,24.75,38.54
11731,County_11731,Hawaii,Rural,16.78,9.12,16.35,29.99
4475,County_4475,Arkansas,Rural,29.96,14.44,21.99,36.85
22349,County_22349,Michigan,Rural,22.69,12.79,22.65,32.15
42309,County_42309,Tennessee,Rural,23.69,11.75,18.66,33.9
48725,County_48725,West Virginia,Urban,21.83,10.46,13.34,31.91
19161,County_19161,Maine,Urban,24.56,13.42,22.84,35.96
13497,County_13497,Illinois,Suburban/Small City,24.57,11.07,22.15,38.15
43159,County_43159,Texas,Rural,27.69,13.45,22.35,35.6
26725,County_26725,Montana,Urban,26.82,13.93,22.51,37.38
35403,County_35403,Ohio,Suburban/Small City,18.62,8.31,18.39,19.35
14217,County_14217,Indiana,Urban,17.54,9.55,17.65,30.28
8231,County_8231,Delaware,Rural,21.93,10.04,19.07,30.56
32647,County_32647,New York,Urban,26.14,15.86,23.48,31.37
49209,County_49209,Wisconsin,Rural,21.43,12.43,19.98,30.23
5707,County_5707,California,Rural,19.62,11.34,16.63,28.37
51201,County_51201,Other,Suburban/Small City,22.92,10.66,16.08,24.39
42651,County_42651,Tennessee,Rural,16.18,5.57,13.39,26.35
38501,County_38501,Pennsylvania,Rural,29.23,14.38,24.04,
10967,County_10967,Georgia,Urban,26.84,13.8,19.85,40.87
54217,County_54217,Other,Urban,32.18,14.45,28.37,35.32
10983,County_10983,Georgia,Rural,19.1,9.72,19.74,25.32
44767,County_44767,Utah,Urban,24.07,12.09,23.33,41.1
42193,County_42193,Tennessee,Rural,23.26,13.52,19.8,28.15
42955,County_42955,Tennessee,Suburban/Small City,19.6,10.86,14.09,32.54
54203,County_54203,Other,Rural,14.03,7.49,11.67,27.12
5953,County_5953,California,Suburban/Small City,35.12,17.67,29.1,45.06
50367,County_50367,Wyoming,Urban,29.95,17.94,23.77,32.79
4499,County_4499,Arkansas,Suburban/Small City,30.24,12.66,25.79,35.58
5595,County_5595,California,Urban,9.77,6.4,8.39,25.2
9497,County_9497,Florida,Suburban/Small City,31.13,14.95,27.98,35.87
21217,County_21217,Massachusetts,Rural,21.4,9.56,17.79,30.94
8601,County_8601,Delaware,Urban,24.38,11.99,17.25,35.35
32683,County_32683,New York,Urban,22.45,11.94,18.6,32.7
18715,County_18715,Louisiana,Rural,18.95,,17.79,32.22
38359,County_38359,Pennsylvania,Rural,25.01,15.31,23.85,34.56
6341,County_6341,Colorado,Urban,28.77,14.1,21.11,38.98
31223,County_31223,New Mexico,Urban,29.26,15.52,21.17,43.53
56733,County_56733,Other,Suburban/Small City,11.45,6.57,9.09,19.37
8777,County_8777,Delaware,Urban,19.57,9.19,15.9,31.09
55927,County_55927,Other,Rural,14.49,5.53,12.45,20.71
12381,County_12381,Idaho,Urban,21.93,11.0,15.79,31.88
54779,County_54779,Other,Rural,29.46,16.96,28.67,31.54
12115,County_12115,Idaho,Rural,25.82,13.96,21.83,25.45
42219,County_42219,Tennessee,Rural,14.15,7.25,11.95,22.41
29893,County_29893,New Hampshire,Rural,25.18,15.82,20.49,27.78
30039,County_30039,New Jersey,Rural,11.52,6.09,11.55,26.59
31829,County_31829,New Mexico,Rural,25.83,11.68,23.1,
4415,County_4415,Arkansas,Rural,25.89,14.78,21.14,30.58
36589,County_36589,Oklahoma,Urban,28.68,12.17,23.96,
29335,County_29335,New Hampshire,Urban,23.71,13.33,23.21,28.66
53893,County_53893,Other,Urban,28.34,12.59,26.01,34.47
31419,County_31419,New Mexico,Rural,26.58,12.37,22.26,36.43
52131,County_52131,Other,Rural,24.62,9.85,21.44,42.17
18829,County_18829,Louisiana,Rural,18.33,8.75,17.14,24.01
16457,County_16457,Kansas,Rural,27.49,12.72,23.68,46.25
55423,County_55423,Other,Rural,32.32,16.71,27.92,43.63
13757,County_13757,Illinois,Rural,26.34,13.4,23.25,36.17
41309,County_41309,South Dakota,Suburban/Small City,21.17,12.11,,39.47
12661,County_12661,Idaho,Rural,16.84,7.45,15.02,25.85
15119,County_15119,Iowa,Urban,,7.42,12.29,26.66
13653,County_13653,Illinois,Urban,29.24,13.19,24.96,34.27
40063,County_40063,South Carolina,Urban,19.01,9.96,18.44,29.11
