COUNTYFIPS,COUNTY,STATE,community_type,renter_cost_burden_30pct,renter_cost_burden_50pct,owner_cost_burden_30pct,owner_cost_burden_50pct,median_rent,median_home_value,pct_vacant_housing,pct_owner_occupied,pct_mobile_homes
53553,County_53553,Other,Suburban/Small City,56.06,31.88,17.99,6.29,501.0,71363.0,19.34,44.87,17.41
24483,County_24483,Mississippi,Rural,58.44,26.66,18.86,7.44,729.5,78347.0,14.88,70.73,8.93
4953,County_4953,Arkansas,Urban,51.97,32.11,18.32,2.31,793.6,135067.0,29.05,72.55,
42177,County_42177,Tennessee,Rural,47.96,23.52,22.86,6.62,1145.8,189122.0,12.44,70.29,8.38
21779,County_21779,Massachusetts,Rural,38.87,25.46,17.92,6.49,1080.8,142815.0,12.73,64.54,7.12
51985,County_51985,Other,Rural,52.18,29.45,12.38,6.27,706.3,130597.0,18.75,52.92,20.56
40433,County_40433,South Carolina,Urban,51.92,28.95,15.95,7.64,1074.6,165996.0,17.21,61.12,15.97
48283,County_48283,West Virginia,Urban,55.44,24.78,14.33,7.38,836.2,75616.0,17.07,59.29,15.46
22547,County_22547,Michigan,Urban,53.16,30.56,14.02,4.66,774.1,48950.0,19.61,59.74,17.86
13699,County_13699,Illinois,Urban,51.96,38.2,23.18,1.16,528.9,85139.0,21.34,64.8,13.52
20887,County_20887,Maryland,Urban,54.26,30.24,19.32,8.46,834.6,83467.0,14.46,64.94,17.26
2661,County_2661,Alaska,Suburban/Small City,53.24,32.7,14.26,5.09,449.2,93868.0,21.62,55.33,22.53
26439,County_26439,Montana,Urban,40.73,21.16,23.17,8.89,730.0,126006.0,12.48,64.1,11.7
37169,County_37169,Oregon,Rural,40.25,34.12,19.56,4.76,899.1,139160.0,14.23,69.06,12.1
20729,County_20729,Maryland,Urban,45.85,22.82,21.67,6.38,725.6,197087.0,15.65,64.72,12.16
8675,County_8675,Delaware,Rural,53.61,,15.75,,,59980.0,13.79,67.92,18.75
19995,County_19995,Maine,Suburban/Small City,51.57,30.22,15.58,9.43,933.9,135958.0,22.71,66.0,15.32
17163,County_17163,Kentucky,Rural,45.76,25.12,20.65,8.53,887.6,191381.0,13.98,77.25,9.74
14673,County_14673,Indiana,Urban,46.52,24.64,17.28,5.98,664.2,63408.0,22.35,59.54,19.32
27507,County_27507,Nebraska,Rural,52.33,25.94,15.72,9.01,872.8,167416.0,15.18,62.69,15.14
35353,County_35353,Ohio,Rural,57.45,33.9,14.82,6.93,610.3,115035.0,22.69,61.49,20.6
23199,County_23199,Minnesota,Urban,51.82,25.99,20.51,4.71,683.5,132355.0,21.49,58.75,15.21
6777,County_6777,Colorado,Rural,39.73,,19.49,6.47,366.5,122723.0,23.03,66.18,16.9
22207,County_22207,Michigan,Rural,57.4,30.65,14.31,4.93,893.9,130987.0,18.6,56.53,14.89
19631,County_19631,Maine,Suburban/Small City,59.05,36.77,12.47,4.89,560.8,131346.0,25.66,56.74,20.05
51037,County_51037,Other,Urban,,26.73,18.72,5.07,969.4,,17.78,57.38,10.23
10237,County_10237,Georgia,Rural,53.53,26.03,15.08,5.48,808.6,37651.0,22.51,45.95,23.98
6883,County_6883,Colorado,Urban,57.3,27.67,14.46,5.58,885.8,155813.0,20.21,50.9,
10297,County_10297,Georgia,Rural,48.45,31.47,18.1,5.33,1015.4,122332.0,16.21,66.66,
43169,County_43169,Texas,Rural,,32.2,23.21,3.46,474.0,30000.0,15.25,47.33,
12317,County_12317,Idaho,Rural,42.92,26.45,20.49,6.78,1049.0,157454.0,14.66,60.7,9.61
49107,County_49107,Wisconsin,Urban,59.81,24.41,18.54,6.14,1095.2,117882.0,10.51,68.46,2.0
30077,County_30077,New Jersey,Rural,44.08,28.53,15.87,8.43,746.5,128908.0,13.44,54.29,16.15
21009,County_21009,Massachusetts,Urban,43.57,29.76,17.43,7.19,518.1,128829.0,15.76,54.97,10.08
39777,County_39777,Rhode Island,Urban,51.27,27.22,19.61,7.73,978.3,165212.0,12.71,70.41,11.8
49677,County_49677,Wisconsin,Rural,52.27,31.86,16.54,2.89,721.6,71835.0,20.44,55.83,8.01
26687,County_26687,Montana,Urban,39.82,21.3,19.18,7.26,759.9,140977.0,17.49,76.03,20.73
20455,County_20455,Maryland,Urban,49.95,22.59,17.95,,668.3,115070.0,15.46,58.32,13.33
36631,County_36631,Oklahoma,Urban,58.62,27.92,13.12,5.52,585.0,,21.71,57.84,22.84
19923,County_19923,Maine,Suburban/Small City,51.42,26.79,9.66,4.06,725.4,140366.0,21.95,63.18,19.39
56401,County_56401,Other,Urban,48.6,35.3,12.44,3.06,645.7,119743.0,17.41,48.21,26.42
8289,County_8289,Delaware,Rural,59.86,27.03,16.38,0.06,568.9,93230.0,21.81,48.99,23.51
9661,County_9661,Florida,Suburban/Small City,45.34,31.67,19.55,3.09,592.7,88254.0,13.91,51.31,19.84
38257,County_38257,Pennsylvania,Urban,49.69,,,3.8,703.7,111462.0,19.96,65.3,17.36
18633,County_18633,Louisiana,Rural,52.69,34.41,20.09,6.63,564.0,92825.0,18.68,57.44,19.58
33343,County_33343,North Carolina,Rural,,30.95,18.51,4.64,695.3,103672.0,16.53,62.06,18.19
42303,County_42303,Tennessee,Rural,49.1,26.11,20.02,6.77,750.2,104560.0,16.03,71.26,16.58
54305,County_54305,Other,Suburban/Small City,59.64,28.86,12.78,8.82,791.2,59920.0,17.01,51.69,19.22
20161,County_20161,Maryland,Urban,42.73,,17.94,4.05,849.4,166694.0,12.74,77.19,12.9
21675,County_21675,Massachusetts,Suburban/Small City,54.94,22.66,15.91,5.0,1291.8,182122.0,14.13,73.79,21.18
46697,County_46697,Virginia,Rural,39.59,20.59,17.4,7.05,898.4,184479.0,25.26,66.48,
11979,County_11979,Hawaii,Urban,55.36,31.4,16.74,5.77,,65137.0,14.86,58.42,18.63
54005,County_54005,Other,Rural,60.57,28.58,18.61,4.3,950.0,114902.0,16.02,54.75,14.69
15169,County_15169,Iowa,Rural,46.05,29.31,14.85,6.0,886.0,50619.0,,62.23,14.67
39507,County_39507,Rhode Island,Rural,61.09,33.89,17.83,6.89,1007.8,,16.74,58.13,12.23
28721,County_28721,Nevada,Urban,54.45,28.12,21.95,6.93,702.9,81269.0,20.37,56.38,19.43
33077,County_33077,North Carolina,Urban,43.2,20.59,20.23,7.62,1286.8,179901.0,14.78,81.4,10.16
53843,County_53843,Other,Urban,47.43,33.25,15.79,8.27,952.4,178858.0,17.8,63.7,8.17
54743,County_54743,Other,Urban,42.35,29.24,19.75,6.11,944.9,130729.0,12.69,68.61,12.33
42463,County_42463,Tennessee,Rural,54.17,27.4,14.37,7.65,674.1,162252.0,,73.78,21.29
50921,County_50921,Wyoming,Urban,45.98,20.53,19.39,7.48,759.5,109702.0,16.33,64.31,11.94
44779,County_44779,Utah,Urban,56.99,30.48,16.87,3.14,414.7,42696.0,14.43,56.18,12.42
30805,County_30805,New Jersey,Rural,43.74,24.53,20.09,8.61,996.3,136100.0,20.05,68.35,6.83
55679,County_55679,Other,Rural,60.77,36.81,13.15,4.99,,,15.89,56.66,23.65
16113,County_16113,Kansas,Suburban/Small City,53.91,31.77,10.66,8.25,,97586.0,14.95,57.72,14.46
43217,County_43217,Texas,Urban,34.46,27.25,17.28,5.17,1160.0,148759.0,11.7,67.89,9.75
32849,County_32849,New York,Urban,52.47,26.5,18.93,10.38,933.7,139167.0,14.28,70.29,8.69
45827,County_45827,Vermont,Urban,49.33,28.6,16.73,11.2,530.3,97246.0,19.43,55.7,15.58
37909,County_37909,Oregon,Rural,57.93,,20.25,3.41,417.1,71108.0,19.11,64.41,18.61
17399,County_17399,Kentucky,Urban,59.68,37.68,20.23,6.93,583.8,30000.0,21.77,51.84,15.85
38595,County_38595,Pennsylvania,Rural,60.62,26.0,20.04,1.22,669.3,113177.0,16.07,53.99,24.57
18085,County_18085,Louisiana,Rural,62.17,32.34,19.31,3.92,869.0,99241.0,25.74,48.11,18.32
23215,County_23215,Minnesota,Urban,53.93,34.55,20.43,7.74,1312.5,127237.0,12.37,70.58,15.27
44921,County_44921,Utah,Rural,53.19,25.91,18.75,9.59,857.6,112669.0,7.51,53.57,15.58
42815,County_42815,Tennessee,Suburban/Small City,49.56,29.21,10.99,5.78,751.1,188293.0,13.98,59.79,19.49
8035,County_8035,Delaware,Urban,41.24,17.69,17.61,10.98,1093.7,123203.0,12.61,74.21,11.76
13951,County_13951,Illinois,Rural,49.06,18.98,17.73,5.2,1154.6,197731.0,12.58,57.47,9.87
44193,County_44193,Utah,Rural,52.99,27.46,17.59,4.82,626.9,105894.0,17.37,46.63,19.25
13213,County_13213,Illinois,Urban,55.41,29.16,14.14,7.18,710.8,86106.0,16.7,53.49,22.14
26079,County_26079,Montana,Urban,50.69,29.27,20.57,8.01,836.8,145184.0,13.96,46.77,15.1
40851,County_40851,South Carolina,Rural,49.85,24.53,18.62,5.41,1016.1,146539.0,18.55,58.02,14.01
38077,County_38077,Pennsylvania,Rural,56.37,34.65,18.31,4.49,529.4,83909.0,19.04,59.58,25.01
31161,County_31161,New Mexico,Suburban/Small City,,19.62,16.03,4.16,1001.3,130370.0,,67.08,14.71
8135,County_8135,Delaware,Rural,47.09,28.33,,5.47,1126.1,,14.43,60.0,20.16
29047,County_29047,New Hampshire,Suburban/Small City,48.37,24.66,17.54,4.07,1323.9,115496.0,23.27,67.21,9.71
15909,County_15909,Iowa,Rural,53.7,29.94,17.64,5.28,875.4,88241.0,20.87,57.32,19.2
2319,County_2319,Alaska,Urban,52.52,24.83,16.41,6.94,1026.9,138038.0,16.13,61.45,20.42
46267,County_46267,Virginia,Urban,43.82,25.69,18.04,9.42,300.0,96540.0,9.0,60.98,26.35
55631,County_55631,Other,Urban,54.2,33.53,13.95,2.47,527.9,90259.0,16.29,57.06,18.28
28553,County_28553,Nevada,Suburban/Small City,48.25,17.75,18.34,6.93,1049.6,154103.0,8.22,71.04,9.26
12941,County_12941,Idaho,Rural,56.05,24.44,19.18,9.85,634.8,115042.0,13.93,62.66,8.56
11591,County_11591,Hawaii,Urban,45.42,23.48,19.68,8.07,1178.2,132376.0,14.97,69.63,17.71
52257,County_52257,Other,Urban,55.03,20.74,18.07,7.68,785.6,81954.0,23.26,64.99,14.83
33251,County_33251,North Carolina,Rural,42.76,20.11,13.71,8.77,917.0,102827.0,9.65,73.12,8.31
3725,County_3725,Arizona,Urban,53.68,28.83,20.58,9.53,672.3,174367.0,23.0,55.16,17.71
31417,County_31417,New Mexico,Rural,49.17,26.51,17.8,3.85,698.0,134671.0,17.56,65.62,
13149,County_13149,Illinois,Rural,59.31,25.05,12.86,5.94,586.1,33851.0,23.75,65.14,20.73
40725,County_40725,South Carolina,Rural,48.72,25.36,19.37,5.34,530.8,176670.0,20.71,45.63,17.82
56063,County_56063,Other,Urban,35.12,21.48,21.33,8.67,666.5,140685.0,8.57,73.84,12.24
24317,County_24317,Mississippi,Urban,46.03,24.42,14.12,9.19,,67202.0,14.82,65.41,15.25
18341,County_18341,Louisiana,Urban,55.56,35.04,13.15,6.89,466.0,30000.0,23.91,39.2,25.46
15601,County_15601,Iowa,Rural,50.46,28.01,19.57,3.13,900.8,119539.0,22.76,,13.26
2943,County_2943,Alaska,Urban,51.35,24.4,21.62,7.15,689.7,144324.0,14.28,59.58,8.62
10949,County_10949,Georgia,Rural,62.24,28.33,17.51,7.55,649.3,169670.0,13.57,63.83,17.73
1041,County_1041,Alabama,Rural,53.83,30.69,15.75,7.35,519.7,51628.0,20.21,39.45,17.81
9777,County_9777,Florida,Rural,64.63,28.42,18.29,4.34,,149940.0,14.52,64.04,18.2
27263,County_27263,Nebraska,Rural,45.04,31.0,12.68,10.36,451.2,148524.0,17.53,54.67,19.29
1701,County_1701,Alabama,Urban,44.87,22.46,18.34,7.12,842.4,155645.0,12.33,,7.92
41389,County_41389,South Dakota,Rural,54.41,26.62,14.05,1.71,591.6,96425.0,11.89,68.61,15.81
18099,County_18099,Louisiana,Urban,55.02,27.0,19.16,6.65,944.8,146274.0,16.22,57.22,20.28
33977,County_33977,North Carolina,Suburban/Small City,46.45,21.32,17.45,6.7,1013.5,100411.0,13.3,54.62,19.64
32383,County_32383,New York,Rural,64.5,30.61,14.99,,910.9,30000.0,16.7,57.15,20.35
48105,County_48105,West Virginia,Suburban/Small City,58.17,26.62,18.78,7.44,807.7,104110.0,17.3,50.66,15.87
5719,County_5719,California,Rural,45.35,11.74,23.84,6.51,1064.0,121814.0,9.74,66.02,8.87
21621,County_21621,Massachusetts,Rural,54.99,27.31,22.3,5.74,842.2,79515.0,19.04,59.1,
21237,County_21237,Massachusetts,Rural,52.83,26.51,20.18,6.08,904.6,88703.0,25.7,73.49,18.62
51665,County_51665,Other,Urban,46.62,24.17,17.75,5.21,1035.7,102186.0,,69.14,13.62
26887,County_26887,Montana,Rural,43.97,28.73,21.23,6.79,1080.5,139031.0,21.8,50.2,18.11
7849,County_7849,Connecticut,Rural,52.79,21.78,15.68,6.86,902.2,90849.0,11.03,55.12,14.86
46889,County_46889,Virginia,Urban,48.77,29.93,23.35,2.04,1211.4,169632.0,16.07,55.83,12.97
16355,County_16355,Kansas,Urban,50.36,22.93,20.21,5.92,837.0,79150.0,15.82,64.87,13.47
17175,County_17175,Kentucky,Rural,54.32,24.03,17.65,10.27,879.1,206912.0,18.05,72.17,13.62
56707,County_56707,Other,Rural,57.46,30.56,13.53,5.73,830.5,124309.0,21.48,50.88,24.16
21071,County_21071,Massachusetts,Rural,60.11,30.41,18.93,5.62,650.5,145042.0,18.56,72.71,10.1
34825,County_34825,North Dakota,Rural,65.59,28.11,15.53,5.31,793.0,79281.0,22.39,62.51,17.8
38521,County_38521,Pennsylvania,Urban,45.75,32.3,12.63,8.52,731.5,70482.0,18.85,64.63,12.65
55273,County_55273,Other,Rural,65.91,35.52,21.19,4.57,443.6,85133.0,23.42,58.16,18.44
25471,County_25471,Missouri,Suburban/Small City,45.61,26.89,22.52,6.41,1175.4,171756.0,10.06,75.25,6.29
23357,County_23357,Minnesota,Urban,62.86,36.23,10.36,5.38,752.8,73392.0,21.75,,14.59
8215,County_8215,Delaware,Rural,44.57,38.87,13.51,4.77,634.4,51338.0,13.71,55.97,19.26
26945,County_26945,Montana,Rural,49.33,19.18,19.94,8.9,1285.9,177854.0,12.72,71.88,11.69
43269,County_43269,Texas,Rural,53.08,29.95,24.46,7.91,701.8,91484.0,8.87,54.64,20.86
5749,County_5749,California,Rural,54.99,35.69,15.99,6.52,465.8,58955.0,17.16,57.27,23.37
34923,County_34923,North Dakota,Urban,49.65,29.77,16.2,8.5,732.7,69111.0,15.25,54.6,20.71
21557,County_21557,Massachusetts,Rural,55.22,27.15,21.9,3.83,1065.0,137339.0,14.18,68.88,15.92
52597,County_52597,Other,Rural,60.0,30.45,16.83,4.57,300.0,61174.0,20.05,54.02,20.36
27993,County_27993,Nebraska,Urban,59.15,28.64,15.38,4.93,640.7,70451.0,27.49,47.29,
40159,County_40159,South Carolina,Rural,54.01,22.45,,6.52,698.5,89220.0,17.97,60.85,12.05
28781,County_28781,Nevada,Rural,57.2,29.39,16.67,3.98,675.2,90295.0,17.87,59.28,22.35
45099,County_45099,Vermont,Rural,46.73,,19.03,6.6,992.0,107190.0,14.62,57.16,13.67
17679,County_17679,Kentucky,Suburban/Small City,54.41,32.53,19.37,7.11,683.9,,22.36,51.56,17.71
53289,County_53289,Other,Rural,53.03,23.97,14.35,10.26,874.8,78314.0,28.1,61.98,16.44
44211,County_44211,Utah,Rural,51.94,23.85,16.33,2.42,1005.3,172588.0,13.5,52.12,18.31
30561,County_30561,New Jersey,Urban,60.08,21.99,22.07,10.36,645.0,52011.0,18.29,58.26,17.91
20501,County_20501,Maryland,Rural,53.47,19.92,16.43,5.7,801.2,127174.0,13.11,69.3,10.85
51407,County_51407,Other,Rural,52.06,23.43,16.66,6.53,1006.3,140992.0,16.06,,16.52
27011,County_27011,Nebraska,Rural,51.69,33.76,12.77,8.0,721.0,101625.0,24.96,53.34,17.38
38923,County_38923,Pennsylvania,Suburban/Small City,42.83,26.16,,4.82,901.8,130735.0,21.43,62.99,17.84
21681,County_21681,Massachusetts,Rural,57.58,35.66,15.24,3.15,799.2,106988.0,22.95,59.8,16.96
8899,County_8899,Delaware,Suburban/Small City,55.88,26.11,18.38,5.36,675.5,163306.0,18.2,52.45,17.72
14069,County_14069,Indiana,Urban,56.32,25.76,19.96,5.68,1159.3,96675.0,19.57,54.58,16.83
4615,County_4615,Arkansas,Urban,58.36,31.06,14.45,8.52,573.1,,17.23,60.14,14.89
35427,County_35427,Ohio,Rural,51.7,41.2,12.43,8.15,679.2,75255.0,18.82,56.74,18.97
2549,County_2549,Alaska,Suburban/Small City,49.46,22.65,21.42,5.73,,88496.0,19.25,62.15,24.61
26209,County_26209,Montana,Rural,54.69,34.99,17.85,8.4,662.9,44563.0,12.68,47.92,19.48
43117,County_43117,Texas,Rural,51.15,32.68,12.92,8.88,935.3,113229.0,15.02,53.49,15.14
34889,County_34889,North Dakota,Rural,59.91,24.76,16.95,3.21,701.8,114615.0,27.02,45.33,14.51
9819,County_9819,Florida,Rural,50.85,29.47,18.95,7.8,982.5,129101.0,17.88,63.36,21.29
31887,County_31887,New Mexico,Rural,45.71,21.24,10.54,8.57,817.3,149133.0,18.65,66.36,16.69
48807,County_48807,West Virginia,Rural,65.95,37.31,13.36,3.03,437.1,100281.0,21.17,53.85,22.05
27447,County_27447,Nebraska,Rural,56.32,31.19,15.49,5.71,891.6,64808.0,21.44,58.84,19.27
18273,County_18273,Louisiana,Urban,49.54,25.86,11.29,4.56,774.7,129884.0,14.48,62.28,9.09
34399,County_34399,North Dakota,Urban,49.2,22.63,23.65,9.76,1135.1,177371.0,12.07,60.05,8.02
17981,County_17981,Kentucky,Urban,54.63,27.54,14.42,4.75,967.9,82257.0,16.51,51.33,23.7
8393,County_8393,Delaware,Rural,53.82,24.56,20.37,4.84,584.3,102591.0,21.71,54.07,20.75
22439,County_22439,Michigan,Urban,57.38,32.62,15.83,3.86,,57194.0,16.43,60.79,20.47
31785,County_31785,New Mexico,Rural,60.96,31.73,24.41,5.13,781.7,152116.0,17.04,59.27,15.45
6853,County_6853,Colorado,Urban,51.94,45.36,23.3,6.67,759.5,89895.0,24.58,54.92,24.14
16195,County_16195,Kansas,Suburban/Small City,53.99,22.71,15.69,4.79,889.8,227088.0,19.26,72.47,12.02
16181,County_16181,Kansas,Suburban/Small City,55.99,30.72,16.15,8.54,915.8,88920.0,14.71,62.86,17.89
8141,County_8141,Delaware,Rural,53.07,23.34,21.72,10.32,1045.5,171255.0,15.83,62.76,3.2
27479,County_27479,Nebraska,Rural,58.37,25.81,12.1,7.04,864.1,120515.0,16.8,61.78,18.08
6177,County_6177,Colorado,Urban,53.15,19.17,13.93,4.86,1031.7,131711.0,22.7,62.2,14.64
17721,County_17721,Kentucky,Rural,55.02,28.88,19.96,2.15,652.2,94833.0,23.1,67.01,17.15
1901,County_1901,Alabama,Urban,42.17,12.56,19.68,6.07,970.5,209438.0,10.29,70.19,5.92
41619,County_41619,South Dakota,Rural,49.6,30.95,19.56,7.1,511.5,118527.0,25.8,75.64,
47163,County_47163,Washington,Urban,40.88,20.78,22.45,5.67,1352.0,,19.21,62.33,7.76
33181,County_33181,North Carolina,Urban,40.15,22.14,17.87,8.76,808.5,137370.0,10.78,72.05,16.8
33085,County_33085,North Carolina,Rural,51.33,25.81,19.52,6.9,1013.4,150924.0,13.48,70.77,13.05
53981,County_53981,Other,Rural,54.83,22.08,15.04,5.21,631.8,105040.0,15.29,66.57,11.02
28213,County_28213,Nevada,Rural,50.37,28.63,,4.78,1026.0,75643.0,22.12,54.79,14.22
12067,County_12067,Idaho,Rural,50.27,26.04,14.32,5.1,974.3,99969.0,8.62,72.87,21.09
5343,County_5343,California,Rural,54.95,26.77,20.24,6.83,824.4,90985.0,17.45,65.22,13.11
46755,County_46755,Virginia,Rural,70.06,31.12,16.16,6.65,730.0,85046.0,15.05,51.03,27.91
7325,County_7325,Connecticut,Rural,47.99,30.72,16.61,6.52,939.8,80529.0,17.82,57.19,10.82
49117,County_49117,Wisconsin,Urban,47.3,29.35,20.71,7.47,979.1,129303.0,19.48,69.7,12.31
48533,County_48533,West Virginia,Urban,48.28,27.17,,4.55,777.6,71369.0,10.17,52.48,12.7
16777,County_16777,Kansas,Rural,52.09,29.97,21.2,3.12,686.7,,20.12,62.75,16.5
37595,County_37595,Oregon,Urban,47.4,26.98,18.27,6.82,1023.7,129950.0,8.36,56.95,14.67
22493,County_22493,Michigan,Rural,45.27,21.54,18.74,12.61,1172.6,123223.0,13.04,69.15,20.94
2275,County_2275,Alaska,Rural,61.56,31.74,14.07,7.94,1051.7,72832.0,13.35,54.54,22.81
4643,County_4643,Arkansas,Rural,47.07,27.37,18.85,8.54,915.1,170863.0,14.29,76.04,8.64
38739,County_38739,Pennsylvania,Rural,50.65,32.77,11.39,5.98,549.4,121313.0,19.65,57.45,26.2
55373,County_55373,Other,Rural,,19.96,17.38,10.16,509.1,126951.0,7.38,62.61,15.83
54673,County_54673,Other,Rural,50.28,31.09,19.59,,936.4,94895.0,15.83,55.73,15.54
31063,County_31063,New Mexico,Rural,41.38,22.75,19.78,7.66,1125.3,208716.0,5.01,72.45,5.53
13589,County_13589,Illinois,Urban,51.61,35.4,14.01,4.77,732.3,51357.0,18.29,55.47,15.93
5983,County_5983,California,Rural,51.46,,18.37,4.51,958.7,150460.0,19.51,70.22,16.25
11007,County_11007,Hawaii,Rural,44.81,22.98,18.46,8.1,888.5,158072.0,8.55,63.67,11.89
28815,County_28815,Nevada,Urban,48.49,17.01,16.63,6.71,892.8,146470.0,20.34,61.38,8.39
37719,County_37719,Oregon,Urban,49.21,28.36,12.67,3.95,1053.8,147515.0,24.1,68.91,9.52
8743,County_8743,Delaware,Suburban/Small City,53.51,22.27,19.57,7.02,904.5,115978.0,13.62,63.94,6.39
45629,County_45629,Vermont,Rural,59.02,29.52,18.2,4.36,597.0,70200.0,11.78,39.83,
26301,County_26301,Montana,Rural,56.97,30.89,16.24,5.69,651.8,82265.0,15.44,57.65,22.91
35927,County_35927,Ohio,Urban,51.58,23.71,22.5,5.67,1090.5,183949.0,12.07,71.37,7.86
21201,County_21201,Massachusetts,Rural,60.6,32.94,19.32,3.29,773.5,70399.0,16.04,52.73,19.15
35409,County_35409,Ohio,Urban,54.99,32.44,13.26,3.65,788.2,109156.0,17.57,64.82,16.88
16947,County_16947,Kansas,Urban,55.41,35.8,20.09,7.91,792.0,137988.0,16.99,45.99,15.59
22519,County_22519,Michigan,Rural,44.83,34.38,16.27,7.27,571.1,145894.0,7.82,60.17,11.78
38649,County_38649,Pennsylvania,Rural,58.35,21.28,14.62,3.88,816.6,129667.0,14.13,64.0,14.64
17017,County_17017,Kentucky,Rural,52.46,27.48,14.67,6.36,691.7,49266.0,16.86,52.74,26.79
41105,County_41105,South Dakota,Rural,42.84,28.63,23.1,6.87,1014.1,138294.0,8.32,58.52,16.34
16715,County_16715,Kansas,Rural,47.87,28.23,21.29,4.55,734.9,51884.0,20.2,47.6,14.58
34483,County_34483,North Dakota,Rural,52.16,26.6,13.58,8.91,790.7,108727.0,19.05,57.84,10.25
25785,County_25785,Missouri,Rural,58.09,33.06,20.93,3.61,516.5,116100.0,13.8,53.31,
8217,County_8217,Delaware,Rural,51.46,18.58,21.76,8.72,938.3,151623.0,,,10.54
34571,County_34571,North Dakota,Rural,45.76,24.64,16.04,7.21,1213.7,157632.0,14.87,62.92,9.72
5757,County_5757,California,Urban,53.64,32.9,23.5,5.76,531.4,87940.0,23.52,58.99,23.13
9769,County_9769,Florida,Rural,61.28,30.44,16.01,4.87,652.8,112554.0,30.44,44.61,15.33
33615,County_33615,North Carolina,Rural,52.85,27.02,15.96,7.92,899.9,102482.0,,56.74,17.43
19369,County_19369,Maine,Urban,55.79,34.41,16.61,4.58,660.6,82890.0,16.87,50.11,28.34
32239,County_32239,New York,Urban,50.61,31.67,20.13,,922.2,107472.0,18.87,67.04,17.27
19115,County_19115,Maine,Urban,40.15,19.62,18.06,7.32,752.6,118029.0,10.23,73.77,7.23
4513,County_4513,Arkansas,Suburban/Small City,46.75,18.69,21.2,2.53,977.3,162942.0,16.27,50.76,0.0
32147,County_32147,New York,Rural,55.19,29.44,16.59,2.08,603.5,110277.0,20.79,58.38,14.05
4835,County_4835,Arkansas,Suburban/Small City,50.19,29.77,17.79,1.95,888.6,91918.0,13.88,66.85,18.99
1763,County_1763,Alabama,Rural,,24.15,18.18,7.15,864.1,136864.0,13.77,65.84,22.39
4621,County_4621,Arkansas,Rural,49.71,29.72,18.82,5.85,918.1,122791.0,15.58,47.84,15.56
34387,County_34387,North Dakota,Rural,63.64,33.04,,8.36,491.8,81206.0,24.97,49.26,20.31
28045,County_28045,Nevada,Rural,54.18,27.54,12.73,8.64,611.4,62982.0,12.14,60.71,17.18
16741,County_16741,Kansas,Urban,54.84,29.09,14.36,5.83,,119059.0,21.7,60.58,11.48
23947,County_23947,Minnesota,Rural,43.24,27.48,19.92,10.73,1109.7,199165.0,7.36,80.16,0.0
43879,County_43879,Texas,Rural,47.06,26.12,13.35,4.27,,60344.0,20.77,53.39,17.63
55623,County_55623,Other,Rural,59.61,24.6,20.84,3.31,997.0,51389.0,18.91,51.3,15.41
21777,County_21777,Massachusetts,Urban,54.89,32.64,12.85,7.77,642.7,66956.0,18.51,44.99,25.71
32479,County_32479,New York,Urban,53.14,26.2,20.4,5.76,764.8,157652.0,16.13,52.54,14.7
10963,County_10963,Georgia,Urban,55.04,25.26,20.37,,987.9,107971.0,11.88,45.3,6.02
50101,County_50101,Wyoming,Suburban/Small City,50.2,23.4,20.87,3.27,913.3,153911.0,15.31,64.19,18.47
25989,County_25989,Missouri,Rural,54.65,34.4,20.23,6.83,602.0,116043.0,20.02,55.65,20.34
35811,County_35811,Ohio,Rural,55.9,33.73,14.79,4.08,551.0,76061.0,19.03,52.48,25.2
26961,County_26961,Montana,Rural,63.77,32.68,16.39,8.37,667.9,88047.0,13.98,65.13,7.93
20293,County_20293,Maryland,Suburban/Small City,41.22,27.02,22.6,4.24,1036.8,188462.0,,68.28,10.05
30541,County_30541,New Jersey,Urban,52.18,19.34,20.83,8.97,1197.2,106638.0,,59.95,10.16
50211,County_50211,Wyoming,Rural,55.11,28.52,24.73,9.15,1157.2,223540.0,14.46,61.52,8.67
27959,County_27959,Nebraska,Rural,50.27,25.81,14.64,5.89,732.5,134759.0,13.3,56.85,9.95
36565,County_36565,Oklahoma,Rural,58.03,23.82,16.66,9.49,795.6,146512.0,18.92,60.56,12.87
38017,County_38017,Pennsylvania,Rural,46.72,23.69,15.43,6.17,1167.9,138314.0,14.01,64.11,7.49
15083,County_15083,Iowa,Urban,60.39,35.47,13.93,2.24,802.9,92617.0,22.95,45.28,19.46
50475,County_50475,Wyoming,Rural,50.97,16.98,13.96,7.54,961.8,150125.0,21.82,60.39,6.62
