COUNTYFIPS,COUNTY,STATE,rucc_2013_code,community_type,nchs_urban_rural_code
3673,County_3673,Arizona,1.0,Urban,1.0
13497,County_13497,Illinois,7.0,Rural,5.0
30677,County_30677,New Jersey,5.0,Suburban/Small City,4.0
48957,County_48957,West Virginia,6.0,Rural,5.0
31057,County_31057,New Mexico,7.0,Rural,5.0
31967,County_31967,New Mexico,2.0,Urban,2.0
31833,County_31833,New Mexico,6.0,Rural,5.0
1081,County_1081,Alabama,8.0,Rural,6.0
46943,County_46943,Virginia,9.0,Rural,6.0
46499,County_46499,Virginia,3.0,Urban,3.0
3865,County_3865,Arizona,6.0,Rural,5.0
44827,County_44827,Utah,2.0,Urban,2.0
37873,County_37873,Oregon,2.0,Urban,2.0
24731,County_24731,Mississippi,1.0,Urban,1.0
21825,County_21825,Massachusetts,8.0,Rural,6.0
12333,County_12333,Idaho,3.0,Urban,3.0
12809,County_12809,Idaho,8.0,Rural,6.0
17021,County_17021,Kentucky,7.0,Rural,5.0
24073,County_24073,Mississippi,9.0,Rural,6.0
38357,County_38357,Pennsylvania,1.0,Urban,1.0
40299,County_40299,South Carolina,1.0,Urban,1.0
53927,County_53927,Other,6.0,Rural,5.0
17087,County_17087,Kentucky,1.0,Urban,1.0
36709,County_36709,Oklahoma,9.0,Rural,6.0
10703,County_10703,Georgia,6.0,Rural,5.0
52791,County_52791,Other,6.0,Rural,5.0
17091,County_17091,Kentucky,3.0,Urban,3.0
21779,County_21779,Massachusetts,6.0,Rural,5.0
32621,County_32621,New York,2.0,Urban,2.0
32297,County_32297,New York,6.0,Rural,5.0
37625,County_37625,Oregon,8.0,Rural,6.0
53727,County_53727,Other,1.0,Urban,1.0
27155,County_27155,Nebraska,9.0,Rural,6.0
35809,County_35809,Ohio,7.0,Rural,5.0
10247,County_10247,Georgia,8.0,Rural,6.0
1837,County_1837,Alabama,1.0,Urban,1.0
12475,County_12475,Idaho,4.0,Suburban/Small City,4.0
10891,County_10891,Georgia,1.0,Urban,1.0
55203,County_55203,Other,7.0,Rural,5.0
15319,County_15319,Iowa,7.0,Rural,5.0
10239,County_10239,Georgia,8.0,Rural,6.0
32241,County_32241,New York,2.0,Urban,2.0
29309,County_29309,New Hampshire,2.0,Urban,2.0
41475,County_41475,South Dakota,2.0,Urban,2.0
10011,County_10011,Georgia,1.0,Urban,1.0
31093,County_31093,New Mexico,9.0,Rural,6.0
11647,County_11647,Hawaii,9.0,Rural,6.0
10937,County_10937,Georgia,3.0,Urban,3.0
12887,County_12887,Idaho,9.0,Rural,6.0
32425,County_32425,New York,9.0,Rural,6.0
40289,County_40289,South Carolina,9.0,Rural,6.0
36665,County_36665,Oklahoma,8.0,Rural,6.0
26749,County_26749,Montana,3.0,Urban,3.0
7819,County_7819,Connecticut,5.0,Suburban/Small City,4.0
53177,County_53177,Other,7.0,Rural,5.0
10767,County_10767,Georgia,2.0,Urban,2.0
22835,County_22835,Michigan,4.0,Suburban/Small City,4.0
32163,County_32163,New York,8.0,Rural,6.0
19269,County_19269,Maine,8.0,Rural,6.0
2123,County_2123,Alaska,9.0,Rural,6.0
29937,County_29937,New Hampshire,4.0,Suburban/Small City,4.0
10815,County_10815,Georgia,7.0,Rural,5.0
33019,County_33019,North Carolina,7.0,Rural,5.0
15327,County_15327,Iowa,9.0,Rural,6.0
46801,County_46801,Virginia,2.0,Urban,2.0
51133,County_51133,Other,8.0,Rural,6.0
14721,County_14721,Indiana,3.0,Urban,3.0
45655,County_45655,Vermont,7.0,Rural,5.0
51701,County_51701,Other,3.0,Urban,3.0
46841,County_46841,Virginia,8.0,Rural,6.0
40299,County_40299,South Carolina,4.0,Suburban/Small City,4.0
47393,County_47393,Washington,3.0,Urban,3.0
34169,County_34169,North Dakota,3.0,Urban,3.0
41369,County_41369,South Dakota,3.0,Urban,3.0
22989,County_22989,Michigan,4.0,Suburban/Small City,4.0
34371,County_34371,North Dakota,6.0,Rural,5.0
54523,County_54523,Other,1.0,Urban,1.0
44201,County_44201,Utah,7.0,Rural,5.0
1323,County_1323,Alabama,4.0,Suburban/Small City,4.0
11891,County_11891,Hawaii,2.0,Urban,2.0
31675,County_31675,New Mexico,9.0,Rural,6.0
43583,County_43583,Texas,3.0,Urban,3.0
13363,County_13363,Illinois,3.0,Urban,3.0
47701,County_47701,Washington,5.0,Suburban/Small City,4.0
29539,County_29539,New Hampshire,8.0,Rural,6.0
12365,County_12365,Idaho,6.0,Rural,5.0
25657,County_25657,Missouri,3.0,Urban,3.0
12355,County_12355,Idaho,8.0,Rural,6.0
30697,County_30697,New Jersey,3.0,Urban,3.0
52033,County_52033,Other,5.0,Suburban/Small City,4.0
27727,County_27727,Nebraska,9.0,Rural,6.0
5111,County_5111,California,2.0,Urban,2.0
45655,County_45655,Vermont,4.0,Suburban/Small City,4.0
42623,County_42623,Tennessee,1.0,Urban,1.0
49209,County_49209,Wisconsin,9.0,Rural,6.0
52889,County_52889,Other,6.0,Rural,5.0
20331,County_20331,Maryland,2.0,Urban,2.0
17097,County_17097,Kentucky,8.0,Rural,6.0
18987,County_18987,Louisiana,4.0,Suburban/Small City,4.0
24187,County_24187,Mississippi,1.0,Urban,1.0
17429,County_17429,Kentucky,8.0,Rural,6.0
37293,County_37293,Oregon,1.0,Urban,1.0
19925,County_19925,Maine,2.0,Urban,2.0
15485,County_15485,Iowa,9.0,Rural,6.0
37561,County_37561,Oregon,6.0,Rural,5.0
43087,County_43087,Texas,8.0,Rural,6.0
2239,County_2239,Alaska,8.0,Rural,6.0
1917,County_1917,Alabama,9.0,Rural,6.0
18911,County_18911,Louisiana,3.0,Urban,3.0
50885,County_50885,Wyoming,8.0,Rural,6.0
3329,County_3329,Arizona,6.0,Rural,5.0
29063,County_29063,New Hampshire,7.0,Rural,5.0
54587,County_54587,Other,7.0,Rural,5.0
27957,County_27957,Nebraska,1.0,Urban,1.0
33603,County_33603,North Carolina,8.0,Rural,6.0
33835,County_33835,North Carolina,8.0,Rural,6.0
47533,County_47533,Washington,7.0,Rural,5.0
19949,County_19949,Maine,4.0,Suburban/Small City,4.0
40249,County_40249,South Carolina,3.0,Urban,3.0
17341,County_17341,Kentucky,1.0,Urban,1.0
12187,County_12187,Idaho,6.0,Rural,5.0
30095,County_30095,New Jersey,4.0,Suburban/Small City,4.0
11943,County_11943,Hawaii,4.0,Suburban/Small City,4.0
31733,County_31733,New Mexico,5.0,Suburban/Small City,4.0
8337,County_8337,Delaware,2.0,Urban,2.0
12293,County_12293,Idaho,5.0,Suburban/Small City,4.0
43809,County_43809,Texas,8.0,Rural,6.0
53515,County_53515,Other,9.0,Rural,6.0
51199,County_51199,Other,8.0,Rural,6.0
21357,County_21357,Massachusetts,8.0,Rural,6.0
55273,County_55273,Other,3.0,Urban,3.0
1187,County_1187,Alabama,9.0,Rural,6.0
22523,County_22523,Michigan,3.0,Urban,3.0
43391,County_43391,Texas,6.0,Rural,5.0
28897,County_28897,Nevada,6.0,Rural,5.0
35929,County_35929,Ohio,3.0,Urban,3.0
45193,County_45193,Vermont,2.0,Urban,2.0
34829,County_34829,North Dakota,3.0,Urban,3.0
27413,County_27413,Nebraska,9.0,Rural,6.0
51773,County_51773,Other,2.0,Urban,2.0
46055,County_46055,Virginia,3.0,Urban,3.0
10661,County_10661,Georgia,3.0,Urban,3.0
8877,County_8877,Delaware,3.0,Urban,3.0
5499,County_5499,California,9.0,Rural,6.0
25283,County_25283,Missouri,6.0,Rural,5.0
7175,County_7175,Connecticut,9.0,Rural,6.0
31585,County_31585,New Mexico,2.0,Urban,2.0
30833,County_30833,New Jersey,9.0,Rural,6.0
48387,County_48387,West Virginia,8.0,Rural,6.0
1633,County_1633,Alabama,6.0,Rural,5.0
48523,County_48523,West Virginia,4.0,Suburban/Small City,4.0
26101,County_26101,Montana,7.0,Rural,5.0
22667,County_22667,Michigan,9.0,Rural,6.0
10581,County_10581,Georgia,1.0,Urban,1.0
29307,County_29307,New Hampshire,8.0,Rural,6.0
27675,County_27675,Nebraska,1.0,Urban,1.0
38713,County_38713,Pennsylvania,1.0,Urban,1.0
13147,County_13147,Illinois,3.0,Urban,3.0
6701,County_6701,Colorado,2.0,Urban,2.0
3743,County_3743,Arizona,7.0,Rural,5.0
31565,County_31565,New Mexico,4.0,Suburban/Small City,4.0
51337,County_51337,Other,8.0,Rural,6.0
4223,County_4223,Arkansas,6.0,Rural,5.0
20689,County_20689,Maryland,6.0,Rural,5.0
40837,County_40837,South Carolina,8.0,Rural,6.0
46159,County_46159,Virginia,5.0,Suburban/Small City,4.0
18923,County_18923,Louisiana,1.0,Urban,1.0
10249,County_10249,Georgia,2.0,Urban,2.0
10867,County_10867,Georgia,8.0,Rural,6.0
19621,County_19621,Maine,4.0,Suburban/Small City,4.0
11731,County_11731,Hawaii,9.0,Rural,6.0
4475,County_4475,Arkansas,8.0,Rural,6.0
22349,County_22349,Michigan,9.0,Rural,6.0
42309,County_42309,Tennessee,6.0,Rural,5.0
48725,County_48725,West Virginia,3.0,Urban,3.0
19161,County_19161,Maine,3.0,Urban,3.0
13497,County_13497,Illinois,5.0,Suburban/Small City,4.0
43159,County_43159,Texas,9.0,Rural,6.0
26725,County_26725,Montana,3.0,Urban,3.0
35403,County_35403,Ohio,4.0,Suburban/Small City,4.0
14217,County_14217,Indiana,2.0,Urban,2.0
8231,County_8231,Delaware,6.0,Rural,5.0
32647,County_32647,New York,1.0,Urban,1.0
49209,County_49209,Wisconsin,8.0,Rural,6.0
5707,County_5707,California,7.0,Rural,5.0
51201,County_51201,Other,5.0,Suburban/Small City,4.0
42651,County_42651,Tennessee,6.0,Rural,5.0
38501,County_38501,Pennsylvania,9.0,Rural,6.0
10967,County_10967,Georgia,2.0,Urban,2.0
54217,County_54217,Other,2.0,Urban,2.0
10983,County_10983,Georgia,9.0,Rural,6.0
44767,County_44767,Utah,1.0,Urban,1.0
42193,County_42193,Tennessee,7.0,Rural,5.0
42955,County_42955,Tennessee,4.0,Suburban/Small City,4.0
54203,County_54203,Other,8.0,Rural,6.0
5953,County_5953,California,5.0,Suburban/Small City,4.0
50367,County_50367,Wyoming,2.0,Urban,2.0
4499,County_4499,Arkansas,5.0,Suburban/Small City,4.0
5595,County_5595,California,1.0,Urban,1.0
9497,County_9497,Florida,5.0,Suburban/Small City,4.0
21217,County_21217,Massachusetts,7.0,Rural,5.0
8601,County_8601,Delaware,3.0,Urban,3.0
32683,County_32683,New York,3.0,Urban,3.0
18715,County_18715,Louisiana,8.0,Rural,6.0
38359,County_38359,Pennsylvania,9.0,Rural,6.0
6341,County_6341,Colorado,2.0,Urban,2.0
31223,County_31223,New Mexico,2.0,Urban,2.0
56733,County_56733,Other,4.0,Suburban/Small City,4.0
8777,County_8777,Delaware,1.0,Urban,1.0
55927,County_55927,Other,8.0,Rural,6.0
12381,County_12381,Idaho,2.0,Urban,2.0
54779,County_54779,Other,9.0,Rural,6.0
12115,County_12115,Idaho,6.0,Rural,5.0
42219,County_42219,Tennessee,9.0,Rural,6.0
29893,County_29893,New Hampshire,7.0,Rural,5.0
30039,County_30039,New Jersey,6.0,Rural,5.0
31829,County_31829,New Mexico,8.0,Rural,6.0
4415,County_4415,Arkansas,6.0,Rural,5.0
36589,County_36589,Oklahoma,1.0,Urban,1.0
29335,County_29335,New Hampshire,1.0,Urban,1.0
53893,County_53893,Other,3.0,Urban,3.0
31419,County_31419,New Mexico,9.0,Rural,6.0
52131,County_52131,Other,7.0,Rural,5.0
18829,County_18829,Louisiana,6.0,Rural,5.0
16457,County_16457,Kansas,9.0,Rural,6.0
55423,County_55423,Other,9.0,Rural,6.0
13757,County_13757,Illinois,7.0,Rural,5.0
41309,County_41309,South Dakota,5.0,Suburban/Small City,4.0
12661,County_12661,Idaho,6.0,Rural,5.0
15119,County_15119,Iowa,1.0,Urban,1.0
13653,County_13653,Illinois,3.0,Urban,3.0
40063,County_40063,South Carolina,2.0,Urban,2.0
11581,County_11581,Hawaii,9.0,Rural,6.0
51297,County_51297,Other,9.0,Rural,6.0
8657,County_8657,Delaware,2.0,Urban,2.0
40421,County_40421,South Carolina,5.0,Suburban/Small City,4.0
29321,County_29321,New Hampshire,8.0,Rural,6.0
11583,County_11583,Hawaii,9.0,Rural,6.0
15887,County_15887,Iowa,5.0,Suburban/Small City,4.0
38291,County_38291,Pennsylvania,8.0,Rural,6.0
3871,County_3871,Arizona,9.0,Rural,6.0
4175,County_4175,Arkansas,5.0,Suburban/Small City,4.0
4419,County_4419,Arkansas,8.0,Rural,6.0
48239,County_48239,West Virginia,9.0,Rural,6.0
25805,County_25805,Missouri,7.0,Rural,5.0
17499,County_17499,Kentucky,7.0,Rural,5.0
6847,County_6847,Colorado,2.0,Urban,2.0
19317,County_19317,Maine,7.0,Rural,5.0
29761,County_29761,New Hampshire,2.0,Urban,2.0
27351,County_27351,Nebraska,1.0,Urban,1.0
1945,County_1945,Alabama,4.0,Suburban/Small City,4.0
56395,County_56395,Other,3.0,Urban,3.0
43495,County_43495,Texas,3.0,Urban,3.0
46035,County_46035,Virginia,7.0,Rural,5.0
41099,County_41099,South Dakota,1.0,Urban,1.0
23507,County_23507,Minnesota,8.0,Rural,6.0
18241,County_18241,Louisiana,6.0,Rural,5.0
1345,County_1345,Alabama,6.0,Rural,5.0
44071,County_44071,Utah,9.0,Rural,6.0
5927,County_5927,California,8.0,Rural,6.0
35937,County_35937,Ohio,2.0,Urban,2.0
23249,County_23249,Minnesota,6.0,Rural,5.0
35081,County_35081,Ohio,8.0,Rural,6.0
48669,County_48669,West Virginia,1.0,Urban,1.0
40791,County_40791,South Carolina,7.0,Rural,5.0
23415,County_23415,Minnesota,6.0,Rural,5.0
15113,County_15113,Iowa,9.0,Rural,6.0
22995,County_22995,Michigan,9.0,Rural,6.0
3901,County_3901,Arizona,3.0,Urban,3.0
47753,County_47753,Washington,7.0,Rural,5.0
54405,County_54405,Other,7.0,Rural,5.0
41347,County_41347,South Dakota,4.0,Suburban/Small City,4.0
26053,County_26053,Montana,5.0,Suburban/Small City,4.0
47167,County_47167,Washington,7.0,Rural,5.0
42379,County_42379,Tennessee,7.0,Rural,5.0
52901,County_52901,Other,6.0,Rural,5.0
31693,County_31693,New Mexico,2.0,Urban,2.0
3397,County_3397,Arizona,5.0,Suburban/Small City,4.0
17935,County_17935,Kentucky,5.0,Suburban/Small City,4.0
39345,County_39345,Rhode Island,1.0,Urban,1.0
45589,County_45589,Vermont,6.0,Rural,5.0
29987,County_29987,New Hampshire,6.0,Rural,5.0
30897,County_30897,New Jersey,7.0,Rural,5.0
53105,County_53105,Other,8.0,Rural,6.0
50383,County_50383,Wyoming,5.0,Suburban/Small City,4.0
20651,County_20651,Maryland,1.0,Urban,1.0
10451,County_10451,Georgia,3.0,Urban,3.0
49349,County_49349,Wisconsin,7.0,Rural,5.0
2629,County_2629,Alaska,3.0,Urban,3.0
5455,County_5455,California,7.0,Rural,5.0
48453,County_48453,West Virginia,9.0,Rural,6.0
51355,County_51355,Other,5.0,Suburban/Small City,4.0
19565,County_19565,Maine,2.0,Urban,2.0
7197,County_7197,Connecticut,9.0,Rural,6.0
51783,County_51783,Other,8.0,Rural,6.0
10869,County_10869,Georgia,7.0,Rural,5.0
29683,County_29683,New Hampshire,9.0,Rural,6.0
44731,County_44731,Utah,4.0,Suburban/Small City,4.0
55375,County_55375,Other,3.0,Urban,3.0
28391,County_28391,Nevada,2.0,Urban,2.0
40517,County_40517,South Carolina,9.0,Rural,6.0
29505,County_29505,New Hampshire,3.0,Urban,3.0
53023,County_53023,Other,7.0,Rural,5.0
31507,County_31507,New Mexico,9.0,Rural,6.0
37989,County_37989,Oregon,7.0,Rural,5.0
24617,County_24617,Mississippi,4.0,Suburban/Small City,4.0
30257,County_30257,New Jersey,6.0,Rural,5.0
56117,County_56117,Other,8.0,Rural,6.0
47925,County_47925,Washington,2.0,Urban,2.0
6781,County_6781,Colorado,7.0,Rural,5.0
3787,County_3787,Arizona,2.0,Urban,2.0
9055,County_9055,Florida,5.0,Suburban/Small City,4.0
41349,County_41349,South Dakota,8.0,Rural,6.0
9001,County_9001,Florida,1.0,Urban,1.0
45859,County_45859,Vermont,2.0,Urban,2.0
37457,County_37457,Oregon,5.0,Suburban/Small City,4.0
15427,County_15427,Iowa,5.0,Suburban/Small City,4.0
38781,County_38781,Pennsylvania,9.0,Rural,6.0
19489,County_19489,Maine,4.0,Suburban/Small City,4.0
54005,County_54005,Other,4.0,Suburban/Small City,4.0
39285,County_39285,Rhode Island,6.0,Rural,5.0
26143,County_26143,Montana,1.0,Urban,1.0
33169,County_33169,North Carolina,5.0,Suburban/Small City,4.0
34789,County_34789,North Dakota,3.0,Urban,3.0
5765,County_5765,California,9.0,Rural,6.0
49347,County_49347,Wisconsin,1.0,Urban,1.0
48043,County_48043,West Virginia,5.0,Suburban/Small City,4.0
38067,County_38067,Pennsylvania,3.0,Urban,3.0
18379,County_18379,Louisiana,3.0,Urban,3.0
55033,County_55033,Other,9.0,Rural,6.0
25097,County_25097,Missouri,8.0,Rural,6.0
26859,County_26859,Montana,1.0,Urban,1.0
53673,County_53673,Other,1.0,Urban,1.0
18287,County_18287,Louisiana,9.0,Rural,6.0
31835,County_31835,New Mexico,5.0,Suburban/Small City,4.0
46557,County_46557,Virginia,1.0,Urban,1.0
31365,County_31365,New Mexico,1.0,Urban,1.0
46169,County_46169,Virginia,9.0,Rural,6.0
1163,County_1163,Alabama,7.0,Rural,5.0
38345,County_38345,Pennsylvania,6.0,Rural,5.0
22009,County_22009,Michigan,3.0,Urban,3.0
16905,County_16905,Kansas,9.0,Rural,6.0
11095,County_11095,Hawaii,3.0,Urban,3.0
6807,County_6807,Colorado,6.0,Rural,5.0
10155,County_10155,Georgia,8.0,Rural,6.0
52691,County_52691,Other,4.0,Suburban/Small City,4.0
19175,County_19175,Maine,8.0,Rural,6.0
20827,County_20827,Maryland,7.0,Rural,5.0
2897,County_2897,Alaska,1.0,Urban,1.0
42229,County_42229,Tennessee,8.0,Rural,6.0
36363,County_36363,Oklahoma,2.0,Urban,2.0
53217,County_53217,Other,8.0,Rural,6.0
30777,County_30777,New Jersey,2.0,Urban,2.0
35345,County_35345,Ohio,8.0,Rural,6.0
22593,County_22593,Michigan,5.0,Suburban/Small City,4.0
34281,County_34281,North Dakota,4.0,Suburban/Small City,4.0
16163,County_16163,Kansas,8.0,Rural,6.0
48639,County_48639,West Virginia,9.0,Rural,6.0
41933,County_41933,South Dakota,3.0,Urban,3.0
56543,County_56543,Other,4.0,Suburban/Small City,4.0
6771,County_6771,Colorado,9.0,Rural,6.0
55779,County_55779,Other,8.0,Rural,6.0
20367,County_20367,Maryland,6.0,Rural,5.0
21695,County_21695,Massachusetts,1.0,Urban,1.0
19133,County_19133,Maine,7.0,Rural,5.0
44261,County_44261,Utah,3.0,Urban,3.0
53107,County_53107,Other,8.0,Rural,6.0
55825,County_55825,Other,3.0,Urban,3.0
43457,County_43457,Texas,9.0,Rural,6.0
2211,County_2211,Alaska,6.0,Rural,5.0
7691,County_7691,Connecticut,3.0,Urban,3.0
15963,County_15963,Iowa,6.0,Rural,5.0
3375,County_3375,Arizona,1.0,Urban,1.0
46239,County_46239,Virginia,1.0,Urban,1.0
39035,County_39035,Rhode Island,6.0,Rural,5.0
35879,County_35879,Ohio,8.0,Rural,6.0
56227,County_56227,Other,6.0,Rural,5.0
55019,County_55019,Other,7.0,Rural,5.0
7345,County_7345,Connecticut,8.0,Rural,6.0
54587,County_54587,Other,1.0,Urban,1.0
15321,County_15321,Iowa,1.0,Urban,1.0
5153,County_5153,California,9.0,Rural,6.0
43193,County_43193,Texas,8.0,Rural,6.0
40725,County_40725,South Carolina,1.0,Urban,1.0
55325,County_55325,Other,9.0,Rural,6.0
55511,County_55511,Other,8.0,Rural,6.0
6979,County_6979,Colorado,1.0,Urban,1.0
34185,County_34185,North Dakota,8.0,Rural,6.0
9707,County_9707,Florida,1.0,Urban,1.0
15601,County_15601,Iowa,7.0,Rural,5.0
19877,County_19877,Maine,6.0,Rural,5.0
32447,County_32447,New York,1.0,Urban,1.0
18251,County_18251,Louisiana,9.0,Rural,6.0
54869,County_54869,Other,7.0,Rural,5.0
31923,County_31923,New Mexico,9.0,Rural,6.0
45809,County_45809,Vermont,8.0,Rural,6.0
9041,County_9041,Florida,7.0,Rural,5.0
49123,County_49123,Wisconsin,9.0,Rural,6.0
52627,County_52627,Other,1.0,Urban,1.0
2253,County_2253,Alaska,3.0,Urban,3.0
31513,County_31513,New Mexico,8.0,Rural,6.0
54461,County_54461,Other,9.0,Rural,6.0
44285,County_44285,Utah,9.0,Rural,6.0
51829,County_51829,Other,8.0,Rural,6.0
50039,County_50039,Wyoming,1.0,Urban,1.0
19867,County_19867,Maine,6.0,Rural,5.0
4577,County_4577,Arkansas,9.0,Rural,6.0
44845,County_44845,Utah,8.0,Rural,6.0
41849,County_41849,South Dakota,9.0,Rural,6.0
48779,County_48779,West Virginia,9.0,Rural,6.0
28817,County_28817,Nevada,3.0,Urban,3.0
31929,County_31929,New Mexico,5.0,Suburban/Small City,4.0
48391,County_48391,West Virginia,2.0,Urban,2.0
36571,County_36571,Oklahoma,6.0,Rural,5.0
34787,County_34787,North Dakota,9.0,Rural,6.0
27129,County_27129,Nebraska,9.0,Rural,6.0
7991,County_7991,Connecticut,4.0,Suburban/Small City,4.0
39313,County_39313,Rhode Island,3.0,Urban,3.0
31275,County_31275,New Mexico,7.0,Rural,5.0
11567,County_11567,Hawaii,1.0,Urban,1.0
33715,County_33715,North Carolina,8.0,Rural,6.0
10557,County_10557,Georgia,9.0,Rural,6.0
30063,County_30063,New Jersey,1.0,Urban,1.0
29663,County_29663,New Hampshire,7.0,Rural,5.0
30173,County_30173,New Jersey,3.0,Urban,3.0
36793,County_36793,Oklahoma,8.0,Rural,6.0
34439,County_34439,North Dakota,5.0,Suburban/Small City,4.0
51939,County_51939,Other,3.0,Urban,3.0
51221,County_51221,Other,3.0,Urban,3.0
20259,County_20259,Maryland,9.0,Rural,6.0
35941,County_35941,Ohio,5.0,Suburban/Small City,4.0
16959,County_16959,Kansas,7.0,Rural,5.0
21391,County_21391,Massachusetts,3.0,Urban,3.0
48645,County_48645,West Virginia,6.0,Rural,5.0
51979,County_51979,Other,8.0,Rural,6.0
25271,County_25271,Missouri,3.0,Urban,3.0
49049,County_49049,Wisconsin,8.0,Rural,6.0
44657,County_44657,Utah,5.0,Suburban/Small City,4.0
15163,County_15163,Iowa,7.0,Rural,5.0
21943,County_21943,Massachusetts,1.0,Urban,1.0
12539,County_12539,Idaho,8.0,Rural,6.0
3221,County_3221,Arizona,7.0,Rural,5.0
36299,County_36299,Oklahoma,3.0,Urban,3.0
50245,County_50245,Wyoming,3.0,Urban,3.0
11725,County_11725,Hawaii,7.0,Rural,5.0
19761,County_19761,Maine,7.0,Rural,5.0
40441,County_40441,South Carolina,2.0,Urban,2.0
23591,County_23591,Minnesota,1.0,Urban,1.0
4415,County_4415,Arkansas,8.0,Rural,6.0
51759,County_51759,Other,3.0,Urban,3.0
29161,County_29161,New Hampshire,7.0,Rural,5.0
55581,County_55581,Other,1.0,Urban,1.0
46645,County_46645,Virginia,6.0,Rural,5.0
43773,County_43773,Texas,6.0,Rural,5.0
42531,County_42531,Tennessee,9.0,Rural,6.0
12399,County_12399,Idaho,9.0,Rural,6.0
28259,County_28259,Nevada,1.0,Urban,1.0
21443,County_21443,Massachusetts,6.0,Rural,5.0
55573,County_55573,Other,9.0,Rural,6.0
52047,County_52047,Other,2.0,Urban,2.0
52749,County_52749,Other,8.0,Rural,6.0
52953,County_52953,Other,4.0,Suburban/Small City,4.0
44417,County_44417,Utah,2.0,Urban,2.0
45195,County_45195,Vermont,7.0,Rural,5.0
46105,County_46105,Virginia,9.0,Rural,6.0
49833,County_49833,Wisconsin,1.0,Urban,1.0
29333,County_29333,New Hampshire,6.0,Rural,5.0
24023,County_24023,Mississippi,9.0,Rural,6.0
26865,County_26865,Montana,1.0,Urban,1.0
26171,County_26171,Montana,7.0,Rural,5.0
17149,County_17149,Kentucky,8.0,Rural,6.0
44167,County_44167,Utah,7.0,Rural,5.0
34375,County_34375,North Dakota,6.0,Rural,5.0
7389,County_7389,Connecticut,2.0,Urban,2.0
46943,County_46943,Virginia,5.0,Suburban/Small City,4.0
30789,County_30789,New Jersey,3.0,Urban,3.0
21461,County_21461,Massachusetts,8.0,Rural,6.0
12597,County_12597,Idaho,1.0,Urban,1.0
46749,County_46749,Virginia,9.0,Rural,6.0
16271,County_16271,Kansas,9.0,Rural,6.0
9853,County_9853,Florida,4.0,Suburban/Small City,4.0
5551,County_5551,California,9.0,Rural,6.0
29239,County_29239,New Hampshire,9.0,Rural,6.0
31689,County_31689,New Mexico,3.0,Urban,3.0
15983,County_15983,Iowa,8.0,Rural,6.0
4725,County_4725,Arkansas,8.0,Rural,6.0
36133,County_36133,Oklahoma,8.0,Rural,6.0
52521,County_52521,Other,9.0,Rural,6.0
41525,County_41525,South Dakota,6.0,Rural,5.0
22793,County_22793,Michigan,7.0,Rural,5.0
43219,County_43219,Texas,4.0,Suburban/Small City,4.0
2041,County_2041,Alaska,4.0,Suburban/Small City,4.0
