COUNTYFIPS,COUNTY,STATE,community_type,unemployment_rate_pct,acs_unemployment_rate_pct,employment_rate_pct,pct_not_in_labor_force
18273,County_18273,Louisiana,Urban,11.96,12.09,39.29,48.62
34399,County_34399,North Dakota,Urban,3.76,4.5,53.48,42.03
17981,County_17981,Kentucky,Urban,12.99,14.03,,40.2
8393,County_8393,Delaware,Rural,11.15,11.04,50.45,38.52
22439,County_22439,Michigan,Urban,14.12,15.05,31.11,53.83
31785,County_31785,New Mexico,Rural,9.59,10.7,41.77,47.53
6853,County_6853,Colorado,Urban,10.75,11.27,50.29,38.44
16195,County_16195,Kansas,Suburban/Small City,,6.72,52.77,40.51
16181,County_16181,Kansas,Suburban/Small City,12.49,12.45,42.49,45.06
8141,County_8141,Delaware,Rural,4.33,3.74,50.07,46.19
27479,County_27479,Nebraska,Rural,12.68,12.97,30.82,56.21
6177,County_6177,Colorado,Urban,10.58,10.27,41.31,48.41
17721,County_17721,Kentucky,Rural,15.21,14.98,48.09,36.93
1901,County_1901,Alabama,Urban,6.56,6.53,47.91,45.56
41619,County_41619,South Dakota,Rural,12.69,13.69,42.28,44.03
47163,County_47163,Washington,Urban,2.63,2.91,49.87,47.22
33181,County_33181,North Carolina,Urban,6.07,6.68,51.4,41.92
33085,County_33085,North Carolina,Rural,8.33,8.82,48.16,43.01
53981,County_53981,Other,Rural,8.37,9.23,44.72,46.05
28213,County_28213,Nevada,Rural,12.47,13.17,43.73,
12067,County_12067,Idaho,Rural,9.36,10.27,47.77,41.97
5343,County_5343,California,Rural,9.34,10.43,54.11,35.47
46755,County_46755,Virginia,Rural,14.75,15.5,41.18,43.32
7325,County_7325,Connecticut,Rural,9.66,9.96,50.64,39.4
49117,County_49117,Wisconsin,Urban,5.75,6.39,50.87,42.74
48533,County_48533,West Virginia,Urban,11.16,11.57,43.27,45.16
16777,County_16777,Kansas,Rural,10.56,11.07,54.42,34.5
37595,County_37595,Oregon,Urban,7.15,7.96,48.87,43.18
22493,County_22493,Michigan,Rural,6.3,6.98,45.98,47.04
2275,County_2275,Alaska,Rural,12.66,13.0,39.09,47.91
4643,County_4643,Arkansas,Rural,7.24,7.18,48.51,44.31
38739,County_38739,Pennsylvania,Rural,12.52,12.4,44.89,42.71
55373,County_55373,Other,Rural,8.51,8.87,51.51,39.62
54673,County_54673,Other,Rural,7.32,7.36,46.95,45.69
31063,County_31063,New Mexico,Rural,3.45,3.37,52.95,43.67
13589,County_13589,Illinois,Urban,14.65,15.09,36.49,48.42
5983,County_5983,California,Rural,9.53,10.1,50.59,39.3
11007,County_11007,Hawaii,Rural,5.92,6.63,58.19,35.18
28815,County_28815,Nevada,Urban,3.6,4.16,55.54,40.3
37719,County_37719,Oregon,Urban,10.0,10.16,49.25,40.58
8743,County_8743,Delaware,Suburban/Small City,8.42,7.8,51.32,40.89
45629,County_45629,Vermont,Rural,15.24,16.04,38.22,45.74
26301,County_26301,Montana,Rural,12.1,12.28,44.32,43.39
35927,County_35927,Ohio,Urban,4.34,5.32,,47.97
21201,County_21201,Massachusetts,Rural,12.92,12.73,47.28,39.99
35409,County_35409,Ohio,Urban,9.58,10.73,48.2,41.07
16947,County_16947,Kansas,Urban,9.43,10.01,41.53,48.46
22519,County_22519,Michigan,Rural,9.11,8.74,,52.53
38649,County_38649,Pennsylvania,Rural,5.13,4.98,52.37,42.66
17017,County_17017,Kentucky,Rural,14.61,14.94,48.81,36.25
41105,County_41105,South Dakota,Rural,8.92,,50.82,39.82
16715,County_16715,Kansas,Rural,12.78,,56.14,30.98
34483,County_34483,North Dakota,Rural,7.63,7.96,46.8,45.24
25785,County_25785,Missouri,Rural,16.77,16.45,39.69,43.86
8217,County_8217,Delaware,Rural,3.09,3.32,53.98,42.7
34571,County_34571,North Dakota,Rural,7.27,7.91,55.63,36.46
5757,County_5757,California,Urban,14.01,14.53,40.6,44.88
9769,County_9769,Florida,Rural,13.04,13.19,45.79,41.01
33615,County_33615,North Carolina,Rural,11.48,12.5,58.94,28.56
19369,County_19369,Maine,Urban,16.45,,44.55,38.56
32239,County_32239,New York,Urban,16.28,16.05,47.89,36.06
19115,County_19115,Maine,Urban,5.25,5.82,55.79,38.39
4513,County_4513,Arkansas,Suburban/Small City,6.08,6.65,60.72,32.64
32147,County_32147,New York,Rural,15.0,15.54,35.85,48.62
4835,County_4835,Arkansas,Suburban/Small City,9.59,9.51,44.64,45.85
1763,County_1763,Alabama,Rural,5.99,6.47,59.36,34.18
4621,County_4621,Arkansas,Rural,10.82,10.46,39.13,50.41
34387,County_34387,North Dakota,Rural,15.93,,47.52,36.46
28045,County_28045,Nevada,Rural,12.02,12.52,44.77,42.71
16741,County_16741,Kansas,Urban,10.88,10.27,50.26,39.47
23947,County_23947,Minnesota,Rural,4.05,4.14,,37.87
43879,County_43879,Texas,Rural,13.04,13.49,49.19,37.32
55623,County_55623,Other,Rural,12.79,12.67,43.86,43.47
21777,County_21777,Massachusetts,Urban,11.13,11.33,52.96,35.72
32479,County_32479,New York,Urban,7.75,7.86,52.24,39.9
10963,County_10963,Georgia,Urban,6.27,7.34,59.39,33.27
50101,County_50101,Wyoming,Suburban/Small City,5.38,5.27,59.84,34.9
25989,County_25989,Missouri,Rural,12.62,12.54,46.57,40.89
35811,County_35811,Ohio,Rural,14.76,14.69,51.46,33.85
26961,County_26961,Montana,Rural,12.67,12.5,48.99,38.5
20293,County_20293,Maryland,Suburban/Small City,3.64,4.57,52.3,43.13
30541,County_30541,New Jersey,Urban,5.55,6.46,53.21,40.33
50211,County_50211,Wyoming,Rural,5.36,5.55,56.83,37.61
27959,County_27959,Nebraska,Rural,7.11,7.98,53.63,38.4
36565,County_36565,Oklahoma,Rural,5.59,5.45,52.51,42.03
38017,County_38017,Pennsylvania,Rural,4.78,4.68,50.15,45.17
15083,County_15083,Iowa,Urban,14.27,14.26,39.44,46.3
50475,County_50475,Wyoming,Rural,7.65,8.69,48.73,42.58
40989,County_40989,South Carolina,Urban,13.95,14.83,38.22,46.95
48239,County_48239,West Virginia,Urban,9.24,9.2,51.74,39.06
21353,County_21353,Massachusetts,Suburban/Small City,8.35,9.15,45.54,45.32
19479,County_19479,Maine,Rural,7.96,8.23,55.11,36.66
3869,County_3869,Arizona,Rural,5.91,6.25,49.69,
12621,County_12621,Idaho,Rural,14.1,13.51,48.69,37.8
49409,County_49409,Wisconsin,Suburban/Small City,15.92,16.0,39.3,44.7
35815,County_35815,Ohio,Rural,10.1,10.25,43.97,45.77
4051,County_4051,Arkansas,Rural,13.67,14.71,44.81,40.48
49391,County_49391,Wisconsin,Rural,6.66,6.2,48.3,45.49
32555,County_32555,New York,Urban,3.8,4.22,41.24,54.54
11049,County_11049,Hawaii,Rural,17.89,18.22,41.03,40.75
25671,County_25671,Missouri,Urban,5.84,5.39,57.17,37.44
4005,County_4005,Arkansas,Urban,15.32,15.77,34.11,50.12
19525,County_19525,Maine,Rural,7.73,8.5,51.21,40.29
51331,County_51331,Other,Rural,16.03,16.37,41.09,42.54
53087,County_53087,Other,Rural,8.45,9.09,49.86,41.06
46225,County_46225,Virginia,Rural,10.64,10.62,38.42,50.96
37775,County_37775,Oregon,Rural,9.61,9.26,54.88,35.85
16679,County_16679,Kansas,Rural,10.54,10.78,52.51,36.71
4861,County_4861,Arkansas,Urban,9.68,10.05,49.41,40.55
35051,County_35051,Ohio,Suburban/Small City,10.66,11.3,52.66,36.05
9843,County_9843,Florida,Rural,4.84,4.68,56.64,38.68
41835,County_41835,South Dakota,Rural,12.9,12.72,45.71,41.56
48451,County_48451,West Virginia,Urban,5.4,6.28,56.73,36.99
47645,County_47645,Washington,Urban,10.19,10.25,56.2,33.55
37163,County_37163,Oregon,Urban,16.42,16.64,46.29,37.07
12135,County_12135,Idaho,Urban,8.36,8.13,41.3,50.57
35863,County_35863,Ohio,Rural,11.83,11.88,41.16,46.96
30837,County_30837,New Jersey,Urban,4.26,4.98,48.77,46.25
55151,County_55151,Other,Suburban/Small City,12.97,13.35,48.32,38.33
55711,County_55711,Other,Urban,9.0,8.67,50.75,40.58
7357,County_7357,Connecticut,Rural,12.76,12.89,39.98,47.13
48647,County_48647,West Virginia,Urban,11.82,,46.13,41.99
12593,County_12593,Idaho,Rural,8.67,,50.59,40.29
10219,County_10219,Georgia,Urban,14.26,13.89,40.3,45.81
34497,County_34497,North Dakota,Suburban/Small City,5.64,6.06,47.02,46.91
47103,County_47103,Washington,Rural,4.72,5.64,56.34,38.02
3673,County_3673,Arizona,Urban,13.77,13.16,50.26,36.58
13497,County_13497,Illinois,Rural,12.9,12.53,39.66,47.81
30677,County_30677,New Jersey,Suburban/Small City,10.85,10.55,37.5,51.94
48957,County_48957,West Virginia,Rural,,7.59,55.82,36.59
31057,County_31057,New Mexico,Rural,15.98,16.49,37.81,45.7
31967,County_31967,New Mexico,Urban,9.91,9.85,46.05,44.1
31833,County_31833,New Mexico,Rural,8.13,8.19,44.61,47.2
1081,County_1081,Alabama,Rural,12.1,12.15,53.53,34.31
46943,County_46943,Virginia,Rural,6.94,7.34,55.76,36.91
46499,County_46499,Virginia,Urban,13.5,13.34,54.49,32.17
3865,County_3865,Arizona,Rural,15.32,15.71,44.61,39.68
44827,County_44827,Utah,Urban,9.65,10.03,52.13,37.84
37873,County_37873,Oregon,Urban,8.59,,41.19,49.56
24731,County_24731,Mississippi,Urban,9.2,9.37,52.69,37.93
21825,County_21825,Massachusetts,Rural,9.12,8.54,33.1,58.36
12333,County_12333,Idaho,Urban,15.12,15.81,46.85,37.34
12809,County_12809,Idaho,Rural,4.34,4.91,57.7,37.38
17021,County_17021,Kentucky,Rural,4.42,4.07,52.86,43.07
24073,County_24073,Mississippi,Rural,11.06,,47.07,41.68
38357,County_38357,Pennsylvania,Urban,15.17,15.68,45.33,38.99
40299,County_40299,South Carolina,Urban,8.03,8.46,42.14,49.4
53927,County_53927,Other,Rural,10.29,10.43,54.42,35.15
17087,County_17087,Kentucky,Urban,6.44,7.05,55.89,37.07
36709,County_36709,Oklahoma,Rural,9.48,9.41,52.28,38.32
10703,County_10703,Georgia,Rural,10.59,11.65,48.43,
52791,County_52791,Other,Rural,4.45,5.29,53.82,40.9
17091,County_17091,Kentucky,Urban,12.76,12.7,,43.99
21779,County_21779,Massachusetts,Rural,9.25,9.63,37.32,53.05
32621,County_32621,New York,Urban,7.22,7.69,51.97,40.33
32297,County_32297,New York,Rural,7.58,7.68,49.38,42.93
37625,County_37625,Oregon,Rural,14.91,15.06,39.94,45.0
53727,County_53727,Other,Urban,10.92,11.25,40.32,48.43
27155,County_27155,Nebraska,Rural,13.02,12.47,41.77,45.76
35809,County_35809,Ohio,Rural,12.6,12.22,46.72,41.07
10247,County_10247,Georgia,Rural,10.22,10.31,41.38,48.31
1837,County_1837,Alabama,Urban,4.13,4.03,58.24,37.73
12475,County_12475,Idaho,Suburban/Small City,13.06,13.44,42.98,43.58
10891,County_10891,Georgia,Urban,4.32,5.14,44.7,50.15
55203,County_55203,Other,Rural,10.55,9.94,53.73,36.33
15319,County_15319,Iowa,Rural,6.9,7.29,49.67,43.04
10239,County_10239,Georgia,Rural,10.18,10.03,49.91,40.06
32241,County_32241,New York,Urban,6.06,6.52,57.63,35.85
29309,County_29309,New Hampshire,Urban,6.52,6.78,56.75,36.47
41475,County_41475,South Dakota,Urban,7.52,7.61,49.77,42.62
10011,County_10011,Georgia,Urban,10.76,10.52,53.46,36.02
31093,County_31093,New Mexico,Rural,8.67,9.18,49.38,41.43
11647,County_11647,Hawaii,Rural,13.33,12.41,53.05,34.54
10937,County_10937,Georgia,Urban,11.75,12.77,42.63,44.61
12887,County_12887,Idaho,Rural,3.42,3.9,59.27,36.83
32425,County_32425,New York,Rural,13.36,13.9,53.68,32.42
40289,County_40289,South Carolina,Rural,4.36,4.57,53.72,41.71
36665,County_36665,Oklahoma,Rural,9.37,8.89,54.31,36.8
26749,County_26749,Montana,Urban,11.78,12.13,39.02,48.84
7819,County_7819,Connecticut,Suburban/Small City,12.36,12.57,43.37,44.06
53177,County_53177,Other,Rural,16.21,16.17,44.67,39.16
10767,County_10767,Georgia,Urban,13.4,12.93,47.12,39.94
22835,County_22835,Michigan,Suburban/Small City,10.15,10.22,34.38,55.4
32163,County_32163,New York,Rural,9.46,9.81,41.65,48.54
19269,County_19269,Maine,Rural,8.06,7.97,42.27,49.76
2123,County_2123,Alaska,Rural,9.5,10.17,44.6,45.23
29937,County_29937,New Hampshire,Suburban/Small City,13.63,14.21,42.63,43.16
10815,County_10815,Georgia,Rural,11.06,11.18,49.18,39.63
33019,County_33019,North Carolina,Rural,7.94,8.3,51.97,39.73
15327,County_15327,Iowa,Rural,8.52,8.68,56.51,
46801,County_46801,Virginia,Urban,10.53,11.59,40.36,48.05
51133,County_51133,Other,Rural,10.13,10.04,33.78,56.19
14721,County_14721,Indiana,Urban,17.05,17.21,45.31,37.48
45655,County_45655,Vermont,Rural,12.3,12.46,48.02,39.52
51701,County_51701,Other,Urban,9.84,10.52,45.1,44.38
46841,County_46841,Virginia,Rural,14.23,14.45,38.38,47.17
40299,County_40299,South Carolina,Suburban/Small City,8.34,9.08,50.8,40.12
47393,County_47393,Washington,Urban,5.37,6.56,42.48,50.96
34169,County_34169,North Dakota,Urban,15.1,15.45,,38.99
41369,County_41369,South Dakota,Urban,8.15,8.45,63.98,27.58
22989,County_22989,Michigan,Suburban/Small City,17.92,17.95,44.25,37.8
34371,County_34371,North Dakota,Rural,10.23,11.1,,38.71
54523,County_54523,Other,Urban,10.09,10.35,46.71,42.95
44201,County_44201,Utah,Rural,11.05,10.77,40.52,48.7
1323,County_1323,Alabama,Suburban/Small City,12.51,12.25,41.12,
11891,County_11891,Hawaii,Urban,4.3,4.44,56.63,
31675,County_31675,New Mexico,Rural,9.52,9.65,49.15,41.2
43583,County_43583,Texas,Urban,3.18,3.42,53.47,43.1
13363,County_13363,Illinois,Urban,17.04,17.28,39.94,42.77
47701,County_47701,Washington,Suburban/Small City,10.71,11.67,43.58,44.76
29539,County_29539,New Hampshire,Rural,12.14,12.73,40.52,
12365,County_12365,Idaho,Rural,15.54,15.54,39.02,45.44
25657,County_25657,Missouri,Urban,6.58,6.4,52.11,41.5
12355,County_12355,Idaho,Rural,5.77,7.12,51.92,40.96
30697,County_30697,New Jersey,Urban,11.1,,38.63,49.98
52033,County_52033,Other,Suburban/Small City,10.74,10.68,44.26,45.05
27727,County_27727,Nebraska,Rural,10.19,10.84,43.8,45.36
5111,County_5111,California,Urban,7.89,7.52,54.44,38.04
45655,County_45655,Vermont,Suburban/Small City,10.57,10.2,49.99,39.82
42623,County_42623,Tennessee,Urban,7.0,,53.81,39.12
49209,County_49209,Wisconsin,Rural,4.4,4.15,51.58,44.27
52889,County_52889,Other,Rural,15.14,15.88,43.0,
20331,County_20331,Maryland,Urban,11.64,12.74,49.16,38.1
17097,County_17097,Kentucky,Rural,14.61,15.54,45.55,38.91
18987,County_18987,Louisiana,Suburban/Small City,5.9,5.29,59.36,35.34
24187,County_24187,Mississippi,Urban,5.29,4.9,47.71,47.39
17429,County_17429,Kentucky,Rural,7.72,7.78,48.63,43.59
37293,County_37293,Oregon,Urban,11.4,11.29,52.77,35.94
19925,County_19925,Maine,Urban,13.61,13.94,45.88,40.18
15485,County_15485,Iowa,Rural,9.06,9.22,50.55,
37561,County_37561,Oregon,Rural,14.86,14.66,47.21,38.12
43087,County_43087,Texas,Rural,7.04,7.76,53.33,38.91
2239,County_2239,Alaska,Rural,13.55,14.54,41.61,43.85
1917,County_1917,Alabama,Rural,1.83,,49.96,48.24
18911,County_18911,Louisiana,Urban,12.79,13.22,48.14,38.64
50885,County_50885,Wyoming,Rural,10.56,11.66,53.74,34.6
3329,County_3329,Arizona,Rural,13.3,13.56,47.77,38.67
29063,County_29063,New Hampshire,Rural,10.2,10.93,48.25,40.82
54587,County_54587,Other,Rural,7.07,6.8,58.78,34.42
27957,County_27957,Nebraska,Urban,7.02,7.76,45.61,46.63
33603,County_33603,North Carolina,Rural,5.19,5.83,48.43,45.74
33835,County_33835,North Carolina,Rural,11.45,11.68,49.62,38.7
47533,County_47533,Washington,Rural,4.77,5.44,51.3,43.26
19949,County_19949,Maine,Suburban/Small City,9.19,9.76,51.76,38.48
40249,County_40249,South Carolina,Urban,9.94,,51.48,37.65
17341,County_17341,Kentucky,Urban,4.54,4.59,52.22,43.19
12187,County_12187,Idaho,Rural,10.57,10.58,44.81,44.61
30095,County_30095,New Jersey,Suburban/Small City,8.87,9.48,49.68,40.84
11943,County_11943,Hawaii,Suburban/Small City,6.01,6.22,49.5,44.28
31733,County_31733,New Mexico,Suburban/Small City,3.54,2.9,61.76,35.34
8337,County_8337,Delaware,Urban,3.84,4.11,54.68,41.21
12293,County_12293,Idaho,Suburban/Small City,15.84,,43.95,
43809,County_43809,Texas,Rural,12.96,13.23,36.55,50.22
53515,County_53515,Other,Rural,14.27,14.47,45.31,40.22
51199,County_51199,Other,Rural,15.57,15.37,37.64,46.99
21357,County_21357,Massachusetts,Rural,4.7,4.33,62.03,33.64
55273,County_55273,Other,Urban,14.81,15.03,49.1,35.87
1187,County_1187,Alabama,Rural,7.85,7.72,46.89,45.38
22523,County_22523,Michigan,Urban,10.48,10.56,46.3,
43391,County_43391,Texas,Rural,5.09,5.44,43.35,51.2
28897,County_28897,Nevada,Rural,8.12,8.68,55.78,35.55
35929,County_35929,Ohio,Urban,8.62,9.47,44.92,
45193,County_45193,Vermont,Urban,13.91,14.29,47.33,38.38
34829,County_34829,North Dakota,Urban,6.06,5.52,51.83,42.66
27413,County_27413,Nebraska,Rural,5.59,6.32,56.14,37.54
51773,County_51773,Other,Urban,11.5,12.26,49.57,38.17
46055,County_46055,Virginia,Urban,3.16,2.9,,46.19
10661,County_10661,Georgia,Urban,12.35,12.2,46.95,40.85
8877,County_8877,Delaware,Urban,8.75,8.7,46.8,44.5
5499,County_5499,California,Rural,14.38,14.74,49.65,35.61
25283,County_25283,Missouri,Rural,6.62,7.23,57.06,35.71
7175,County_7175,Connecticut,Rural,8.71,9.03,50.8,40.17
31585,County_31585,New Mexico,Urban,6.21,6.32,51.0,42.68
30833,County_30833,New Jersey,Rural,6.67,7.01,,43.04
48387,County_48387,West Virginia,Rural,5.61,,51.97,41.72
1633,County_1633,Alabama,Rural,12.17,11.82,39.15,
48523,County_48523,West Virginia,Suburban/Small City,9.75,9.37,56.41,34.22
26101,County_26101,Montana,Rural,15.13,15.73,45.21,39.06
22667,County_22667,Michigan,Rural,7.58,8.73,49.67,41.61
10581,County_10581,Georgia,Urban,6.89,7.24,52.65,40.11
29307,County_29307,New Hampshire,Rural,18.11,18.19,45.1,36.71
27675,County_27675,Nebraska,Urban,11.89,12.22,45.35,42.43
38713,County_38713,Pennsylvania,Urban,12.23,12.55,42.87,44.58
13147,County_13147,Illinois,Urban,6.61,7.67,49.92,42.41
6701,County_6701,Colorado,Urban,11.66,12.1,54.83,33.07
3743,County_3743,Arizona,Rural,6.09,6.36,46.93,46.71
31565,County_31565,New Mexico,Suburban/Small City,9.27,9.37,43.37,47.27
51337,County_51337,Other,Rural,8.06,8.55,43.22,48.23
4223,County_4223,Arkansas,Rural,13.33,13.65,35.82,50.53
20689,County_20689,Maryland,Rural,12.77,13.08,45.13,41.79
40837,County_40837,South Carolina,Rural,7.25,8.0,53.49,38.5
46159,County_46159,Virginia,Suburban/Small City,8.44,9.29,48.75,41.96
18923,County_18923,Louisiana,Urban,10.11,10.85,48.7,40.46
10249,County_10249,Georgia,Urban,7.4,7.3,49.34,43.36
10867,County_10867,Georgia,Rural,5.09,5.09,47.85,47.06
19621,County_19621,Maine,Suburban/Small City,14.1,14.32,52.97,32.71
11731,County_11731,Hawaii,Rural,8.35,9.08,50.1,40.81
4475,County_4475,Arkansas,Rural,15.11,15.27,41.36,43.37
22349,County_22349,Michigan,Rural,10.84,11.84,32.77,55.39
42309,County_42309,Tennessee,Rural,,13.35,45.21,41.43
48725,County_48725,West Virginia,Urban,11.85,12.19,43.55,44.26
19161,County_19161,Maine,Urban,10.49,10.83,45.23,43.94
13497,County_13497,Illinois,Suburban/Small City,12.09,12.3,45.65,42.05
43159,County_43159,Texas,Rural,,11.83,34.59,53.58
26725,County_26725,Montana,Urban,11.31,11.71,47.49,40.8
35403,County_35403,Ohio,Suburban/Small City,8.55,8.84,52.45,38.71
14217,County_14217,Indiana,Urban,9.98,10.04,46.47,43.48
8231,County_8231,Delaware,Rural,10.26,10.52,49.85,39.63
32647,County_32647,New York,Urban,15.2,15.37,48.98,35.65
49209,County_49209,Wisconsin,Rural,10.65,10.85,54.2,34.95
5707,County_5707,California,Rural,,8.35,40.55,51.1
51201,County_51201,Other,Suburban/Small City,8.73,8.43,58.95,
42651,County_42651,Tennessee,Rural,7.82,8.46,58.65,32.88
38501,County_38501,Pennsylvania,Rural,13.79,14.57,46.22,39.21
10967,County_10967,Georgia,Urban,12.13,,41.25,
54217,County_54217,Other,Urban,14.3,14.41,47.95,37.64
10983,County_10983,Georgia,Rural,8.74,8.68,52.31,39.01
44767,County_44767,Utah,Urban,11.29,12.16,47.37,40.47
42193,County_42193,Tennessee,Rural,10.22,10.2,51.02,
42955,County_42955,Tennessee,Suburban/Small City,12.44,13.05,44.28,42.66
54203,County_54203,Other,Rural,7.51,7.63,42.36,50.01
5953,County_5953,California,Suburban/Small City,17.74,17.57,48.73,33.7
50367,County_50367,Wyoming,Urban,14.34,14.54,42.33,43.13
4499,County_4499,Arkansas,Suburban/Small City,14.78,15.13,44.18,40.69
5595,County_5595,California,Urban,4.5,4.68,55.55,39.77
9497,County_9497,Florida,Suburban/Small City,15.54,15.74,39.74,44.52
21217,County_21217,Massachusetts,Rural,,10.56,52.61,36.83
8601,County_8601,Delaware,Urban,10.85,11.19,41.65,47.15
32683,County_32683,New York,Urban,9.49,9.54,50.7,39.76
18715,County_18715,Louisiana,Rural,10.7,,43.67,46.01
38359,County_38359,Pennsylvania,Rural,8.02,8.37,47.78,43.86
6341,County_6341,Colorado,Urban,13.44,13.88,46.69,39.43
31223,County_31223,New Mexico,Urban,13.98,14.31,48.6,37.09
56733,County_56733,Other,Suburban/Small City,6.31,7.23,53.6,39.18
8777,County_8777,Delaware,Urban,8.62,9.7,52.92,37.38
55927,County_55927,Other,Rural,8.02,8.26,42.72,49.03
12381,County_12381,Idaho,Urban,7.82,7.24,50.42,42.34
54779,County_54779,Other,Rural,13.01,13.09,37.79,49.12
12115,County_12115,Idaho,Rural,11.09,11.3,55.1,33.6
42219,County_42219,Tennessee,Rural,6.04,6.34,52.6,41.05
29893,County_29893,New Hampshire,Rural,11.59,12.4,,36.59
30039,County_30039,New Jersey,Rural,6.03,5.95,50.79,43.26
31829,County_31829,New Mexico,Rural,13.19,13.08,,42.56
4415,County_4415,Arkansas,Rural,10.64,10.95,49.01,40.04
36589,County_36589,Oklahoma,Urban,11.54,11.42,54.03,34.55
29335,County_29335,New Hampshire,Urban,10.41,10.85,42.83,46.32
53893,County_53893,Other,Urban,13.92,14.29,37.44,48.27
31419,County_31419,New Mexico,Rural,13.44,13.73,44.17,42.09
52131,County_52131,Other,Rural,11.36,12.0,48.66,39.34
18829,County_18829,Louisiana,Rural,8.73,9.17,,32.35
16457,County_16457,Kansas,Rural,14.8,15.37,38.86,45.76
55423,County_55423,Other,Rural,17.18,17.65,40.15,42.2
13757,County_13757,Illinois,Rural,,13.63,41.9,44.47
41309,County_41309,South Dakota,Suburban/Small City,9.34,10.42,41.81,47.77
12661,County_12661,Idaho,Rural,,8.07,43.37,48.57
15119,County_15119,Iowa,Urban,5.63,5.88,51.8,42.32
13653,County_13653,Illinois,Urban,12.8,12.43,47.6,39.97
40063,County_40063,South Carolina,Urban,9.82,11.41,53.5,35.09
11581,County_11581,Hawaii,Rural,14.63,14.67,47.1,38.23
51297,County_51297,Other,Rural,12.73,,41.53,44.92
8657,County_8657,Delaware,Urban,10.07,10.54,53.84,35.63
40421,County_40421,South Carolina,Suburban/Small City,12.43,11.54,46.12,42.34
29321,County_29321,New Hampshire,Rural,9.52,10.06,53.36,36.59
11583,County_11583,Hawaii,Rural,7.66,7.99,47.01,44.99
15887,County_15887,Iowa,Suburban/Small City,13.27,13.8,43.52,42.69
38291,County_38291,Pennsylvania,Rural,,11.64,38.5,49.85
