COUNTYFIPS,COUNTY,STATE,community_type,poverty_rate_pct,poverty_rate_children_pct,pct_below_50pct_poverty_line,pct_hh_on_food_stamps
27447,County_27447,Nebraska,Rural,31.76,41.1,15.35,38.69
18273,County_18273,Louisiana,Urban,24.24,33.82,8.96,28.64
34399,County_34399,North Dakota,Urban,14.18,17.82,4.67,
17981,County_17981,Kentucky,Urban,35.85,49.47,16.38,43.11
8393,County_8393,Delaware,Rural,32.59,38.42,14.16,43.99
22439,County_22439,Michigan,Urban,33.58,42.25,16.05,47.74
31785,County_31785,New Mexico,Rural,30.54,41.33,13.92,36.57
6853,County_6853,Colorado,Urban,35.25,44.43,20.38,40.8
16195,County_16195,Kansas,Suburban/Small City,20.89,27.12,12.6,23.48
16181,County_16181,Kansas,Suburban/Small City,25.69,33.21,11.19,32.73
8141,County_8141,Delaware,Rural,14.36,16.26,8.55,11.1
27479,County_27479,Nebraska,Rural,28.51,38.91,15.99,34.84
6177,County_6177,Colorado,Urban,24.04,28.92,10.73,20.36
17721,County_17721,Kentucky,Rural,39.05,50.52,17.68,49.17
1901,County_1901,Alabama,Urban,14.44,20.67,7.21,9.01
41619,County_41619,South Dakota,Rural,33.63,41.18,,37.33
47163,County_47163,Washington,Urban,9.62,8.58,4.16,12.36
33181,County_33181,North Carolina,Urban,14.25,16.69,4.03,12.55
33085,County_33085,North Carolina,Rural,23.07,,11.17,23.07
53981,County_53981,Other,Rural,24.42,30.74,11.96,21.22
28213,County_28213,Nevada,Rural,30.8,38.98,13.3,39.09
12067,County_12067,Idaho,Rural,21.7,27.92,7.93,32.05
5343,County_5343,California,Rural,22.15,29.03,11.05,26.35
46755,County_46755,Virginia,Rural,40.62,51.79,18.24,49.81
7325,County_7325,Connecticut,Rural,22.39,31.8,10.65,25.44
49117,County_49117,Wisconsin,Urban,17.37,24.5,9.15,12.13
48533,County_48533,West Virginia,Urban,21.37,,12.14,28.12
16777,County_16777,Kansas,Rural,27.55,35.69,9.62,34.69
37595,County_37595,Oregon,Urban,19.27,24.28,10.6,17.63
22493,County_22493,Michigan,Rural,15.04,18.91,5.43,14.83
2275,County_2275,Alaska,Rural,37.4,48.22,,
4643,County_4643,Arkansas,Rural,21.09,31.92,10.09,20.21
38739,County_38739,Pennsylvania,Rural,31.3,43.76,11.96,33.73
55373,County_55373,Other,Rural,16.54,20.5,6.16,20.84
54673,County_54673,Other,Rural,20.4,28.02,8.96,28.68
31063,County_31063,New Mexico,Rural,9.12,10.56,2.75,10.01
13589,County_13589,Illinois,Urban,32.67,42.19,13.65,46.95
5983,County_5983,California,Rural,26.51,35.39,11.6,30.09
11007,County_11007,Hawaii,Rural,13.18,18.98,4.91,15.64
28815,County_28815,Nevada,Urban,10.77,14.04,5.46,11.74
37719,County_37719,Oregon,Urban,22.3,28.44,10.98,28.3
8743,County_8743,Delaware,Suburban/Small City,22.33,33.92,9.49,27.01
45629,County_45629,Vermont,Rural,34.18,43.02,14.04,42.25
26301,County_26301,Montana,Rural,32.38,42.42,12.9,44.29
35927,County_35927,Ohio,Urban,12.13,17.25,4.48,9.57
21201,County_21201,Massachusetts,Rural,33.08,44.16,16.47,39.6
35409,County_35409,Ohio,Urban,25.95,30.99,8.27,39.42
16947,County_16947,Kansas,Urban,28.91,37.66,10.97,32.44
22519,County_22519,Michigan,Rural,22.68,31.36,8.44,25.84
38649,County_38649,Pennsylvania,Rural,11.99,14.84,6.89,10.83
17017,County_17017,Kentucky,Rural,35.99,48.67,17.25,40.97
41105,County_41105,South Dakota,Rural,20.26,25.68,6.85,20.29
16715,County_16715,Kansas,Rural,30.81,39.27,15.07,38.69
34483,County_34483,North Dakota,Rural,21.64,27.72,,27.05
25785,County_25785,Missouri,Rural,40.63,50.47,18.24,52.77
8217,County_8217,Delaware,Rural,12.86,15.54,4.95,14.05
34571,County_34571,North Dakota,Rural,20.4,32.08,9.36,23.28
5757,County_5757,California,Urban,36.08,48.37,15.14,41.98
9769,County_9769,Florida,Rural,32.41,40.86,13.01,45.96
33615,County_33615,North Carolina,Rural,29.34,33.77,13.22,35.3
19369,County_19369,Maine,Urban,38.64,48.92,19.49,49.53
32239,County_32239,New York,Urban,34.06,42.52,15.07,44.17
19115,County_19115,Maine,Urban,13.99,19.52,7.63,12.3
4513,County_4513,Arkansas,Suburban/Small City,12.93,18.07,7.59,11.85
32147,County_32147,New York,Rural,31.42,43.41,14.36,42.37
4835,County_4835,Arkansas,Suburban/Small City,23.37,29.08,12.48,29.38
1763,County_1763,Alabama,Rural,16.87,21.87,6.52,14.73
4621,County_4621,Arkansas,Rural,22.36,29.05,8.2,28.61
34387,County_34387,North Dakota,Rural,40.01,54.79,19.34,51.76
28045,County_28045,Nevada,Rural,30.38,41.73,11.82,41.42
16741,County_16741,Kansas,Urban,22.76,26.89,7.16,28.26
23947,County_23947,Minnesota,Rural,7.32,9.6,2.58,7.28
43879,County_43879,Texas,Rural,33.16,43.33,16.62,42.39
55623,County_55623,Other,Rural,33.32,46.39,15.17,37.92
21777,County_21777,Massachusetts,Urban,35.67,47.64,12.43,47.75
32479,County_32479,New York,Urban,22.22,27.23,9.37,24.58
10963,County_10963,Georgia,Urban,18.14,21.03,4.79,24.01
50101,County_50101,Wyoming,Suburban/Small City,18.09,,8.98,12.01
25989,County_25989,Missouri,Rural,34.59,45.02,16.82,52.08
35811,County_35811,Ohio,Rural,32.71,45.34,,44.31
26961,County_26961,Montana,Rural,31.93,41.78,14.36,38.59
20293,County_20293,Maryland,Suburban/Small City,13.45,16.96,8.05,10.0
30541,County_30541,New Jersey,Urban,11.9,13.24,6.32,7.25
50211,County_50211,Wyoming,Rural,13.76,16.09,4.41,14.68
27959,County_27959,Nebraska,Rural,13.31,14.87,7.25,20.12
36565,County_36565,Oklahoma,Rural,21.31,27.95,7.71,19.2
38017,County_38017,Pennsylvania,Rural,16.32,18.3,7.92,7.54
15083,County_15083,Iowa,Urban,37.97,45.87,18.43,43.77
50475,County_50475,Wyoming,Rural,14.11,16.74,8.22,13.17
40989,County_40989,South Carolina,Urban,38.27,,14.45,56.2
48239,County_48239,West Virginia,Urban,26.77,34.98,13.22,29.89
21353,County_21353,Massachusetts,Suburban/Small City,21.53,27.54,11.58,22.62
19479,County_19479,Maine,Rural,24.53,27.88,9.93,17.32
3869,County_3869,Arizona,Rural,21.56,28.92,10.29,27.3
12621,County_12621,Idaho,Rural,35.48,45.63,16.42,41.45
49409,County_49409,Wisconsin,Suburban/Small City,36.54,50.96,15.42,46.08
35815,County_35815,Ohio,Rural,26.32,34.52,12.69,26.3
4051,County_4051,Arkansas,Rural,34.39,45.63,16.13,42.14
49391,County_49391,Wisconsin,Rural,21.52,26.17,13.15,13.78
32555,County_32555,New York,Urban,11.36,15.4,2.69,5.37
11049,County_11049,Hawaii,Rural,39.96,50.0,18.69,59.98
25671,County_25671,Missouri,Urban,19.7,25.08,7.8,18.87
4005,County_4005,Arkansas,Urban,35.23,44.3,15.87,45.11
19525,County_19525,Maine,Rural,25.81,32.88,10.24,28.65
51331,County_51331,Other,Rural,42.8,58.97,20.15,58.13
53087,County_53087,Other,Rural,24.18,32.3,9.0,24.24
46225,County_46225,Virginia,Rural,29.27,35.92,13.49,39.42
37775,County_37775,Oregon,Rural,24.45,32.21,10.4,31.38
16679,County_16679,Kansas,Rural,28.43,40.01,12.79,33.83
4861,County_4861,Arkansas,Urban,23.89,31.7,12.25,21.78
35051,County_35051,Ohio,Suburban/Small City,27.7,35.34,12.31,35.85
9843,County_9843,Florida,Rural,11.15,12.81,4.25,10.65
41835,County_41835,South Dakota,Rural,30.56,41.87,12.83,40.04
48451,County_48451,West Virginia,Urban,18.19,21.35,7.21,17.76
47645,County_47645,Washington,Urban,30.52,38.58,12.3,35.32
37163,County_37163,Oregon,Urban,38.44,53.56,17.53,61.07
12135,County_12135,Idaho,Urban,19.27,28.24,7.45,19.54
35863,County_35863,Ohio,Rural,32.15,38.69,13.88,41.16
30837,County_30837,New Jersey,Urban,15.05,18.34,7.22,16.84
55151,County_55151,Other,Suburban/Small City,32.35,41.92,14.19,42.11
55711,County_55711,Other,Urban,21.56,28.57,11.02,32.17
7357,County_7357,Connecticut,Rural,32.45,44.99,14.64,40.89
48647,County_48647,West Virginia,Urban,31.3,42.72,15.07,39.85
12593,County_12593,Idaho,Rural,19.83,23.05,6.11,20.74
10219,County_10219,Georgia,Urban,34.26,43.68,17.42,41.7
34497,County_34497,North Dakota,Suburban/Small City,13.95,13.13,6.84,19.17
47103,County_47103,Washington,Rural,14.07,12.36,6.97,14.88
3673,County_3673,Arizona,Urban,32.84,43.65,17.74,36.52
13497,County_13497,Illinois,Rural,32.12,42.72,12.89,36.23
30677,County_30677,New Jersey,Suburban/Small City,30.71,36.45,13.26,37.04
48957,County_48957,West Virginia,Rural,20.53,26.11,7.9,23.06
31057,County_31057,New Mexico,Rural,39.43,54.69,18.17,56.4
31967,County_31967,New Mexico,Urban,26.66,31.43,11.68,36.91
31833,County_31833,New Mexico,Rural,19.13,28.4,7.33,19.53
1081,County_1081,Alabama,Rural,33.83,44.49,11.64,42.9
46943,County_46943,Virginia,Rural,27.58,41.26,11.51,20.61
46499,County_46499,Virginia,Urban,36.59,47.09,18.07,42.5
3865,County_3865,Arizona,Rural,34.68,42.5,14.15,52.02
44827,County_44827,Utah,Urban,25.65,33.52,13.09,27.13
37873,County_37873,Oregon,Urban,27.33,32.44,11.54,29.98
24731,County_24731,Mississippi,Urban,23.83,31.96,6.89,26.29
21825,County_21825,Massachusetts,Rural,21.33,30.74,7.39,24.52
12333,County_12333,Idaho,Urban,30.98,42.55,13.94,
12809,County_12809,Idaho,Rural,14.6,20.79,6.94,13.11
17021,County_17021,Kentucky,Rural,10.47,13.12,4.07,6.69
24073,County_24073,Mississippi,Rural,32.22,41.52,16.36,33.36
38357,County_38357,Pennsylvania,Urban,36.51,46.52,16.31,44.11
40299,County_40299,South Carolina,Urban,22.19,26.92,9.87,25.35
53927,County_53927,Other,Rural,25.25,32.16,10.75,31.3
17087,County_17087,Kentucky,Urban,18.48,25.79,11.34,17.35
36709,County_36709,Oklahoma,Rural,26.09,32.85,13.35,33.26
10703,County_10703,Georgia,Rural,29.44,41.47,14.53,28.36
52791,County_52791,Other,Rural,17.01,18.61,8.46,11.49
17091,County_17091,Kentucky,Urban,32.41,42.27,12.43,42.75
21779,County_21779,Massachusetts,Rural,27.51,36.09,11.53,27.95
32621,County_32621,New York,Urban,16.47,23.14,10.66,12.68
32297,County_32297,New York,Rural,20.11,23.5,6.71,19.38
37625,County_37625,Oregon,Rural,33.83,49.63,14.29,45.0
53727,County_53727,Other,Urban,28.18,36.8,14.02,29.01
27155,County_27155,Nebraska,Rural,30.59,38.66,12.97,41.54
35809,County_35809,Ohio,Rural,30.06,34.62,12.06,47.72
10247,County_10247,Georgia,Rural,31.57,43.96,14.22,33.15
1837,County_1837,Alabama,Urban,15.33,21.51,7.08,2.81
12475,County_12475,Idaho,Suburban/Small City,32.24,40.72,14.11,40.8
10891,County_10891,Georgia,Urban,15.18,23.17,5.52,21.02
55203,County_55203,Other,Rural,28.05,36.15,10.43,38.08
15319,County_15319,Iowa,Rural,18.89,27.46,8.61,19.9
10239,County_10239,Georgia,Rural,28.99,39.78,12.45,28.9
32241,County_32241,New York,Urban,11.64,16.29,6.65,12.1
29309,County_29309,New Hampshire,Urban,19.69,22.62,,17.78
41475,County_41475,South Dakota,Urban,22.3,26.51,10.93,27.05
10011,County_10011,Georgia,Urban,25.79,31.48,10.65,29.63
31093,County_31093,New Mexico,Rural,18.13,23.67,8.81,19.96
11647,County_11647,Hawaii,Rural,42.16,56.87,16.39,53.9
10937,County_10937,Georgia,Urban,28.86,36.4,13.24,36.26
12887,County_12887,Idaho,Rural,15.53,20.52,7.25,15.85
32425,County_32425,New York,Rural,32.18,40.95,15.31,44.37
40289,County_40289,South Carolina,Rural,12.17,15.84,6.12,9.97
36665,County_36665,Oklahoma,Rural,25.94,,11.72,26.4
26749,County_26749,Montana,Urban,28.57,34.68,13.77,34.74
7819,County_7819,Connecticut,Suburban/Small City,33.99,43.71,15.14,43.24
53177,County_53177,Other,Rural,39.32,52.63,17.71,48.53
10767,County_10767,Georgia,Urban,32.69,45.61,,45.23
22835,County_22835,Michigan,Suburban/Small City,23.18,32.54,10.52,30.27
32163,County_32163,New York,Rural,,27.44,10.65,28.95
19269,County_19269,Maine,Rural,20.62,24.58,8.79,17.4
2123,County_2123,Alaska,Rural,24.84,32.74,12.28,25.5
29937,County_29937,New Hampshire,Suburban/Small City,36.25,48.68,15.63,47.12
10815,County_10815,Georgia,Rural,23.53,28.7,10.1,31.1
33019,County_33019,North Carolina,Rural,23.12,29.71,8.08,19.01
15327,County_15327,Iowa,Rural,15.7,21.01,8.61,23.94
46801,County_46801,Virginia,Urban,27.05,33.9,13.14,33.71
51133,County_51133,Other,Rural,25.5,36.35,13.79,34.46
14721,County_14721,Indiana,Urban,40.55,54.3,20.91,48.11
45655,County_45655,Vermont,Rural,32.95,41.82,15.96,34.67
51701,County_51701,Other,Urban,23.74,28.07,13.68,23.87
46841,County_46841,Virginia,Rural,38.48,55.36,17.93,50.43
40299,County_40299,South Carolina,Suburban/Small City,16.27,22.06,6.54,21.32
47393,County_47393,Washington,Urban,14.4,18.31,7.71,12.0
34169,County_34169,North Dakota,Urban,39.66,50.14,17.74,50.61
41369,County_41369,South Dakota,Urban,22.39,30.13,11.23,28.28
22989,County_22989,Michigan,Suburban/Small City,,54.9,19.36,
34371,County_34371,North Dakota,Rural,22.99,30.68,10.46,24.55
54523,County_54523,Other,Urban,24.17,33.25,8.6,33.3
44201,County_44201,Utah,Rural,29.57,35.72,13.29,39.92
1323,County_1323,Alabama,Suburban/Small City,33.25,44.03,15.88,35.57
11891,County_11891,Hawaii,Urban,16.92,21.95,3.9,
31675,County_31675,New Mexico,Rural,22.77,30.01,,
43583,County_43583,Texas,Urban,11.14,15.47,3.92,9.7
13363,County_13363,Illinois,Urban,40.78,55.42,18.12,50.65
47701,County_47701,Washington,Suburban/Small City,27.08,34.66,,31.24
29539,County_29539,New Hampshire,Rural,33.36,43.44,15.9,39.84
12365,County_12365,Idaho,Rural,35.49,47.79,15.24,49.61
25657,County_25657,Missouri,Urban,16.23,21.93,6.78,16.92
12355,County_12355,Idaho,Rural,16.09,21.29,5.37,15.14
30697,County_30697,New Jersey,Urban,30.73,37.86,15.98,34.88
52033,County_52033,Other,Suburban/Small City,24.63,33.47,11.93,26.89
27727,County_27727,Nebraska,Rural,26.25,34.16,12.71,29.33
5111,County_5111,California,Urban,21.98,25.43,7.98,26.66
45655,County_45655,Vermont,Suburban/Small City,29.55,35.94,14.13,37.61
42623,County_42623,Tennessee,Urban,23.32,30.45,9.06,27.31
49209,County_49209,Wisconsin,Rural,14.07,16.25,8.15,18.23
52889,County_52889,Other,Rural,32.31,42.51,15.86,42.01
20331,County_20331,Maryland,Urban,28.33,34.34,12.61,40.86
17097,County_17097,Kentucky,Rural,35.3,43.68,15.41,47.83
18987,County_18987,Louisiana,Suburban/Small City,18.78,21.78,7.95,20.64
24187,County_24187,Mississippi,Urban,9.37,12.02,4.95,3.92
17429,County_17429,Kentucky,Rural,18.44,25.27,7.16,20.02
37293,County_37293,Oregon,Urban,28.69,36.6,12.33,30.95
19925,County_19925,Maine,Urban,32.94,41.58,13.27,43.99
15485,County_15485,Iowa,Rural,23.52,32.91,8.66,25.52
37561,County_37561,Oregon,Rural,34.16,,17.81,42.26
43087,County_43087,Texas,Rural,21.41,29.38,7.48,22.15
2239,County_2239,Alaska,Rural,34.28,45.25,15.31,39.19
1917,County_1917,Alabama,Rural,12.07,18.54,5.48,10.63
18911,County_18911,Louisiana,Urban,28.32,34.55,13.44,34.4
50885,County_50885,Wyoming,Rural,22.88,30.61,8.39,25.38
3329,County_3329,Arizona,Rural,29.18,41.78,12.72,40.96
29063,County_29063,New Hampshire,Rural,27.73,40.76,11.34,31.6
54587,County_54587,Other,Rural,20.69,25.5,8.69,25.37
27957,County_27957,Nebraska,Urban,19.54,26.91,6.06,22.27
33603,County_33603,North Carolina,Rural,11.47,12.91,6.39,12.46
33835,County_33835,North Carolina,Rural,32.61,43.75,13.51,43.15
47533,County_47533,Washington,Rural,11.57,12.04,4.95,11.61
19949,County_19949,Maine,Suburban/Small City,21.06,22.54,6.32,26.32
40249,County_40249,South Carolina,Urban,26.1,36.39,12.59,33.83
17341,County_17341,Kentucky,Urban,22.2,30.62,7.28,22.62
12187,County_12187,Idaho,Rural,31.98,38.93,11.49,34.6
30095,County_30095,New Jersey,Suburban/Small City,22.61,30.68,9.14,23.93
11943,County_11943,Hawaii,Suburban/Small City,16.71,21.14,6.13,17.54
31733,County_31733,New Mexico,Suburban/Small City,6.77,7.89,2.35,3.43
8337,County_8337,Delaware,Urban,13.96,16.21,6.19,1.44
12293,County_12293,Idaho,Suburban/Small City,35.26,45.82,15.22,48.24
43809,County_43809,Texas,Rural,38.3,51.38,17.0,41.11
53515,County_53515,Other,Rural,33.37,42.4,16.85,40.04
51199,County_51199,Other,Rural,35.11,45.53,,44.09
21357,County_21357,Massachusetts,Rural,9.76,12.12,4.64,6.38
55273,County_55273,Other,Urban,34.54,46.27,17.5,49.12
1187,County_1187,Alabama,Rural,17.19,20.0,6.96,21.16
22523,County_22523,Michigan,Urban,29.87,38.68,14.15,40.02
43391,County_43391,Texas,Rural,9.52,11.36,6.54,4.08
28897,County_28897,Nevada,Rural,22.06,30.73,10.03,24.13
35929,County_35929,Ohio,Urban,19.38,24.92,7.7,20.95
45193,County_45193,Vermont,Urban,33.47,44.8,15.1,48.58
34829,County_34829,North Dakota,Urban,14.62,14.77,8.95,19.93
27413,County_27413,Nebraska,Rural,13.91,22.34,4.88,10.65
51773,County_51773,Other,Urban,24.79,35.94,9.91,35.48
46055,County_46055,Virginia,Urban,10.88,14.95,5.51,6.79
10661,County_10661,Georgia,Urban,22.95,28.19,9.63,31.33
8877,County_8877,Delaware,Urban,17.67,27.94,7.21,22.21
5499,County_5499,California,Rural,41.44,54.02,,51.49
25283,County_25283,Missouri,Rural,12.52,17.99,7.65,14.7
7175,County_7175,Connecticut,Rural,19.19,25.6,9.33,20.02
31585,County_31585,New Mexico,Urban,19.63,29.32,6.53,21.9
30833,County_30833,New Jersey,Rural,17.01,21.63,7.41,13.37
48387,County_48387,West Virginia,Rural,14.16,20.55,3.1,10.11
1633,County_1633,Alabama,Rural,28.72,39.04,12.49,42.32
48523,County_48523,West Virginia,Suburban/Small City,24.54,31.12,12.54,26.2
26101,County_26101,Montana,Rural,38.28,48.77,16.87,51.5
22667,County_22667,Michigan,Rural,22.05,27.79,8.96,34.05
10581,County_10581,Georgia,Urban,14.6,19.85,7.71,16.33
29307,County_29307,New Hampshire,Rural,43.77,54.85,19.91,55.3
27675,County_27675,Nebraska,Urban,31.22,39.21,13.75,42.98
38713,County_38713,Pennsylvania,Urban,29.93,39.08,15.85,35.55
13147,County_13147,Illinois,Urban,22.44,28.55,8.71,24.55
6701,County_6701,Colorado,Urban,33.16,45.09,15.23,45.93
3743,County_3743,Arizona,Rural,18.07,24.58,8.41,18.28
31565,County_31565,New Mexico,Suburban/Small City,23.48,33.52,,28.31
51337,County_51337,Other,Rural,25.24,37.06,12.09,24.85
4223,County_4223,Arkansas,Rural,33.95,43.39,15.45,43.48
20689,County_20689,Maryland,Rural,33.37,43.07,11.47,41.53
40837,County_40837,South Carolina,Rural,17.58,25.44,6.49,13.65
46159,County_46159,Virginia,Suburban/Small City,20.08,24.14,5.69,
18923,County_18923,Louisiana,Urban,25.8,32.53,13.16,37.52
10249,County_10249,Georgia,Urban,17.49,20.13,8.04,14.26
10867,County_10867,Georgia,Rural,12.3,13.97,3.14,10.58
19621,County_19621,Maine,Suburban/Small City,34.16,43.29,17.18,47.55
11731,County_11731,Hawaii,Rural,22.7,30.39,10.36,25.84
4475,County_4475,Arkansas,Rural,36.59,48.55,17.43,43.99
22349,County_22349,Michigan,Rural,26.67,,15.08,36.43
42309,County_42309,Tennessee,Rural,27.31,36.6,11.92,34.31
48725,County_48725,West Virginia,Urban,32.84,42.3,13.15,44.77
19161,County_19161,Maine,Urban,24.01,32.76,8.11,28.8
13497,County_13497,Illinois,Suburban/Small City,27.48,36.94,10.25,36.37
43159,County_43159,Texas,Rural,33.0,44.17,15.82,42.6
26725,County_26725,Montana,Urban,34.52,44.77,16.38,43.09
35403,County_35403,Ohio,Suburban/Small City,22.65,26.21,11.94,21.94
14217,County_14217,Indiana,Urban,21.29,27.32,5.43,28.87
8231,County_8231,Delaware,Rural,24.5,,11.24,27.55
32647,County_32647,New York,Urban,32.98,44.78,15.69,50.88
49209,County_49209,Wisconsin,Rural,32.0,45.49,14.36,34.55
5707,County_5707,California,Rural,21.55,31.66,11.07,28.36
51201,County_51201,Other,Suburban/Small City,22.29,30.13,10.2,25.43
42651,County_42651,Tennessee,Rural,18.28,24.18,6.88,14.23
38501,County_38501,Pennsylvania,Rural,32.75,41.32,13.74,47.7
10967,County_10967,Georgia,Urban,33.29,41.19,13.49,41.27
54217,County_54217,Other,Urban,39.09,54.72,16.44,45.06
10983,County_10983,Georgia,Rural,17.41,21.44,7.86,21.26
44767,County_44767,Utah,Urban,,41.56,14.95,41.98
42193,County_42193,Tennessee,Rural,29.15,37.51,11.75,38.99
42955,County_42955,Tennessee,Suburban/Small City,23.36,29.7,11.15,23.09
54203,County_54203,Other,Rural,19.46,24.33,10.04,19.2
5953,County_5953,California,Suburban/Small City,40.35,53.15,20.91,56.79
50367,County_50367,Wyoming,Urban,30.89,40.42,13.49,42.47
4499,County_4499,Arkansas,Suburban/Small City,34.6,50.61,15.47,52.34
5595,County_5595,California,Urban,12.8,16.31,5.42,13.59
9497,County_9497,Florida,Suburban/Small City,36.88,46.53,19.67,
21217,County_21217,Massachusetts,Rural,25.12,32.75,11.6,35.55
8601,County_8601,Delaware,Urban,29.78,37.08,11.48,34.6
32683,County_32683,New York,Urban,29.38,36.91,12.67,34.46
18715,County_18715,Louisiana,Rural,26.25,31.66,8.25,31.08
38359,County_38359,Pennsylvania,Rural,33.93,46.13,14.11,34.35
6341,County_6341,Colorado,Urban,31.01,40.65,,42.21
31223,County_31223,New Mexico,Urban,38.29,49.18,14.48,55.53
56733,County_56733,Other,Suburban/Small City,14.86,21.84,5.85,15.39
8777,County_8777,Delaware,Urban,25.92,33.26,12.93,31.76
55927,County_55927,Other,Rural,14.65,19.0,6.83,14.58
12381,County_12381,Idaho,Urban,25.66,30.58,13.27,24.58
54779,County_54779,Other,Rural,39.0,51.65,18.51,43.88
12115,County_12115,Idaho,Rural,27.32,38.42,11.95,33.45
42219,County_42219,Tennessee,Rural,12.88,14.25,5.01,19.58
29893,County_29893,New Hampshire,Rural,27.34,32.88,12.42,30.4
30039,County_30039,New Jersey,Rural,13.9,15.31,9.0,13.35
31829,County_31829,New Mexico,Rural,33.8,44.53,16.17,
4415,County_4415,Arkansas,Rural,29.47,37.58,14.08,40.51
36589,County_36589,Oklahoma,Urban,,34.85,9.99,36.18
29335,County_29335,New Hampshire,Urban,28.02,32.46,14.01,34.33
53893,County_53893,Other,Urban,33.77,45.0,14.68,40.44
31419,County_31419,New Mexico,Rural,36.8,50.75,18.0,50.05
52131,County_52131,Other,Rural,30.45,36.92,14.85,36.85
18829,County_18829,Louisiana,Rural,22.63,31.27,7.79,26.21
16457,County_16457,Kansas,Rural,35.12,43.23,16.47,50.11
55423,County_55423,Other,Rural,34.76,46.87,15.71,53.0
13757,County_13757,Illinois,Rural,32.97,41.69,17.17,40.29
41309,County_41309,South Dakota,Suburban/Small City,28.36,36.17,11.57,27.81
12661,County_12661,Idaho,Rural,27.84,34.35,11.78,29.36
15119,County_15119,Iowa,Urban,12.62,,5.42,14.27
13653,County_13653,Illinois,Urban,33.17,40.93,14.59,34.17
